Region;Apennines
13.04.2009;1.600675
14.04.2009;1.537918
15.04.2009;1.525768
16.04.2009;1.522277
17.04.2009;1.524018
18.04.2009;1.529227
19.04.2009;1.524877
20.04.2009;1.524877
21.04.2009;1.567528
22.04.2009;1.602353
23.04.2009;1.594518
24.04.2009;1.602362
25.04.2009;1.574457
26.04.2009;1.591016
27.04.2009;1.598872
28.04.2009;1.600615
29.04.2009;1.625112
30.04.2009;1.643472
1.05.2009;1.639973
2.05.2009;1.635608
3.05.2009;1.651376
4.05.2009;1.668055
5.05.2009;1.678592
6.05.2009;1.682112
7.05.2009;1.694436
8.05.2009;1.699738
9.05.2009;1.716449
10.05.2009;1.724378
11.05.2009;1.740288
12.05.2009;1.721753
13.05.2009;
14.05.2009;1.695343
15.05.2009;1.709391
16.05.2009;1.73849
17.05.2009;1.754403
18.05.2009;1.773005
19.05.2009;1.759716
20.05.2009;1.767685
21.05.2009;1.773856
22.05.2009;1.74649
23.05.2009;1.756198
24.05.2009;1.77923
25.05.2009;1.768636
26.05.2009;1.740314
27.05.2009;1.768833
28.05.2009;1.768537
29.05.2009;1.770305
30.05.2009;1.764131
31.05.2009;1.775628
1.06.2009;1.804865
2.06.2009;1.796001
3.06.2009;1.759716
4.06.2009;1.757062
5.06.2009;1.748226
6.06.2009;1.749985
7.06.2009;1.751744
8.06.2009;1.751758
9.06.2009;1.744689
10.06.2009;
11.06.2009;1.736743
12.06.2009;1.728796
13.06.2009;1.731458
14.06.2009;1.725273
15.06.2009;1.704148
16.06.2009;1.72793
17.06.2009;1.742908
18.06.2009;1.73849
19.06.2009;1.745581
20.06.2009;1.761469
21.06.2009;1.747323
22.06.2009;1.739371
23.06.2009;1.742021
24.06.2009;1.731421
25.06.2009;1.730549
26.06.2009;1.738493
27.06.2009;1.752636
28.06.2009;1.758818
29.06.2009;1.753511
30.06.2009;1.760577
1.07.2009;1.75086
2.07.2009;1.751744
3.07.2009;1.757932
4.07.2009;1.763233
5.07.2009;1.763239
6.07.2009;1.761469
7.07.2009;1.750008
8.07.2009;1.761466
9.07.2009;
10.07.2009;
11.07.2009;1.767662
12.07.2009;1.747348
13.07.2009;1.747343
14.07.2009;1.745607
15.07.2009;1.741169
16.07.2009;1.755286
17.07.2009;1.728854
18.07.2009;1.757042
19.07.2009;1.749988
20.07.2009;1.751758
21.07.2009;1.742939
22.07.2009;1.726174
23.07.2009;1.701526
24.07.2009;1.705886
25.07.2009;1.717324
26.07.2009;1.724372
27.07.2009;1.717332
28.07.2009;1.711182
29.07.2009;1.727893
30.07.2009;1.740066
31.07.2009;1.712051
1.08.2009;1.715571
2.08.2009;1.705889
3.08.2009;1.713812
4.08.2009;1.734069
5.08.2009;1.733188
6.08.2009;1.72173
7.08.2009;1.714682
8.08.2009;1.697962
9.08.2009;1.687417
10.08.2009;1.683042
11.08.2009;1.689166
12.08.2009;1.683905
13.08.2009;1.687422
14.08.2009;1.706764
15.08.2009;1.699735
16.08.2009;1.695343
17.08.2009;1.68392
18.08.2009;1.655821
19.08.2009;1.661068
20.08.2009;1.664576
21.08.2009;1.663713
22.08.2009;1.648811
23.08.2009;1.660157
24.08.2009;1.659282
25.08.2009;1.652283
26.08.2009;1.642684
27.08.2009;1.65755
28.08.2009;1.630394
29.08.2009;1.625133
30.08.2009;1.639985
31.08.2009;1.633852
1.09.2009;1.618174
2.09.2009;1.61204
3.09.2009;1.623377
4.09.2009;1.624237
5.09.2009;1.624268
6.09.2009;1.632117
7.09.2009;1.636512
8.09.2009;1.637378
9.09.2009;1.624264
10.09.2009;1.639985
11.09.2009;1.635599
12.09.2009;1.640851
13.09.2009;1.63473
14.09.2009;1.619015
15.09.2009;1.629483
16.09.2009;1.626859
17.09.2009;1.620744
18.09.2009;1.612906
19.09.2009;1.619003
20.09.2009;1.625106
21.09.2009;1.633849
22.09.2009;1.620744
23.09.2009;1.6155
24.09.2009;1.615503
25.09.2009;1.620729
26.09.2009;1.599765
27.09.2009;
28.09.2009;
29.09.2009;1.602417
30.09.2009;1.600685
1.10.2009;1.598027
2.10.2009;1.624225
3.10.2009;1.605011
4.10.2009;1.605026
5.10.2009;1.590187
6.10.2009;1.585831
7.10.2009;1.583218
8.10.2009;
9.10.2009;1.577146
10.10.2009;1.609352
11.10.2009;1.599747
12.10.2009;1.618985
13.10.2009;1.614617
14.10.2009;1.618107
15.10.2009;1.610239
16.10.2009;1.612864
17.10.2009;1.599738
18.10.2009;1.591016
19.10.2009;1.591016
20.10.2009;1.557974
21.10.2009;1.547475
22.10.2009;1.565738
23.10.2009;1.57881
24.10.2009;1.5884
25.10.2009;1.570091
26.10.2009;1.563135
27.10.2009;1.56226
28.10.2009;1.5553
29.10.2009;1.566625
30.10.2009;1.591891
31.10.2009;1.5919
1.11.2009;1.587544
2.11.2009;1.604987
3.11.2009;1.617232
4.11.2009;1.627742
5.11.2009;1.628608
6.11.2009;1.631224
7.11.2009;1.614617
8.11.2009;1.624231
9.11.2009;1.621607
10.11.2009;1.62335
11.11.2009;1.598003
12.11.2009;1.593644
13.11.2009;1.604112
14.11.2009;1.591022
15.11.2009;1.592766
16.11.2009;1.583184
17.11.2009;1.574478
18.11.2009;1.547472
19.11.2009;
20.11.2009;1.524908
21.11.2009;1.514499
22.11.2009;1.517096
23.11.2009;1.529234
24.11.2009;1.526615
25.11.2009;1.524893
26.11.2009;1.540515
27.11.2009;1.537909
28.11.2009;1.532702
29.11.2009;1.525749
30.11.2009;1.534434
1.12.2009;1.560528
2.12.2009;1.5823
3.12.2009;1.570103
4.12.2009;1.576194
5.12.2009;
6.12.2009;1.558775
7.12.2009;1.558772
8.12.2009;1.560504
9.12.2009;1.565732
10.12.2009;1.555285
11.12.2009;1.56051
12.12.2009;1.564863
13.12.2009;1.561376
14.12.2009;1.567476
15.12.2009;1.580554
16.12.2009;1.572707
17.12.2009;
18.12.2009;1.570963
19.12.2009;1.581425
20.12.2009;1.552682
21.12.2009;1.557897
22.12.2009;1.557897
23.12.2009;1.558766
24.12.2009;1.550941
25.12.2009;1.561376
26.12.2009;1.561372
27.12.2009;
28.12.2009;
29.12.2009;1.582297
30.12.2009;1.576194
31.12.2009;1.570091
1.01.2010;1.607602
2.01.2010;
3.01.2010;1.597994
4.01.2010;1.611105
5.01.2010;1.611105
6.01.2010;1.613727
7.01.2010;1.604996
8.01.2010;1.617226
9.01.2010;1.615479
10.01.2010;1.620735
11.01.2010;1.62335
12.01.2010;1.617232
13.01.2010;1.6251
14.01.2010;
15.01.2010;
16.01.2010;
17.01.2010;
18.01.2010;
19.01.2010;
20.01.2010;1.597137
21.01.2010;1.611977
22.01.2010;1.605853
23.01.2010;1.600619
24.01.2010;1.593632
25.01.2010;1.604978
26.01.2010;1.601478
27.01.2010;1.608477
28.01.2010;
29.01.2010;1.591019
30.01.2010;
31.01.2010;1.600615
1.02.2010;
2.02.2010;1.592778
3.02.2010;
4.02.2010;
5.02.2010;1.607602
6.02.2010;1.607602
7.02.2010;1.6286
8.02.2010;1.616351
9.02.2010;1.6286
10.02.2010;1.634724
11.02.2010;1.645231
12.02.2010;1.64435
13.02.2010;1.624228
14.02.2010;1.639098
15.02.2010;1.639098
16.02.2010;1.640848
17.02.2010;1.631227
18.02.2010;1.636473
19.02.2010;1.645231
20.02.2010;1.639982
21.02.2010;1.641729
22.02.2010;1.643475
23.02.2010;1.645228
24.02.2010;1.642609
25.02.2010;1.650495
26.02.2010;1.646984
27.02.2010;1.633861
28.02.2010;1.635613
1.03.2010;1.639101
2.03.2010;1.633849
3.03.2010;1.64874
4.03.2010;1.653129
5.03.2010;1.651373
6.03.2010;1.647882
7.03.2010;1.66016
8.03.2010;1.672459
9.03.2010;1.684734
10.03.2010;1.6821
11.03.2010;1.683856
12.03.2010;1.682984
13.03.2010;1.686507
14.03.2010;1.679487
15.03.2010;1.678589
16.03.2010;1.671566
17.03.2010;1.663686
18.03.2010;1.654902
19.03.2010;1.654024
20.03.2010;1.655765
21.03.2010;1.654007
22.03.2010;1.651382
23.03.2010;1.662785
24.03.2010;1.657518
25.03.2010;1.641758
26.03.2010;1.624261
27.03.2010;1.649632
28.03.2010;
29.03.2010;1.639119
30.03.2010;1.639116
31.03.2010;1.63473
1.04.2010;1.63298
2.04.2010;1.619878
3.04.2010;1.623383
4.04.2010;1.650495
5.04.2010;1.658396
6.04.2010;1.647016
7.04.2010;1.638253
8.04.2010;1.633873
9.04.2010;1.645249
10.04.2010;1.639125
11.04.2010;1.649617
12.04.2010;1.658396
13.04.2010;1.654887
14.04.2010;1.654896
15.04.2010;1.662791
16.04.2010;1.684737
17.04.2010;1.684731
18.04.2010;1.673348
19.04.2010;1.679467
20.04.2010;1.673328
21.04.2010;1.668072
22.04.2010;1.668944
23.04.2010;1.681219
24.04.2010;1.683853
25.04.2010;1.661922
26.04.2010;1.671563
27.04.2010;1.667189
28.04.2010;1.664561
29.04.2010;1.650533
30.04.2010;1.633902
1.05.2010;1.635631
2.05.2010;1.639976
3.05.2010;1.627728
4.05.2010;1.635619
5.05.2010;
6.05.2010;1.641726
7.05.2010;1.630355
8.05.2010;1.639976
9.05.2010;1.642615
10.05.2010;1.637366
11.05.2010;1.640854
12.05.2010;1.642624
13.05.2010;1.641732
14.05.2010;1.635607
15.05.2010;1.643472
16.05.2010;1.640848
17.05.2010;1.632974
18.05.2010;1.627737
19.05.2010;1.640848
20.05.2010;1.646109
21.05.2010;1.643475
22.05.2010;1.634727
23.05.2010;1.632108
24.05.2010;1.634747
25.05.2010;1.628623
26.05.2010;1.607651
27.05.2010;1.601527
28.05.2010;1.606752
29.05.2010;1.605889
30.05.2010;1.584961
31.05.2010;1.581428
1.06.2010;1.571865
2.06.2010;1.573582
3.06.2010;1.577066
4.06.2010;1.566616
5.06.2010;1.57185
6.06.2010;1.579706
7.06.2010;1.557931
8.06.2010;1.561419
9.06.2010;1.567528
10.06.2010;1.563156
11.06.2010;1.566653
12.06.2010;1.556215
13.06.2010;1.575341
14.06.2010;1.589296
15.06.2010;1.616375
16.06.2010;1.625981
17.06.2010;1.62164
18.06.2010;1.646136
19.06.2010;1.655768
20.06.2010;1.658396
21.06.2010;1.677708
22.06.2010;1.653129
23.06.2010;1.657518
24.06.2010;1.665427
25.06.2010;1.661062
26.06.2010;1.649644
27.06.2010;1.653141
28.06.2010;1.652266
29.06.2010;1.650525
30.06.2010;1.649638
1.07.2010;1.6514
2.07.2010;1.641767
3.07.2010;1.644383
4.07.2010;1.648763
5.07.2010;1.605026
6.07.2010;1.613748
7.07.2010;1.613733
8.07.2010;1.608492
9.07.2010;1.598018
10.07.2010;1.591052
11.07.2010;1.593653
12.07.2010;1.604154
13.07.2010;1.587565
14.07.2010;1.584968
15.07.2010;1.581517
16.07.2010;1.586711
17.07.2010;1.571015
18.07.2010;1.591909
19.07.2010;1.593638
20.07.2010;1.59364
21.07.2010;1.579725
22.07.2010;1.571887
23.07.2010;1.568424
24.07.2010;1.584047
25.07.2010;1.596259
26.07.2010;1.594518
27.07.2010;1.591918
28.07.2010;1.582312
29.07.2010;1.572722
30.07.2010;1.595375
31.07.2010;1.59276
1.08.2010;1.590162
2.08.2010;1.58319
3.08.2010;1.577088
4.08.2010;1.584913
5.08.2010;1.57795
6.08.2010;1.591016
7.08.2010;1.579706
8.08.2010;1.579709
9.08.2010;1.565778
10.08.2010;1.567528
11.08.2010;1.576234
12.08.2010;1.570131
13.08.2010;1.566637
14.08.2010;1.568366
15.08.2010;1.545744
16.08.2010;1.558831
17.08.2010;1.550115
18.08.2010;1.547506
19.08.2010;1.549272
20.08.2010;1.549256
21.08.2010;1.555291
22.08.2010;1.557041
23.08.2010;1.538846
24.08.2010;1.54315
25.08.2010;1.53535
26.08.2010;1.540547
27.08.2010;1.52668
28.08.2010;1.529237
29.08.2010;1.551813
30.08.2010;1.563135
31.08.2010;1.562294
1.09.2010;1.557072
2.09.2010;1.53795
3.09.2010;1.547478
4.09.2010;1.537962
5.09.2010;1.534462
6.09.2010;1.548344
7.09.2010;1.53099
8.09.2010;1.549252
9.09.2010;1.535324
10.09.2010;1.560501
11.09.2010;1.55181
12.09.2010;1.532731
13.09.2010;1.526649
14.09.2010;1.52923
15.09.2010;1.520634
16.09.2010;1.515418
17.09.2010;1.519686
18.09.2010;1.519699
19.09.2010;1.53704
20.09.2010;1.525787
21.09.2010;1.537046
22.09.2010;1.536178
23.09.2010;1.537088
24.09.2010;1.550947
25.09.2010;1.550091
26.09.2010;1.556178
27.09.2010;1.534449
28.09.2010;1.523165
29.09.2010;1.52489
30.09.2010;1.50413
1.10.2010;1.507545
2.10.2010;1.498914
3.10.2010;1.504951
4.10.2010;1.504089
5.10.2010;1.522274
6.10.2010;1.510142
7.10.2010;1.518811
8.10.2010;1.516195
9.10.2010;1.517064
10.10.2010;1.516202
11.10.2010;1.519664
12.10.2010;1.517061
13.10.2010;1.517927
14.10.2010;1.517927
15.10.2010;1.516195
16.10.2010;1.517927
17.10.2010;1.517067
18.10.2010;1.522271
19.10.2010;1.519664
20.10.2010;1.520539
21.10.2010;1.518814
22.10.2010;1.512748
23.10.2010;1.517083
24.10.2010;1.51793
25.10.2010;1.519674
26.10.2010;1.53704
27.10.2010;1.533565
28.10.2010;1.524883
29.10.2010;1.520552
30.10.2010;1.511876
31.10.2010;1.522274
1.11.2010;1.521418
2.11.2010;1.51793
3.11.2010;1.519689
4.11.2010;1.516224
5.11.2010;1.506692
6.11.2010;1.507571
7.11.2010;1.519677
8.11.2010;1.537909
9.11.2010;1.53009
10.11.2010;1.54399
11.11.2010;1.517074
12.11.2010;1.524008
13.11.2010;1.504971
14.11.2010;1.508417
15.11.2010;1.509277
16.11.2010;1.517061
17.11.2010;1.518802
18.11.2010;1.517927
19.11.2010;1.516195
20.11.2010;1.518795
21.11.2010;1.520536
22.11.2010;1.525746
23.11.2010;1.519664
24.11.2010;1.517927
25.11.2010;1.517927
26.11.2010;1.519664
27.11.2010;1.510136
28.11.2010;1.520533
29.11.2010;1.518799
30.11.2010;1.522271
1.12.2010;1.559632
2.12.2010;1.556154
3.12.2010;1.546597
4.12.2010;1.543997
5.12.2010;1.535303
6.12.2010;1.526615
7.12.2010;1.522271
8.12.2010;1.523139
9.12.2010;1.525746
10.12.2010;1.536178
11.12.2010;1.541384
12.12.2010;1.544859
13.12.2010;1.544859
14.12.2010;1.543125
15.12.2010;1.544859
16.12.2010;1.545728
17.12.2010;1.550941
18.12.2010;1.556154
19.12.2010;1.543125
20.12.2010;1.54399
21.12.2010;1.521427
22.12.2010;1.524877
23.12.2010;1.523139
24.12.2010;1.546597
25.12.2010;1.539647
26.12.2010;1.543122
27.12.2010;1.550072
28.12.2010;1.540518
29.12.2010;1.53705
30.12.2010;1.542253
31.12.2010;1.535303
1.01.2011;1.537909
2.01.2011;1.538778
3.01.2011;1.545728
4.01.2011;1.552678
5.01.2011;1.543122
6.01.2011;1.553547
7.01.2011;1.537909
8.01.2011;1.527487
9.01.2011;1.523161
10.01.2011;1.527499
11.01.2011;1.525746
12.01.2011;1.521405
13.01.2011;1.518814
14.01.2011;1.515358
15.01.2011;1.521408
16.01.2011;1.518833
17.01.2011;1.51187
18.01.2011;1.512755
19.01.2011;1.524008
20.01.2011;1.524008
21.01.2011;1.524877
22.01.2011;1.531827
23.01.2011;1.524877
24.01.2011;1.517936
25.01.2011;1.510152
26.01.2011;1.513605
27.01.2011;1.516199
28.01.2011;1.515336
29.01.2011;1.517927
30.01.2011;1.522271
31.01.2011;1.536171
1.02.2011;1.53704
2.02.2011;1.539647
3.02.2011;1.538784
4.02.2011;1.539647
5.02.2011;1.518836
6.02.2011;1.517977
7.02.2011;1.519715
8.02.2011;1.517105
9.02.2011;1.519711
10.02.2011;1.524021
11.02.2011;1.525755
12.02.2011;1.533565
13.02.2011;1.535303
14.02.2011;1.527483
15.02.2011;1.578855
16.02.2011;1.600609
17.02.2011;1.583169
18.02.2011;1.572707
19.02.2011;1.56225
20.02.2011;1.558772
21.02.2011;1.559629
22.02.2011;1.550944
23.02.2011;1.550072
24.02.2011;1.554416
25.02.2011;1.584041
26.02.2011;1.597991
27.02.2011;1.595375
28.02.2011;1.602359
1.03.2011;1.67959
2.03.2011;1.648821
3.03.2011;1.606728
4.03.2011;1.605853
5.03.2011;1.600606
6.03.2011;1.591891
7.03.2011;1.597122
8.03.2011;1.593632
9.03.2011;1.587547
10.03.2011;1.584941
11.03.2011;1.586675
12.03.2011;1.593641
13.03.2011;1.609352
14.03.2011;1.600622
15.03.2011;1.606734
16.03.2011;1.631233
17.03.2011;1.635599
18.03.2011;1.637348
19.03.2011;1.619857
20.03.2011;1.626853
21.03.2011;1.627725
22.03.2011;1.627731
23.03.2011;1.622487
24.03.2011;1.602405
25.03.2011;1.58494
26.03.2011;1.586678
27.03.2011;1.597125
28.03.2011;1.611977
29.03.2011;1.620726
30.03.2011;1.604139
31.03.2011;1.603255
1.04.2011;1.615494
2.04.2011;1.606761
3.04.2011;1.601527
4.04.2011;1.601536
5.04.2011;1.629474
6.04.2011;1.610251
7.04.2011;1.603282
8.04.2011;1.605011
9.04.2011;1.60241
10.04.2011;1.610245
11.04.2011;1.607639
12.04.2011;1.59279
13.04.2011;1.600628
14.04.2011;1.596256
15.04.2011;1.605853
16.04.2011;1.606737
17.04.2011;1.59975
18.04.2011;1.591903
19.04.2011;1.577959
20.04.2011;1.557053
21.04.2011;1.554434
22.04.2011;1.558781
23.04.2011;1.56486
24.04.2011;1.565732
25.04.2011;1.567476
26.04.2011;1.566604
27.04.2011;1.561372
28.04.2011;
29.04.2011;
30.04.2011;1.572707
1.05.2011;1.56836
2.05.2011;1.558772
3.05.2011;1.555291
4.05.2011;
5.05.2011;1.632986
6.05.2011;1.638241
7.05.2011;1.62951
8.05.2011;1.629495
9.05.2011;
10.05.2011;
11.05.2011;
12.05.2011;
13.05.2011;
14.05.2011;
15.05.2011;
16.05.2011;
17.05.2011;
18.05.2011;
19.05.2011;
20.05.2011;
21.05.2011;
22.05.2011;
23.05.2011;
24.05.2011;
25.05.2011;
26.05.2011;1.603246
27.05.2011;
28.05.2011;1.663669
29.05.2011;1.652263
30.05.2011;1.658407
31.05.2011;1.650531
1.06.2011;1.642612
2.06.2011;1.645243
3.06.2011;1.645243
4.06.2011;1.661916
5.06.2011;1.661047
6.06.2011;1.646121
7.06.2011;1.64874
8.06.2011;1.64699
9.06.2011;1.645231
10.06.2011;1.641746
11.06.2011;1.640851
12.06.2011;1.643493
13.06.2011;1.629489
14.06.2011;1.642627
15.06.2011;1.680376
16.06.2011;1.659291
17.06.2011;1.641755
18.06.2011;1.633873
19.06.2011;1.633861
20.06.2011;1.640869
21.06.2011;1.632123
22.06.2011;1.626874
23.06.2011;1.633876
24.06.2011;1.624234
25.06.2011;1.637348
26.06.2011;1.647879
27.06.2011;1.644374
28.06.2011;
29.06.2011;1.632989
30.06.2011;1.642612
1.07.2011;1.64349
2.07.2011;1.654007
3.07.2011;1.635616
4.07.2011;1.63037
5.07.2011;1.628603
6.07.2011;1.62948
7.07.2011;1.618994
8.07.2011;1.613772
9.07.2011;1.62075
10.07.2011;1.612909
11.07.2011;1.610282
12.07.2011;1.619878
13.07.2011;1.603307
14.07.2011;1.617235
15.07.2011;1.618143
16.07.2011;1.619006
17.07.2011;1.612004
18.07.2011;1.605889
19.07.2011;1.611117
20.07.2011;1.622475
21.07.2011;1.617238
22.07.2011;1.614625
23.07.2011;1.611108
24.07.2011;1.617235
25.07.2011;1.6251
26.07.2011;
27.07.2011;1.561385
28.07.2011;1.555294
29.07.2011;1.566604
30.07.2011;1.559684
31.07.2011;1.563141
1.08.2011;1.559663
2.08.2011;1.559659
3.08.2011;1.542284
4.08.2011;1.537943
5.08.2011;1.550091
6.08.2011;1.539668
7.08.2011;1.54054
8.08.2011;1.532712
9.08.2011;1.545731
10.08.2011;1.549212
11.08.2011;1.550956
12.08.2011;1.542275
13.08.2011;1.539671
14.08.2011;1.544003
15.08.2011;1.535331
16.08.2011;1.549216
17.08.2011;1.546606
18.08.2011;1.54054
19.08.2011;1.537062
20.08.2011;1.534462
21.08.2011;1.530109
22.08.2011;1.532715
23.08.2011;1.529265
24.08.2011;1.528384
25.08.2011;1.523203
26.08.2011;1.516277
27.08.2011;1.523177
28.08.2011;1.537046
29.08.2011;1.530109
30.08.2011;1.53359
31.08.2011;1.54489
1.09.2011;1.537078
2.09.2011;1.531878
3.09.2011;1.543128
4.09.2011;1.543994
5.09.2011;1.548347
6.09.2011;1.542281
7.09.2011;1.548353
8.09.2011;1.544896
9.09.2011;1.54749
10.09.2011;1.538821
11.09.2011;1.535346
12.09.2011;1.54229
13.09.2011;1.544003
14.09.2011;1.5501
15.09.2011;1.554438
16.09.2011;1.537975
17.09.2011;1.52844
18.09.2011;1.544009
19.09.2011;1.568363
20.09.2011;1.584913
21.09.2011;1.564875
22.09.2011;1.556163
23.09.2011;1.561385
24.09.2011;1.549203
25.09.2011;1.553556
26.09.2011;1.549206
27.09.2011;1.556154
28.09.2011;1.554425
29.09.2011;
30.09.2011;1.558772
1.10.2011;1.553559
2.10.2011;1.545737
3.10.2011;1.547484
4.10.2011;1.545741
5.10.2011;1.547494
6.10.2011;1.553556
7.10.2011;1.56225
8.10.2011;1.557038
9.10.2011;1.57445
10.10.2011;1.558772
11.10.2011;1.551825
12.10.2011;1.54491
13.10.2011;1.566613
14.10.2011;1.559641
15.10.2011;1.56486
16.10.2011;1.561394
17.10.2011;1.56051
18.10.2011;1.551847
19.10.2011;1.563991
20.10.2011;1.561379
21.10.2011;1.560501
22.10.2011;1.561372
23.10.2011;1.557022
24.10.2011;1.55876
25.10.2011;1.546603
26.10.2011;1.552681
27.10.2011;1.555294
28.10.2011;1.553556
29.10.2011;1.550941
30.10.2011;1.550072
31.10.2011;1.546597
1.11.2011;1.539647
2.11.2011;1.53965
3.11.2011;1.527493
4.11.2011;1.534437
5.11.2011;1.533565
6.11.2011;1.536171
7.11.2011;1.53009
8.11.2011;1.527487
9.11.2011;1.526627
10.11.2011;1.534456
11.11.2011;1.552678
12.11.2011;1.554416
13.11.2011;1.548334
14.11.2011;1.541387
15.11.2011;1.537046
16.11.2011;1.543994
17.11.2011;
18.11.2011;1.529243
19.11.2011;1.533581
20.11.2011;1.529256
21.11.2011;1.537912
22.11.2011;
23.11.2011;1.553547
24.11.2011;1.552678
25.11.2011;1.543122
26.11.2011;1.532706
27.11.2011;1.515368
28.11.2011;1.517077
29.11.2011;1.516217
30.11.2011;1.519683
1.12.2011;1.528355
2.12.2011;1.521402
3.12.2011;1.520533
4.12.2011;1.517927
5.12.2011;1.519664
6.12.2011;1.518795
7.12.2011;1.520533
8.12.2011;1.508417
9.12.2011;1.517933
10.12.2011;1.516195
11.12.2011;1.517061
12.12.2011;1.518795
13.12.2011;1.520539
14.12.2011;1.521402
15.12.2011;1.518795
16.12.2011;1.524008
17.12.2011;1.533565
18.12.2011;1.517927
19.12.2011;1.53704
20.12.2011;1.527512
21.12.2011;1.51533
22.12.2011;1.519667
23.12.2011;1.517061
24.12.2011;1.517067
25.12.2011;1.526615
26.12.2011;1.514474
27.12.2011;1.513608
28.12.2011;1.510149
29.12.2011;1.508417
30.12.2011;1.514464
31.12.2011;1.510152
1.01.2012;1.510152
2.01.2012;1.517933
3.01.2012;1.51793
4.01.2012;1.51793
5.01.2012;1.521402
6.01.2012;1.519664
7.01.2012;1.513605
8.01.2012;1.509283
9.01.2012;1.512733
10.01.2012;1.508408
11.01.2012;1.509277
12.01.2012;1.504961
13.01.2012;1.517927
14.01.2012;1.51533
15.01.2012;1.507548
16.01.2012;1.514464
17.01.2012;1.504958
18.01.2012;1.508417
19.01.2012;1.510136
20.01.2012;1.51533
21.01.2012;1.507552
22.01.2012;1.503214
23.01.2012;1.500642
24.01.2012;
25.01.2012;1.514464
26.01.2012;
27.01.2012;
28.01.2012;1.488501
29.01.2012;1.504076
30.01.2012;1.510136
31.01.2012;1.501479
1.02.2012;1.505807
2.02.2012;1.510136
3.02.2012;1.506673
4.02.2012;1.505807
5.02.2012;1.486763
6.02.2012;1.490226
7.02.2012;1.510136
8.02.2012;1.503211
9.02.2012;1.481572
10.02.2012;1.497151
11.02.2012;1.486763
12.02.2012;1.482441
13.02.2012;1.4833
14.02.2012;1.477254
15.02.2012;1.494554
16.02.2012;1.482435
17.02.2012;1.468632
18.02.2012;1.475551
19.02.2012;1.490226
20.02.2012;
21.02.2012;1.502345
22.02.2012;1.505807
23.02.2012;1.493698
24.02.2012;1.483352
25.02.2012;1.479011
26.02.2012;1.49196
27.02.2012;1.493691
28.02.2012;1.478994
29.02.2012;
1.03.2012;
2.03.2012;1.471213
3.03.2012;1.469488
4.03.2012;1.476391
5.03.2012;1.48936
6.03.2012;1.489363
7.03.2012;1.478129
8.03.2012;1.473801
9.03.2012;1.484166
10.03.2012;1.482444
11.03.2012;1.473801
12.03.2012;1.476388
13.03.2012;1.456542
14.03.2012;1.448789
15.03.2012;1.435879
