Region;Apennines
24.04.2008;0.35527
25.04.2008;0.3526
26.04.2008;0.34273
27.04.2008;0.34142
28.04.2008;0.33208
29.04.2008;0.32995
30.04.2008;0.31933
1.05.2008;0.31777
2.05.2008;0.31013
3.05.2008;0.30959
4.05.2008;0.30281
5.05.2008;0.30181
6.05.2008;0.2891
7.05.2008;0.28602
8.05.2008;0.28284
9.05.2008;0.28005
10.05.2008;0.27563
11.05.2008;0.27192
12.05.2008;0.26694
13.05.2008;0.26252
14.05.2008;0.25913
15.05.2008;0.25406
16.05.2008;0.2498
17.05.2008;0.24636
18.05.2008;0.23528
19.05.2008;0.23311
20.05.2008;0.23455
21.05.2008;0.23977
22.05.2008;0.24307
23.05.2008;0.25145
24.05.2008;0.25122
25.05.2008;0.24832
26.05.2008;0.24364
27.05.2008;0.24016
28.05.2008;0.23941
29.05.2008;0.23588
30.05.2008;0.22767
31.05.2008;0.22581
1.06.2008;0.22518
2.06.2008;0.22358
3.06.2008;0.22129
4.06.2008;0.21095
5.06.2008;0.20748
6.06.2008;0.20699
7.06.2008;0.20665
8.06.2008;0.20643
9.06.2008;0.20606
10.06.2008;0.20554
11.06.2008;0.20498
12.06.2008;0.20448
13.06.2008;0.20559
14.06.2008;0.21364
15.06.2008;0.21175
16.06.2008;0.2134
17.06.2008;0.21295
18.06.2008;0.21217
19.06.2008;0.21296
20.06.2008;0.207
21.06.2008;0.20371
22.06.2008;0.20385
23.06.2008;0.20322
24.06.2008;0.19595
25.06.2008;0.19746
26.06.2008;0.19819
27.06.2008;0.19276
28.06.2008;0.19054
29.06.2008;0.19159
30.06.2008;0.19011
1.07.2008;0.18275
2.07.2008;0.18176
3.07.2008;0.18313
4.07.2008;0.18066
5.07.2008;0.17506
6.07.2008;0.17661
7.07.2008;0.17728
8.07.2008;0.16991
9.07.2008;0.16743
10.07.2008;0.16857
11.07.2008;0.16881
12.07.2008;0.16078
13.07.2008;0.162
14.07.2008;0.163
15.07.2008;0.16027
16.07.2008;0.15447
17.07.2008;0.15645
18.07.2008;0.15736
19.07.2008;0.15039
20.07.2008;0.14932
21.07.2008;0.15151
22.07.2008;0.1494
23.07.2008;0.14838
24.07.2008;0.14836
25.07.2008;0.14682
26.07.2008;0.14609
27.07.2008;0.14219
28.07.2008;0.13773
29.07.2008;0.13776
30.07.2008;0.13541
31.07.2008;0.1346
1.08.2008;0.13405
2.08.2008;0.13039
3.08.2008;0.12549
4.08.2008;0.12633
5.08.2008;0.12695
6.08.2008;0.12734
7.08.2008;0.12501
8.08.2008;0.12085
9.08.2008;0.12195
10.08.2008;0.12268
11.08.2008;0.12255
12.08.2008;0.11831
13.08.2008;0.11458
14.08.2008;0.11658
15.08.2008;0.11747
16.08.2008;0.11731
17.08.2008;0.11643
18.08.2008;0.11195
19.08.2008;0.10793
20.08.2008;0.10838
21.08.2008;0.10855
22.08.2008;0.1091
23.08.2008;0.10917
24.08.2008;0.1057
25.08.2008;0.10112
26.08.2008;0.10073
27.08.2008;0.1006
28.08.2008;0.10021
29.08.2008;0.09991
30.08.2008;0.09952
31.08.2008;0.09929
1.09.2008;0.09905
2.09.2008;0.09825
3.09.2008;0.0971
4.09.2008;0.09059
5.09.2008;0.08886
6.09.2008;0.08823
7.09.2008;0.08796
8.09.2008;0.08716
9.09.2008;0.08628
10.09.2008;0.08588
11.09.2008;0.08552
12.09.2008;0.08514
13.09.2008;0.08527
14.09.2008;0.08595
15.09.2008;0.0854
16.09.2008;0.08191
17.09.2008;0.07917
18.09.2008;0.07855
19.09.2008;0.07833
20.09.2008;0.07808
21.09.2008;0.07786
22.09.2008;0.07766
23.09.2008;0.07715
24.09.2008;0.07564
25.09.2008;0.07508
26.09.2008;0.0746
27.09.2008;0.07459
28.09.2008;0.07475
29.09.2008;0.0749
30.09.2008;0.07441
1.10.2008;0.07392
2.10.2008;0.0734
3.10.2008;0.07309
4.10.2008;0.07642
5.10.2008;0.07295
6.10.2008;0.07274
7.10.2008;0.07229
8.10.2008;0.07219
9.10.2008;0.07141
10.10.2008;0.07071
11.10.2008;0.07048
12.10.2008;0.07033
13.10.2008;0.0703
14.10.2008;0.06992
15.10.2008;0.06915
16.10.2008;0.06851
17.10.2008;0.06836
18.10.2008;0.06776
19.10.2008;0.06705
20.10.2008;0.0667
21.10.2008;0.06666
22.10.2008;0.0664
23.10.2008;0.06558
24.10.2008;0.06502
25.10.2008;0.06357
26.10.2008;0.06157
27.10.2008;0.06182
28.10.2008;0.06263
29.10.2008;0.06322
30.10.2008;0.06664
31.10.2008;0.06944
1.11.2008;0.08385
2.11.2008;0.10435
3.11.2008;0.10623
4.11.2008;0.10662
5.11.2008;0.12406
6.11.2008;0.12789
7.11.2008;0.12802
8.11.2008;0.12682
9.11.2008;0.12635
10.11.2008;0.12426
11.11.2008;0.12143
12.11.2008;0.12076
13.11.2008;0.11991
14.11.2008;0.12883
15.11.2008;0.19771
16.11.2008;0.1894
17.11.2008;0.18704
18.11.2008;0.18626
19.11.2008;0.18504
20.11.2008;0.18273
21.11.2008;0.18171
22.11.2008;0.18437
23.11.2008;0.18575
24.11.2008;0.18549
25.11.2008;0.18976
26.11.2008;0.19281
27.11.2008;0.19028
28.11.2008;0.19199
29.11.2008;0.21354
30.11.2008;0.24791
1.12.2008;0.27425
2.12.2008;0.28252
3.12.2008;0.27904
4.12.2008;0.27448
5.12.2008;0.29786
6.12.2008;0.36649
7.12.2008;0.35224
8.12.2008;0.33275
9.12.2008;0.32309
10.12.2008;0.33268
11.12.2008;0.38944
12.12.2008;0.4053
13.12.2008;0.43679
14.12.2008;0.40998
15.12.2008;0.39536
16.12.2008;0.38514
17.12.2008;0.37636
18.12.2008;0.37214
19.12.2008;0.36935
20.12.2008;0.36585
21.12.2008;0.35896
22.12.2008;0.35275
23.12.2008;0.34555
24.12.2008;0.33845
25.12.2008;0.33074
26.12.2008;0.32732
27.12.2008;
28.12.2008;
29.12.2008;
30.12.2008;
31.12.2008;0.30464
1.01.2009;0.30849
2.01.2009;0.32847
3.01.2009;
4.01.2009;
5.01.2009;
6.01.2009;
7.01.2009;
8.01.2009;
9.01.2009;
10.01.2009;
11.01.2009;
12.01.2009;
13.01.2009;
14.01.2009;0.28782
15.01.2009;0.29979
16.01.2009;0.30371
17.01.2009;0.30325
18.01.2009;0.3017
19.01.2009;0.31448
20.01.2009;0.3342
21.01.2009;0.33711
22.01.2009;0.33463
23.01.2009;0.33098
24.01.2009;0.3303
25.01.2009;0.36275
26.01.2009;0.36337
27.01.2009;0.36244
28.01.2009;0.36007
29.01.2009;0.35292
30.01.2009;0.3446
31.01.2009;0.33736
1.02.2009;0.32917
2.02.2009;0.32301
3.02.2009;0.324
4.02.2009;0.33424
5.02.2009;0.34092
6.02.2009;0.3549
7.02.2009;0.36067
8.02.2009;0.36986
9.02.2009;0.36422
10.02.2009;0.35733
11.02.2009;0.36394
12.02.2009;0.36074
13.02.2009;0.35474
14.02.2009;0.34894
15.02.2009;0.34237
16.02.2009;0.33579
17.02.2009;0.33071
18.02.2009;0.32536
19.02.2009;0.32001
20.02.2009;0.31507
21.02.2009;0.31189
22.02.2009;0.31106
23.02.2009;0.30821
24.02.2009;0.30502
25.02.2009;0.30149
26.02.2009;0.2964
27.02.2009;0.29535
28.02.2009;0.29635
1.03.2009;0.30094
2.03.2009;0.30278
3.03.2009;0.3203
4.03.2009;0.34897
5.03.2009;0.36101
6.03.2009;0.35833
7.03.2009;0.3519
8.03.2009;0.34445
9.03.2009;0.33818
10.03.2009;0.33158
11.03.2009;0.32558
12.03.2009;0.31939
13.03.2009;0.31473
14.03.2009;0.30939
15.03.2009;0.3052
16.03.2009;
17.03.2009;
18.03.2009;
19.03.2009;
20.03.2009;
21.03.2009;
22.03.2009;
23.03.2009;
24.03.2009;
25.03.2009;
26.03.2009;
27.03.2009;
28.03.2009;
29.03.2009;
30.03.2009;0.34091
31.03.2009;0.33457
1.04.2009;0.33785
2.04.2009;0.33753
3.04.2009;0.33583
4.04.2009;0.33061
5.04.2009;0.32472
6.04.2009;0.31877
7.04.2009;0.31385
8.04.2009;0.30999
9.04.2009;0.30577
10.04.2009;0.30166
11.04.2009;0.29692
12.04.2009;0.29226
13.04.2009;0.28911
14.04.2009;0.28555
15.04.2009;0.28148
16.04.2009;0.27585
17.04.2009;0.27107
18.04.2009;0.26764
19.04.2009;0.26415
20.04.2009;0.27167
21.04.2009;0.27317
22.04.2009;0.28999
23.04.2009;0.29359
24.04.2009;0.28866
25.04.2009;0.28455
26.04.2009;0.281
27.04.2009;0.27753
28.04.2009;0.27466
29.04.2009;0.27148
30.04.2009;0.26744
1.05.2009;0.263
2.05.2009;0.26007
3.05.2009;0.25713
4.05.2009;0.25408
5.05.2009;0.25031
6.05.2009;0.24689
7.05.2009;0.24205
8.05.2009;0.23785
9.05.2009;0.2348
10.05.2009;0.23157
11.05.2009;0.22738
12.05.2009;0.22413
13.05.2009;0.22135
14.05.2009;0.21937
15.05.2009;0.21378
16.05.2009;0.20974
17.05.2009;0.20742
18.05.2009;0.20563
19.05.2009;0.20429
20.05.2009;0.20289
21.05.2009;0.19967
22.05.2009;0.19474
23.05.2009;0.1906
24.05.2009;0.18886
25.05.2009;0.18729
26.05.2009;0.18563
27.05.2009;0.18416
28.05.2009;0.18224
29.05.2009;0.17876
30.05.2009;0.17663
31.05.2009;0.17598
1.06.2009;0.18553
2.06.2009;0.25848
3.06.2009;0.25825
4.06.2009;0.25231
5.06.2009;0.24261
6.06.2009;0.23605
7.06.2009;0.23132
8.06.2009;0.22689
9.06.2009;0.2225
10.06.2009;0.21877
11.06.2009;0.21395
12.06.2009;0.20915
13.06.2009;0.20678
14.06.2009;0.20393
15.06.2009;0.20152
16.06.2009;0.19729
17.06.2009;0.19353
18.06.2009;0.19163
19.06.2009;0.18966
20.06.2009;0.18792
21.06.2009;0.18656
22.06.2009;0.185
23.06.2009;0.18365
24.06.2009;0.18199
25.06.2009;0.17738
26.06.2009;0.17484
27.06.2009;0.1732
28.06.2009;0.17171
29.06.2009;0.17011
30.06.2009;0.1688
1.07.2009;0.16741
2.07.2009;0.16466
3.07.2009;0.16435
4.07.2009;0.17091
5.07.2009;0.1801
6.07.2009;0.1959
7.07.2009;0.21889
8.07.2009;0.22669
9.07.2009;0.22069
10.07.2009;0.21377
11.07.2009;0.21815
12.07.2009;0.21545
13.07.2009;0.20958
14.07.2009;0.20481
15.07.2009;0.20073
16.07.2009;0.19734
17.07.2009;0.19471
18.07.2009;0.19238
19.07.2009;0.18975
20.07.2009;0.18711
21.07.2009;0.18466
22.07.2009;0.18236
23.07.2009;0.18034
24.07.2009;0.17861
25.07.2009;0.17657
26.07.2009;0.17443
27.07.2009;0.17285
28.07.2009;0.17105
29.07.2009;0.16884
30.07.2009;0.16709
31.07.2009;0.16524
1.08.2009;0.16361
2.08.2009;0.16228
3.08.2009;0.15924
4.08.2009;
5.08.2009;
6.08.2009;
7.08.2009;
8.08.2009;
9.08.2009;
10.08.2009;
11.08.2009;
12.08.2009;0.14571
13.08.2009;0.14597
14.08.2009;0.1454
15.08.2009;0.14389
16.08.2009;0.14236
17.08.2009;0.14073
18.08.2009;0.13928
19.08.2009;0.13709
20.08.2009;0.13369
21.08.2009;0.1314
22.08.2009;0.12977
23.08.2009;0.12788
24.08.2009;0.12676
25.08.2009;0.12508
26.08.2009;0.12391
27.08.2009;0.12253
28.08.2009;0.12157
29.08.2009;0.12052
30.08.2009;0.11946
31.08.2009;0.11811
1.09.2009;0.11685
2.09.2009;0.11574
3.09.2009;0.11439
4.09.2009;0.11345
5.09.2009;0.11223
6.09.2009;0.11091
7.09.2009;0.10966
8.09.2009;0.10856
9.09.2009;0.10743
10.09.2009;0.10636
11.09.2009;0.10526
12.09.2009;0.10435
13.09.2009;0.10298
14.09.2009;0.10196
15.09.2009;0.10048
16.09.2009;0.09944
17.09.2009;0.09823
18.09.2009;0.09686
19.09.2009;0.09574
20.09.2009;0.09485
21.09.2009;0.09359
22.09.2009;0.09231
23.09.2009;0.09137
24.09.2009;0.09058
25.09.2009;0.08939
26.09.2009;0.08819
27.09.2009;0.087
28.09.2009;0.08636
29.09.2009;0.08538
30.09.2009;0.08413
1.10.2009;0.08319
2.10.2009;0.08246
3.10.2009;0.08093
4.10.2009;0.07955
5.10.2009;0.07828
6.10.2009;0.07725
7.10.2009;0.07647
8.10.2009;0.07583
9.10.2009;0.07503
10.10.2009;0.07458
11.10.2009;0.07383
12.10.2009;0.07342
13.10.2009;0.07157
14.10.2009;0.07122
15.10.2009;0.07052
16.10.2009;0.07021
17.10.2009;0.06962
18.10.2009;0.06866
19.10.2009;0.06801
20.10.2009;0.06753
21.10.2009;0.06753
22.10.2009;0.06743
23.10.2009;0.06756
24.10.2009;0.07537
25.10.2009;0.08175
26.10.2009;0.08122
27.10.2009;0.08015
28.10.2009;0.07854
29.10.2009;0.07719
30.10.2009;0.07567
31.10.2009;0.07427
1.11.2009;0.07339
2.11.2009;0.07321
3.11.2009;0.07434
4.11.2009;0.07447
5.11.2009;0.07774
6.11.2009;0.08425
7.11.2009;0.0863
8.11.2009;0.0901
9.11.2009;0.09706
10.11.2009;0.10346
11.11.2009;0.11368
12.11.2009;0.11451
13.11.2009;0.11362
14.11.2009;0.11244
15.11.2009;0.11117
16.11.2009;0.11024
17.11.2009;0.10913
18.11.2009;0.10751
19.11.2009;0.1059
20.11.2009;0.10422
21.11.2009;0.10262
22.11.2009;0.10132
23.11.2009;0.1003
24.11.2009;0.0994
25.11.2009;0.09814
26.11.2009;0.09702
27.11.2009;0.09619
28.11.2009;0.09787
29.11.2009;0.10111
30.11.2009;0.1031
1.12.2009;0.10564
2.12.2009;0.1094
3.12.2009;0.11083
4.12.2009;0.11309
5.12.2009;0.12522
6.12.2009;0.13838
7.12.2009;0.14202
8.12.2009;0.14297
9.12.2009;0.1496
10.12.2009;0.15171
11.12.2009;0.15209
12.12.2009;0.15159
13.12.2009;0.15026
14.12.2009;0.14956
15.12.2009;0.14914
16.12.2009;0.14748
17.12.2009;0.14582
18.12.2009;0.14448
19.12.2009;0.14345
20.12.2009;0.14197
21.12.2009;0.13954
22.12.2009;0.20432
23.12.2009;
24.12.2009;
25.12.2009;
26.12.2009;
27.12.2009;
28.12.2009;
29.12.2009;0.36743
30.12.2009;0.40838
31.12.2009;0.40451
1.01.2010;0.41674
2.01.2010;
3.01.2010;0.42587
4.01.2010;0.41045
5.01.2010;0.40808
6.01.2010;
7.01.2010;
8.01.2010;
9.01.2010;
10.01.2010;
11.01.2010;0.43044
12.01.2010;0.41872
13.01.2010;0.41009
14.01.2010;0.40251
15.01.2010;0.39514
16.01.2010;0.38772
17.01.2010;0.38177
18.01.2010;0.37514
19.01.2010;0.36783
20.01.2010;0.36057
21.01.2010;0.35431
22.01.2010;0.34829
23.01.2010;0.3424
24.01.2010;0.33651
25.01.2010;0.33067
26.01.2010;0.32503
27.01.2010;0.32065
28.01.2010;0.3164
29.01.2010;0.31366
30.01.2010;0.31047
31.01.2010;0.31018
1.02.2010;0.30562
2.02.2010;0.30133
3.02.2010;0.29636
4.02.2010;0.29167
5.02.2010;0.29032
6.02.2010;0.32265
7.02.2010;0.31347
8.02.2010;0.30585
9.02.2010;0.30118
10.02.2010;0.29896
11.02.2010;0.29819
12.02.2010;0.29314
13.02.2010;0.28862
14.02.2010;0.28737
15.02.2010;0.28633
16.02.2010;0.28348
17.02.2010;0.28708
18.02.2010;0.33999
19.02.2010;0.37673
20.02.2010;
21.02.2010;
22.02.2010;
23.02.2010;
24.02.2010;
25.02.2010;
26.02.2010;
27.02.2010;
28.02.2010;0.41104
1.03.2010;0.40727
2.03.2010;0.40265
3.03.2010;0.39777
4.03.2010;0.39584
5.03.2010;0.39716
6.03.2010;0.39207
7.03.2010;0.3876
8.03.2010;0.38275
9.03.2010;0.37745
10.03.2010;0.37255
11.03.2010;0.36738
12.03.2010;0.36157
13.03.2010;0.35812
14.03.2010;0.36031
15.03.2010;0.36142
16.03.2010;0.35889
17.03.2010;0.35598
18.03.2010;0.35513
19.03.2010;0.35204
20.03.2010;0.34939
21.03.2010;0.35523
22.03.2010;0.35831
23.03.2010;0.35702
24.03.2010;0.35539
25.03.2010;0.35225
26.03.2010;0.35007
27.03.2010;0.34889
28.03.2010;0.34395
29.03.2010;0.33902
30.03.2010;0.33485
31.03.2010;0.3302
1.04.2010;0.32526
2.04.2010;0.3196
3.04.2010;0.31538
4.04.2010;0.31193
5.04.2010;0.33705
6.04.2010;0.34734
7.04.2010;0.33934
8.04.2010;0.33264
9.04.2010;0.32661
10.04.2010;0.32107
11.04.2010;0.31791
12.04.2010;0.31953
13.04.2010;0.32094
14.04.2010;0.32709
15.04.2010;0.33022
16.04.2010;0.3291
17.04.2010;0.3282
18.04.2010;0.32992
19.04.2010;0.32809
20.04.2010;0.32359
21.04.2010;0.31876
22.04.2010;0.31454
23.04.2010;0.31117
24.04.2010;0.30912
25.04.2010;0.31343
26.04.2010;0.31387
27.04.2010;0.31091
28.04.2010;0.30725
29.04.2010;0.30393
30.04.2010;0.2986
1.05.2010;0.29397
2.05.2010;0.29037
3.05.2010;0.28669
4.05.2010;0.28406
5.05.2010;0.28141
6.05.2010;0.27891
7.05.2010;0.27898
8.05.2010;0.27969
9.05.2010;0.28236
10.05.2010;0.28125
11.05.2010;0.27879
12.05.2010;0.27582
13.05.2010;0.27483
14.05.2010;0.28612
15.05.2010;0.31822
16.05.2010;0.35528
17.05.2010;0.34909
18.05.2010;0.34
19.05.2010;0.3344
20.05.2010;0.33275
21.05.2010;0.32949
22.05.2010;0.32436
23.05.2010;0.31875
24.05.2010;0.31315
25.05.2010;0.30805
26.05.2010;0.30402
27.05.2010;0.30049
28.05.2010;0.29677
29.05.2010;0.29311
30.05.2010;0.28937
31.05.2010;0.28604
1.06.2010;0.28068
2.06.2010;0.2761
3.06.2010;0.27162
4.06.2010;0.26748
5.06.2010;0.26339
6.06.2010;0.25892
7.06.2010;0.25324
8.06.2010;0.24852
9.06.2010;0.24488
10.06.2010;0.24131
11.06.2010;0.23511
12.06.2010;0.23016
13.06.2010;0.22686
14.06.2010;0.22386
15.06.2010;0.22091
16.06.2010;0.21837
17.06.2010;0.21613
18.06.2010;0.21339
19.06.2010;0.21121
20.06.2010;0.20943
21.06.2010;0.20983
