Region;Apennines
3.07.2007;0.0583
4.07.2007;0.0584
5.07.2007;0.05766
6.07.2007;0.05675
7.07.2007;0.05606
8.07.2007;0.05551
9.07.2007;0.05496
10.07.2007;0.05465
11.07.2007;0.05445
12.07.2007;0.05414
13.07.2007;0.05327
14.07.2007;0.0526
15.07.2007;0.05198
16.07.2007;0.05147
17.07.2007;0.05114
18.07.2007;0.05043
19.07.2007;0.04876
20.07.2007;0.04618
21.07.2007;0.04578
22.07.2007;0.04568
23.07.2007;0.04564
24.07.2007;0.04528
25.07.2007;0.04512
26.07.2007;0.04447
27.07.2007;0.04402
28.07.2007;0.04362
29.07.2007;0.04322
30.07.2007;0.04297
31.07.2007;0.04348
1.08.2007;0.04283
2.08.2007;0.04187
3.08.2007;0.04125
4.08.2007;0.04077
5.08.2007;0.04048
6.08.2007;0.04011
7.08.2007;0.03948
8.08.2007;0.03911
9.08.2007;0.03991
10.08.2007;0.03958
11.08.2007;0.03928
12.08.2007;0.03833
13.08.2007;0.03787
14.08.2007;0.03735
15.08.2007;0.03692
16.08.2007;0.03645
17.08.2007;0.03605
18.08.2007;0.03609
19.08.2007;0.03587
20.08.2007;0.03612
21.08.2007;0.0356
22.08.2007;0.03488
23.08.2007;0.03486
24.08.2007;0.03428
25.08.2007;0.03391
26.08.2007;0.03357
27.08.2007;0.03341
28.08.2007;0.03358
29.08.2007;0.03255
30.08.2007;0.03118
31.08.2007;0.0306
1.09.2007;0.02998
2.09.2007;0.02955
3.09.2007;0.02944
4.09.2007;0.02942
5.09.2007;0.029
6.09.2007;0.02945
7.09.2007;0.02918
8.09.2007;0.02877
9.09.2007;0.02839
10.09.2007;0.02827
11.09.2007;0.02791
12.09.2007;0.02752
13.09.2007;0.02702
14.09.2007;0.02708
15.09.2007;0.02685
16.09.2007;0.0265
17.09.2007;0.02663
18.09.2007;0.02635
19.09.2007;0.02668
20.09.2007;0.02646
21.09.2007;0.02628
22.09.2007;0.02621
23.09.2007;0.0261
24.09.2007;0.02586
25.09.2007;0.02583
26.09.2007;0.02581
27.09.2007;0.02581
28.09.2007;0.02563
29.09.2007;0.0253
30.09.2007;0.02501
1.10.2007;0.02476
2.10.2007;0.02468
3.10.2007;0.02442
4.10.2007;0.02418
5.10.2007;0.02407
6.10.2007;0.02407
7.10.2007;0.02426
8.10.2007;0.02408
9.10.2007;0.02397
10.10.2007;0.02396
11.10.2007;0.02404
12.10.2007;0.02391
13.10.2007;0.02387
14.10.2007;0.02394
15.10.2007;0.02399
16.10.2007;0.02404
17.10.2007;0.02385
18.10.2007;0.02358
19.10.2007;0.02385
20.10.2007;0.02444
21.10.2007;0.02469
22.10.2007;0.02502
23.10.2007;0.02433
24.10.2007;0.02617
25.10.2007;0.03207
26.10.2007;0.04855
27.10.2007;0.05205
28.10.2007;0.04822
29.10.2007;0.04448
30.10.2007;0.04253
31.10.2007;0.04122
1.11.2007;0.04405
2.11.2007;0.04435
3.11.2007;0.04284
4.11.2007;0.04176
5.11.2007;0.04013
6.11.2007;0.03938
7.11.2007;0.03789
8.11.2007;0.03726
9.11.2007;0.03678
10.11.2007;0.0363
11.11.2007;0.0356
12.11.2007;0.03565
13.11.2007;0.03523
14.11.2007;0.03718
15.11.2007;0.03793
16.11.2007;0.04025
17.11.2007;0.04101
18.11.2007;0.04091
19.11.2007;0.03999
20.11.2007;0.03968
21.11.2007;0.04071
22.11.2007;0.0438
23.11.2007;0.06011
24.11.2007;0.07028
25.11.2007;0.07257
26.11.2007;0.07158
27.11.2007;0.06788
28.11.2007;0.06297
29.11.2007;0.05961
30.11.2007;0.0569
1.12.2007;0.05471
2.12.2007;0.05289
3.12.2007;0.05217
4.12.2007;0.0531
5.12.2007;0.05234
6.12.2007;0.05163
7.12.2007;0.05038
8.12.2007;0.09706
9.12.2007;0.17719
10.12.2007;0.18339
11.12.2007;0.16795
12.12.2007;0.14047
13.12.2007;0.12468
14.12.2007;0.11927
15.12.2007;0.11127
16.12.2007;0.10375
17.12.2007;0.09782
18.12.2007;0.09223
19.12.2007;0.08805
20.12.2007;0.08583
21.12.2007;0.08553
22.12.2007;0.08673
23.12.2007;0.09083
24.12.2007;0.11393
25.12.2007;0.1493
26.12.2007;0.15523
27.12.2007;0.14562
28.12.2007;0.1355
29.12.2007;0.12759
30.12.2007;0.12274
31.12.2007;0.11682
1.01.2008;0.11154
2.01.2008;0.10773
3.01.2008;0.10409
4.01.2008;0.09953
5.01.2008;0.09651
6.01.2008;0.19064
7.01.2008;0.30499
8.01.2008;0.2749
9.01.2008;0.2414
10.01.2008;0.21157
11.01.2008;0.24081
12.01.2008;0.38778
13.01.2008;0.43363
14.01.2008;0.36908
15.01.2008;0.31936
16.01.2008;0.29155
17.01.2008;0.27138
18.01.2008;0.25441
19.01.2008;0.23857
20.01.2008;0.22347
21.01.2008;0.21045
22.01.2008;0.20076
23.01.2008;0.19031
24.01.2008;0.18009
25.01.2008;0.17084
26.01.2008;0.16283
27.01.2008;0.15615
28.01.2008;0.14899
29.01.2008;0.14257
30.01.2008;0.13759
31.01.2008;0.13369
1.02.2008;0.12958
2.02.2008;0.12641
3.02.2008;0.12234
4.02.2008;0.11977
5.02.2008;0.12257
6.02.2008;0.13365
7.02.2008;0.13626
8.02.2008;0.13325
9.02.2008;0.12845
10.02.2008;0.1243
11.02.2008;0.12048
12.02.2008;0.11759
13.02.2008;0.11395
14.02.2008;0.11163
15.02.2008;0.10997
16.02.2008;0.10778
17.02.2008;0.1057
18.02.2008;0.10445
19.02.2008;0.10246
20.02.2008;0.10028
21.02.2008;0.0985
22.02.2008;0.09624
23.02.2008;0.09431
24.02.2008;0.09216
25.02.2008;0.09052
26.02.2008;0.08961
27.02.2008;0.08851
28.02.2008;0.08643
29.02.2008;0.08512
1.03.2008;0.08476
2.03.2008;0.08052
3.03.2008;0.07769
4.03.2008;0.07716
5.03.2008;0.07716
6.03.2008;0.0762
7.03.2008;0.11779
8.03.2008;0.18945
9.03.2008;0.21791
10.03.2008;0.23888
11.03.2008;0.27181
12.03.2008;0.32812
13.03.2008;0.33347
14.03.2008;0.30017
15.03.2008;0.27564
16.03.2008;0.26034
17.03.2008;0.24876
18.03.2008;0.23763
19.03.2008;0.22791
20.03.2008;0.22334
21.03.2008;0.21737
22.03.2008;0.31947
23.03.2008;0.48723
24.03.2008;0.56422
25.03.2008;0.48869
26.03.2008;0.38443
27.03.2008;0.32231
28.03.2008;0.32806
29.03.2008;0.32938
30.03.2008;0.29435
31.03.2008;0.26655
1.04.2008;0.24426
2.04.2008;0.22758
3.04.2008;0.21262
4.04.2008;0.25352
5.04.2008;0.30487
6.04.2008;0.32036
7.04.2008;0.32135
8.04.2008;0.28765
9.04.2008;0.40424
10.04.2008;0.35288
11.04.2008;0.30445
12.04.2008;0.27597
13.04.2008;0.26613
14.04.2008;0.25387
15.04.2008;0.24068
16.04.2008;0.22879
17.04.2008;0.22338
18.04.2008;0.2566
19.04.2008;0.3573
20.04.2008;0.34675
21.04.2008;0.3069
22.04.2008;0.29546
23.04.2008;0.3974
24.04.2008;0.3563
25.04.2008;0.32452
26.04.2008;0.30175
27.04.2008;0.29349
28.04.2008;0.28888
29.04.2008;0.27736
30.04.2008;0.26227
1.05.2008;0.24707
2.05.2008;0.23366
3.05.2008;0.22031
4.05.2008;0.20878
5.05.2008;0.20021
6.05.2008;0.19079
7.05.2008;0.18183
8.05.2008;0.1734
9.05.2008;0.16567
10.05.2008;0.15851
11.05.2008;0.15099
12.05.2008;0.1446
13.05.2008;0.13923
14.05.2008;0.1334
15.05.2008;0.12782
16.05.2008;0.12338
17.05.2008;0.11926
18.05.2008;0.11603
19.05.2008;0.11301
20.05.2008;0.10881
21.05.2008;0.10819
22.05.2008;0.12418
23.05.2008;0.13607
24.05.2008;0.12366
25.05.2008;0.11437
26.05.2008;0.10839
27.05.2008;0.10388
28.05.2008;0.0998
29.05.2008;0.09762
30.05.2008;0.09434
31.05.2008;0.09171
1.06.2008;0.08953
2.06.2008;0.08825
3.06.2008;0.08725
4.06.2008;0.08526
5.06.2008;0.08346
6.06.2008;0.08148
7.06.2008;0.07922
8.06.2008;0.07721
9.06.2008;0.0748
10.06.2008;0.07284
11.06.2008;0.07127
12.06.2008;0.07147
13.06.2008;0.07562
14.06.2008;0.10636
15.06.2008;0.1204
16.06.2008;
17.06.2008;
18.06.2008;
19.06.2008;
20.06.2008;
21.06.2008;
22.06.2008;
23.06.2008;
24.06.2008;
25.06.2008;
26.06.2008;
27.06.2008;
28.06.2008;
29.06.2008;
30.06.2008;
1.07.2008;
2.07.2008;
3.07.2008;
4.07.2008;
5.07.2008;
6.07.2008;
7.07.2008;
8.07.2008;
9.07.2008;
10.07.2008;
11.07.2008;
12.07.2008;
13.07.2008;
14.07.2008;
15.07.2008;
16.07.2008;
17.07.2008;
18.07.2008;
19.07.2008;
20.07.2008;
21.07.2008;
22.07.2008;
23.07.2008;
24.07.2008;
25.07.2008;
26.07.2008;
27.07.2008;
28.07.2008;
29.07.2008;
30.07.2008;0.06996
31.07.2008;0.07015
1.08.2008;0.06933
2.08.2008;0.06842
3.08.2008;0.06766
4.08.2008;0.06689
5.08.2008;0.06618
6.08.2008;0.06545
7.08.2008;0.06516
8.08.2008;0.06486
9.08.2008;0.06444
10.08.2008;0.06362
11.08.2008;0.06313
12.08.2008;0.06243
13.08.2008;0.06184
14.08.2008;0.06142
15.08.2008;0.06141
16.08.2008;0.06135
17.08.2008;0.06081
18.08.2008;0.06028
19.08.2008;0.05991
20.08.2008;0.05938
21.08.2008;0.05911
22.08.2008;0.05867
23.08.2008;0.05882
24.08.2008;0.0584
25.08.2008;0.05785
26.08.2008;0.05757
27.08.2008;0.05718
28.08.2008;0.05713
29.08.2008;0.05669
30.08.2008;0.05628
31.08.2008;0.05552
1.09.2008;0.05474
2.09.2008;0.05445
3.09.2008;0.05407
4.09.2008;0.05399
5.09.2008;0.05369
6.09.2008;0.05304
7.09.2008;0.0529
8.09.2008;0.05284
9.09.2008;0.05272
10.09.2008;0.05242
11.09.2008;0.05204
12.09.2008;0.05274
13.09.2008;0.05244
14.09.2008;0.05265
15.09.2008;0.05427
16.09.2008;0.05463
17.09.2008;0.0542
18.09.2008;0.05365
19.09.2008;0.05366
20.09.2008;0.05326
21.09.2008;0.0532
22.09.2008;0.05313
23.09.2008;0.05292
24.09.2008;0.05257
25.09.2008;0.05216
26.09.2008;0.05203
27.09.2008;0.05169
28.09.2008;0.05123
29.09.2008;0.05086
30.09.2008;0.05049
1.10.2008;0.05018
2.10.2008;0.04962
3.10.2008;0.04913
4.10.2008;0.04956
5.10.2008;0.04954
6.10.2008;0.04925
7.10.2008;0.04911
8.10.2008;0.04892
9.10.2008;0.04844
10.10.2008;0.04768
11.10.2008;0.04709
12.10.2008;0.047
13.10.2008;0.04681
14.10.2008;0.04646
15.10.2008;0.04534
16.10.2008;0.04487
17.10.2008;0.04433
18.10.2008;0.04395
19.10.2008;0.04358
20.10.2008;0.04312
21.10.2008;0.04035
22.10.2008;0.03807
23.10.2008;0.03751
24.10.2008;0.037
25.10.2008;0.03658
26.10.2008;0.03651
27.10.2008;0.03658
28.10.2008;0.03627
29.10.2008;0.03573
30.10.2008;0.03587
31.10.2008;0.0358
1.11.2008;0.04484
2.11.2008;0.06441
3.11.2008;0.05762
4.11.2008;0.0537
5.11.2008;0.06606
6.11.2008;0.06657
7.11.2008;0.0621
8.11.2008;0.05888
9.11.2008;0.05668
10.11.2008;0.05533
11.11.2008;0.05452
12.11.2008;0.05344
13.11.2008;0.05292
14.11.2008;0.05237
15.11.2008;0.05634
16.11.2008;0.0602
17.11.2008;0.06012
18.11.2008;0.05942
19.11.2008;0.05835
20.11.2008;0.05675
21.11.2008;0.05585
22.11.2008;0.0556
23.11.2008;0.05473
24.11.2008;0.05447
25.11.2008;0.05955
26.11.2008;0.07486
27.11.2008;0.07598
28.11.2008;0.09391
29.11.2008;0.17985
30.11.2008;0.25014
1.12.2008;0.3005
2.12.2008;0.29948
3.12.2008;0.25878
4.12.2008;0.22835
5.12.2008;0.3051
6.12.2008;0.49977
7.12.2008;0.42913
8.12.2008;0.36638
9.12.2008;0.32005
10.12.2008;0.33354
11.12.2008;0.50893
12.12.2008;0.55708
13.12.2008;0.75881
14.12.2008;0.61671
15.12.2008;0.54273
16.12.2008;0.49783
17.12.2008;0.47151
18.12.2008;0.45588
19.12.2008;0.42072
20.12.2008;0.39682
21.12.2008;0.37738
22.12.2008;0.36809
23.12.2008;0.35255
24.12.2008;0.33041
25.12.2008;0.31088
26.12.2008;0.29222
27.12.2008;0.27936
28.12.2008;0.26839
29.12.2008;0.25668
30.12.2008;0.24777
31.12.2008;0.2393
1.01.2009;0.24529
2.01.2009;0.29286
3.01.2009;0.2803
4.01.2009;0.26661
5.01.2009;0.2549
6.01.2009;0.24617
7.01.2009;0.23875
8.01.2009;0.23218
9.01.2009;0.2288
10.01.2009;0.22664
11.01.2009;0.2228
12.01.2009;0.22243
13.01.2009;0.22626
14.01.2009;0.24908
15.01.2009;0.26208
16.01.2009;0.25471
17.01.2009;0.24525
18.01.2009;0.23546
19.01.2009;0.23773
20.01.2009;0.24674
21.01.2009;0.24338
22.01.2009;0.23951
23.01.2009;0.23967
24.01.2009;0.24337
25.01.2009;0.28345
26.01.2009;0.30739
27.01.2009;0.3481
28.01.2009;0.32932
29.01.2009;0.30395
30.01.2009;0.28585
31.01.2009;0.27445
1.02.2009;0.26708
2.02.2009;0.25981
3.02.2009;0.26274
4.02.2009;0.2931
5.02.2009;0.36614
6.02.2009;0.35184
7.02.2009;0.33225
8.02.2009;0.34894
9.02.2009;0.33674
10.02.2009;0.32391
11.02.2009;0.35391
12.02.2009;0.34682
13.02.2009;0.33262
14.02.2009;0.31971
15.02.2009;0.30694
16.02.2009;0.29649
17.02.2009;0.28861
18.02.2009;0.28127
19.02.2009;0.27178
20.02.2009;0.26306
21.02.2009;0.25558
22.02.2009;0.24962
23.02.2009;0.24485
24.02.2009;0.24025
25.02.2009;0.23693
26.02.2009;0.23289
27.02.2009;0.23149
28.02.2009;0.24214
1.03.2009;0.2566
2.03.2009;0.259
3.03.2009;0.28833
4.03.2009;0.37428
5.03.2009;0.39299
6.03.2009;0.37895
7.03.2009;0.36309
8.03.2009;0.34348
9.03.2009;0.33055
10.03.2009;0.31661
11.03.2009;0.3057
12.03.2009;0.2948
13.03.2009;0.2866
14.03.2009;0.27687
15.03.2009;0.26898
16.03.2009;0.26173
17.03.2009;0.2537
18.03.2009;0.24636
19.03.2009;0.24049
20.03.2009;0.23418
21.03.2009;0.22696
22.03.2009;0.22015
23.03.2009;0.22229
24.03.2009;0.27804
25.03.2009;0.35167
26.03.2009;0.33254
27.03.2009;0.32325
28.03.2009;0.31535
29.03.2009;0.3234
30.03.2009;0.38872
31.03.2009;0.38319
1.04.2009;0.3805
2.04.2009;0.39698
3.04.2009;0.38809
4.04.2009;0.36183
5.04.2009;0.34356
6.04.2009;0.3312
7.04.2009;0.31988
8.04.2009;0.30978
9.04.2009;0.30065
10.04.2009;0.29239
11.04.2009;0.28364
12.04.2009;0.27522
13.04.2009;0.2677
14.04.2009;0.25913
15.04.2009;0.25075
16.04.2009;0.24385
17.04.2009;0.23693
18.04.2009;0.23085
19.04.2009;0.22526
20.04.2009;0.22324
21.04.2009;0.22272
22.04.2009;0.309
23.04.2009;0.28658
24.04.2009;0.26187
25.04.2009;0.24694
26.04.2009;0.23732
27.04.2009;0.23098
28.04.2009;0.22646
29.04.2009;0.22342
30.04.2009;0.2852
1.05.2009;0.27928
2.05.2009;0.26323
3.05.2009;0.25371
4.05.2009;0.247
5.05.2009;0.23996
6.05.2009;0.23491
7.05.2009;0.23004
8.05.2009;0.22627
9.05.2009;0.22245
10.05.2009;0.21872
11.05.2009;0.21434
12.05.2009;0.2096
13.05.2009;0.20536
14.05.2009;0.20141
15.05.2009;0.19729
16.05.2009;0.19299
17.05.2009;0.18725
18.05.2009;0.18162
19.05.2009;0.17785
20.05.2009;0.17409
21.05.2009;0.17057
22.05.2009;0.16662
23.05.2009;0.16356
24.05.2009;0.16014
25.05.2009;0.15681
26.05.2009;0.15468
27.05.2009;0.15198
28.05.2009;0.14899
29.05.2009;0.14699
30.05.2009;0.14438
31.05.2009;0.14263
1.06.2009;0.14138
2.06.2009;0.14756
3.06.2009;0.14952
4.06.2009;0.14274
5.06.2009;0.13868
6.06.2009;0.13543
7.06.2009;0.13307
8.06.2009;0.1291
9.06.2009;0.12408
10.06.2009;0.12231
11.06.2009;0.12135
12.06.2009;0.12035
13.06.2009;0.11865
14.06.2009;0.11659
15.06.2009;0.11486
16.06.2009;0.11365
17.06.2009;0.1116
18.06.2009;0.11075
19.06.2009;0.10954
20.06.2009;0.10948
21.06.2009;0.10823
22.06.2009;0.10633
23.06.2009;0.10511
24.06.2009;0.10395
25.06.2009;0.10263
26.06.2009;0.10164
27.06.2009;0.1017
28.06.2009;0.09996
29.06.2009;0.09816
30.06.2009;0.09657
1.07.2009;0.09531
2.07.2009;0.09443
3.07.2009;0.09372
4.07.2009;0.09284
5.07.2009;0.09294
6.07.2009;0.09099
7.07.2009;0.09039
8.07.2009;0.08915
9.07.2009;0.08842
10.07.2009;0.08738
11.07.2009;0.0863
12.07.2009;0.08498
13.07.2009;0.08366
14.07.2009;0.08244
15.07.2009;0.081
16.07.2009;0.08068
17.07.2009;0.08055
18.07.2009;0.07987
19.07.2009;0.07843
20.07.2009;0.07749
21.07.2009;0.07721
22.07.2009;0.07619
23.07.2009;0.07509
24.07.2009;0.07426
25.07.2009;0.07323
26.07.2009;0.07234
27.07.2009;0.07208
28.07.2009;0.07157
29.07.2009;0.07075
30.07.2009;0.07003
31.07.2009;0.06964
1.08.2009;0.06959
2.08.2009;0.06908
3.08.2009;0.06939
4.08.2009;0.07031
5.08.2009;0.06857
6.08.2009;0.06783
7.08.2009;0.06637
8.08.2009;0.0648
9.08.2009;0.06361
10.08.2009;0.06273
11.08.2009;0.06235
12.08.2009;0.0615
13.08.2009;0.06102
14.08.2009;0.05959
15.08.2009;0.05816
16.08.2009;0.0571
17.08.2009;0.05688
18.08.2009;0.05625
19.08.2009;0.05584
20.08.2009;0.05575
21.08.2009;0.05548
22.08.2009;0.05503
23.08.2009;0.05483
24.08.2009;0.05431
25.08.2009;0.05423
26.08.2009;0.05402
27.08.2009;0.05375
28.08.2009;0.05375
29.08.2009;0.05349
30.08.2009;0.05308
31.08.2009;0.05255
1.09.2009;0.05251
2.09.2009;0.05229
3.09.2009;0.05205
4.09.2009;0.05129
5.09.2009;0.05087
6.09.2009;0.0507
7.09.2009;0.05075
8.09.2009;0.05068
9.09.2009;0.05043
10.09.2009;0.05072
11.09.2009;0.05038
12.09.2009;0.05008
13.09.2009;0.0499
14.09.2009;0.04947
15.09.2009;0.04894
16.09.2009;0.04863
17.09.2009;0.04826
18.09.2009;0.04769
19.09.2009;0.04747
20.09.2009;0.04749
21.09.2009;0.04718
22.09.2009;0.04512
23.09.2009;0.04359
24.09.2009;0.0434
25.09.2009;0.04303
26.09.2009;0.04272
27.09.2009;0.04229
28.09.2009;0.04219
29.09.2009;0.042
30.09.2009;0.04177
1.10.2009;0.04189
2.10.2009;0.04191
3.10.2009;0.04175
4.10.2009;0.04176
5.10.2009;0.04136
6.10.2009;0.0413
7.10.2009;0.04007
8.10.2009;0.03893
9.10.2009;0.03884
10.10.2009;0.03888
11.10.2009;0.03864
12.10.2009;0.03901
13.10.2009;0.03862
14.10.2009;0.03877
15.10.2009;0.0387
16.10.2009;0.0386
17.10.2009;0.03885
18.10.2009;0.03847
19.10.2009;0.03856
20.10.2009;0.03835
21.10.2009;0.03783
22.10.2009;0.03758
23.10.2009;0.03773
24.10.2009;0.03733
25.10.2009;0.03713
26.10.2009;0.0363
27.10.2009;0.03543
28.10.2009;0.0353
29.10.2009;0.03531
30.10.2009;0.03498
31.10.2009;0.03535
1.11.2009;0.03558
2.11.2009;0.03596
3.11.2009;0.03594
4.11.2009;0.03634
5.11.2009;0.03858
6.11.2009;0.03978
7.11.2009;0.04063
8.11.2009;0.04383
9.11.2009;0.04968
10.11.2009;0.05392
11.11.2009;0.05275
12.11.2009;0.05188
13.11.2009;0.05048
14.11.2009;0.0492
15.11.2009;0.04831
16.11.2009;0.04753
17.11.2009;0.04683
18.11.2009;0.04601
19.11.2009;0.04531
20.11.2009;0.04476
21.11.2009;0.04425
22.11.2009;0.04414
23.11.2009;0.04341
24.11.2009;0.04293
25.11.2009;0.04242
26.11.2009;0.04176
27.11.2009;0.04149
28.11.2009;0.04098
29.11.2009;0.04025
30.11.2009;0.04004
1.12.2009;0.04212
2.12.2009;0.04561
3.12.2009;0.046
4.12.2009;0.04676
5.12.2009;0.05277
6.12.2009;0.05425
7.12.2009;0.05341
8.12.2009;0.05267
9.12.2009;0.05195
10.12.2009;0.0512
11.12.2009;0.05117
12.12.2009;0.05074
13.12.2009;0.05041
14.12.2009;0.05103
15.12.2009;0.05269
16.12.2009;0.05288
17.12.2009;0.05285
18.12.2009;0.05269
19.12.2009;0.05308
20.12.2009;0.0526
21.12.2009;0.05191
22.12.2009;0.17395
23.12.2009;0.43978
24.12.2009;0.35516
25.12.2009;0.30158
26.12.2009;0.29345
27.12.2009;0.44962
28.12.2009;0.36759
29.12.2009;0.41424
30.12.2009;0.46693
31.12.2009;0.42027
1.01.2010;0.47271
2.01.2010;0.56633
3.01.2010;0.48588
4.01.2010;0.42478
5.01.2010;0.45644
6.01.2010;0.77676
7.01.2010;0.78825
8.01.2010;0.78118
9.01.2010;0.7823
10.01.2010;0.71432
11.01.2010;0.63198
12.01.2010;0.5663
13.01.2010;0.51387
14.01.2010;0.46822
15.01.2010;0.42938
16.01.2010;0.39403
17.01.2010;0.36451
18.01.2010;0.34021
19.01.2010;0.31985
20.01.2010;0.30282
21.01.2010;0.28773
22.01.2010;0.27359
23.01.2010;0.26209
24.01.2010;0.25072
25.01.2010;0.24081
26.01.2010;0.23295
27.01.2010;0.22629
28.01.2010;0.22035
29.01.2010;0.21484
30.01.2010;0.2106
31.01.2010;0.21382
1.02.2010;0.21191
2.02.2010;0.20894
3.02.2010;0.20443
4.02.2010;0.20016
5.02.2010;0.20685
6.02.2010;0.31084
7.02.2010;0.3083
8.02.2010;0.28912
9.02.2010;0.27709
10.02.2010;0.27278
11.02.2010;0.27338
12.02.2010;0.27079
13.02.2010;0.26565
14.02.2010;0.26542
15.02.2010;0.2639
16.02.2010;0.26284
17.02.2010;0.28413
18.02.2010;0.51219
19.02.2010;
20.02.2010;
21.02.2010;0.65405
22.02.2010;0.62158
23.02.2010;0.69439
24.02.2010;
25.02.2010;
26.02.2010;
27.02.2010;0.72633
28.02.2010;0.66779
1.03.2010;0.62201
2.03.2010;0.59708
3.03.2010;0.57822
4.03.2010;0.55037
5.03.2010;0.52716
6.03.2010;0.49789
7.03.2010;0.47383
8.03.2010;0.45312
9.03.2010;0.43561
10.03.2010;0.41885
11.03.2010;0.40245
12.03.2010;0.387
13.03.2010;0.37667
14.03.2010;0.38304
15.03.2010;0.40107
16.03.2010;0.41218
17.03.2010;0.41484
18.03.2010;0.42738
19.03.2010;0.43455
20.03.2010;0.44001
21.03.2010;0.45518
22.03.2010;0.45559
23.03.2010;0.4474
24.03.2010;0.43074
25.03.2010;0.41063
26.03.2010;0.39773
27.03.2010;0.39929
28.03.2010;0.37859
29.03.2010;0.3605
30.03.2010;0.3454
31.03.2010;0.33147
1.04.2010;0.32115
2.04.2010;0.30756
3.04.2010;0.29531
4.04.2010;0.28748
5.04.2010;0.31205
6.04.2010;0.35002
7.04.2010;0.32497
8.04.2010;0.30651
9.04.2010;0.29334
10.04.2010;0.28334
11.04.2010;0.28211
12.04.2010;0.30478
13.04.2010;0.36623
14.04.2010;0.39742
15.04.2010;0.38068
16.04.2010;0.35586
17.04.2010;0.33568
18.04.2010;0.32165
19.04.2010;0.31005
20.04.2010;0.299
21.04.2010;0.29348
22.04.2010;0.28812
23.04.2010;0.28556
24.04.2010;0.27932
25.04.2010;0.27106
26.04.2010;0.26394
27.04.2010;0.25687
28.04.2010;0.25006
29.04.2010;0.24339
30.04.2010;0.23542
1.05.2010;0.22998
2.05.2010;0.22638
3.05.2010;0.22208
4.05.2010;0.21867
5.05.2010;0.21518
6.05.2010;0.21123
7.05.2010;0.20874
8.05.2010;0.20738
9.05.2010;0.20487
10.05.2010;0.20031
11.05.2010;0.19631
12.05.2010;0.19596
13.05.2010;0.39303
14.05.2010;0.43583
15.05.2010;0.55894
16.05.2010;
17.05.2010;0.73179
18.05.2010;0.71181
19.05.2010;0.63517
20.05.2010;0.58103
21.05.2010;0.53928
22.05.2010;0.47989
23.05.2010;0.44983
24.05.2010;0.42175
25.05.2010;0.3972
26.05.2010;0.37624
27.05.2010;0.35869
28.05.2010;0.34543
29.05.2010;0.33305
30.05.2010;0.31799
31.05.2010;0.30654
1.06.2010;0.29668
2.06.2010;0.28699
3.06.2010;0.27798
4.06.2010;0.27088
5.06.2010;0.26333
6.06.2010;0.25884
7.06.2010;0.25181
8.06.2010;0.2442
9.06.2010;0.23938
10.06.2010;0.23396
11.06.2010;0.22869
