Region;Levant
18.07.2014;0.105533
18.07.2014;0.107832
18.07.2014;0.110154
18.07.2014;0.103257
18.07.2014;0.101005
18.07.2014;0.101005
18.07.2014;0.103257
18.07.2014;0.103257
18.07.2014;0.098777
18.07.2014;0.107832
18.07.2014;0.105533
18.07.2014;0.096573
18.07.2014;0.107832
18.07.2014;0.11487
18.07.2014;0.119679
18.07.2014;0.105533
18.07.2014;0.1125
18.07.2014;0.117263
18.07.2014;0.110154
18.07.2014;0.107832
18.07.2014;0.105533
18.07.2014;0.105533
18.07.2014;0.105533
18.07.2014;0.105533
18.07.2014;0.105533
18.07.2014;0.103257
18.07.2014;0.094392
18.07.2014;0.103257
18.07.2014;0.101005
18.07.2014;0.101005
18.07.2014;0.105533
18.07.2014;0.101005
18.07.2014;0.1125
18.07.2014;0.101005
18.07.2014;0.103257
18.07.2014;0.101005
18.07.2014;0.103257
18.07.2014;0.098777
18.07.2014;0.101005
18.07.2014;0.101005
18.07.2014;0.098777
18.07.2014;0.103257
18.07.2014;0.101005
18.07.2014;0.098777
18.07.2014;0.105533
18.07.2014;0.110154
18.07.2014;0.105533
18.07.2014;0.098777
18.07.2014;0.105533
18.07.2014;0.1125
18.07.2014;0.110154
19.07.2014;0.1125
19.07.2014;0.110154
19.07.2014;0.119679
19.07.2014;0.105533
19.07.2014;0.110154
19.07.2014;0.1125
19.07.2014;0.110154
19.07.2014;0.1125
19.07.2014;0.107832
19.07.2014;0.103257
19.07.2014;0.107832
19.07.2014;0.103257
19.07.2014;0.1125
19.07.2014;0.11487
19.07.2014;0.098777
19.07.2014;0.103257
19.07.2014;0.1125
19.07.2014;0.1125
19.07.2014;0.107832
19.07.2014;0.098777
19.07.2014;0.105533
19.07.2014;0.110154
19.07.2014;0.117263
19.07.2014;0.107832
19.07.2014;0.105533
19.07.2014;0.11487
19.07.2014;0.110154
19.07.2014;0.098777
19.07.2014;0.110154
19.07.2014;0.1125
19.07.2014;0.107832
19.07.2014;0.110154
19.07.2014;0.105533
19.07.2014;0.105533
19.07.2014;0.105533
19.07.2014;0.101005
19.07.2014;0.110154
19.07.2014;0.105533
19.07.2014;0.11487
19.07.2014;0.107832
19.07.2014;0.105533
19.07.2014;0.110154
19.07.2014;0.101005
19.07.2014;0.105533
19.07.2014;0.098777
19.07.2014;0.105533
19.07.2014;0.11487
19.07.2014;0.110154
19.07.2014;0.110154
19.07.2014;0.107832
19.07.2014;0.1125
19.07.2014;0.107832
19.07.2014;0.11487
19.07.2014;0.107832
19.07.2014;0.107832
19.07.2014;0.105533
19.07.2014;0.103257
19.07.2014;0.107832
19.07.2014;0.107832
19.07.2014;0.105533
19.07.2014;0.107832
19.07.2014;0.11487
19.07.2014;0.110154
19.07.2014;0.1125
19.07.2014;0.119679
19.07.2014;0.105533
19.07.2014;0.107832
19.07.2014;0.11487
19.07.2014;0.11487
19.07.2014;0.1125
19.07.2014;0.107832
19.07.2014;0.105533
20.07.2014;0.107832
20.07.2014;0.11487
20.07.2014;0.117263
20.07.2014;0.1125
20.07.2014;0.110154
20.07.2014;0.110154
20.07.2014;0.110154
20.07.2014;0.11487
20.07.2014;0.107832
20.07.2014;0.11487
20.07.2014;0.1125
20.07.2014;0.1125
20.07.2014;0.119679
20.07.2014;0.119679
20.07.2014;0.107832
20.07.2014;0.1125
20.07.2014;0.110154
20.07.2014;0.11487
20.07.2014;0.117263
20.07.2014;0.1125
20.07.2014;0.117263
20.07.2014;0.11487
20.07.2014;0.11487
20.07.2014;0.110154
20.07.2014;0.110154
20.07.2014;0.1125
20.07.2014;0.117263
20.07.2014;0.117263
20.07.2014;0.107832
20.07.2014;0.105533
20.07.2014;0.110154
20.07.2014;0.1125
20.07.2014;0.107832
20.07.2014;0.107832
20.07.2014;0.110154
20.07.2014;0.110154
20.07.2014;0.11487
20.07.2014;0.101005
20.07.2014;0.105533
20.07.2014;0.110154
20.07.2014;0.110154
20.07.2014;0.1125
20.07.2014;0.117263
20.07.2014;0.107832
20.07.2014;0.11487
20.07.2014;0.119679
20.07.2014;0.107832
20.07.2014;0.107832
20.07.2014;0.110154
20.07.2014;0.1125
20.07.2014;0.117263
20.07.2014;0.1125
20.07.2014;0.1125
20.07.2014;0.110154
20.07.2014;0.122119
20.07.2014;0.119679
20.07.2014;0.107832
20.07.2014;0.11487
20.07.2014;0.119679
20.07.2014;0.110154
20.07.2014;0.122119
20.07.2014;0.11487
20.07.2014;0.122119
20.07.2014;0.124582
20.07.2014;0.119679
20.07.2014;0.129579
20.07.2014;0.127069
20.07.2014;0.129579
20.07.2014;0.127069
20.07.2014;0.119679
20.07.2014;0.129579
20.07.2014;0.124582
21.07.2014;0.129579
21.07.2014;0.119679
21.07.2014;0.119679
21.07.2014;0.117263
21.07.2014;0.127069
21.07.2014;0.119679
21.07.2014;0.132113
21.07.2014;0.11487
21.07.2014;0.122119
21.07.2014;0.122119
21.07.2014;0.119679
21.07.2014;0.119679
21.07.2014;0.117263
21.07.2014;0.11487
21.07.2014;0.122119
21.07.2014;0.119679
21.07.2014;0.122119
21.07.2014;0.119679
21.07.2014;0.11487
21.07.2014;0.117263
21.07.2014;0.122119
21.07.2014;0.1125
21.07.2014;0.11487
21.07.2014;0.107832
21.07.2014;0.1125
21.07.2014;0.117263
21.07.2014;0.11487
21.07.2014;0.110154
21.07.2014;0.110154
21.07.2014;0.117263
21.07.2014;0.110154
21.07.2014;0.117263
21.07.2014;0.124582
21.07.2014;0.119679
21.07.2014;0.119679
21.07.2014;0.127069
21.07.2014;0.117263
21.07.2014;0.124582
21.07.2014;0.117263
21.07.2014;0.127069
21.07.2014;0.119679
21.07.2014;0.127069
21.07.2014;0.119679
21.07.2014;0.127069
21.07.2014;0.127069
21.07.2014;0.127069
21.07.2014;0.122119
21.07.2014;0.124582
21.07.2014;0.127069
21.07.2014;0.13725
21.07.2014;0.117263
21.07.2014;0.132113
21.07.2014;0.11487
21.07.2014;0.122119
21.07.2014;0.119679
21.07.2014;0.117263
21.07.2014;0.132113
21.07.2014;0.11487
21.07.2014;0.122119
21.07.2014;0.119679
21.07.2014;0.117263
21.07.2014;0.119679
21.07.2014;0.122119
21.07.2014;0.119679
21.07.2014;0.122119
21.07.2014;0.11487
21.07.2014;0.1125
21.07.2014;0.119679
21.07.2014;0.119679
21.07.2014;0.119679
21.07.2014;0.122119
21.07.2014;0.119679
22.07.2014;0.11487
22.07.2014;0.122119
22.07.2014;0.124582
22.07.2014;0.1125
22.07.2014;0.124582
22.07.2014;0.127069
22.07.2014;0.127069
22.07.2014;0.122119
22.07.2014;0.122119
22.07.2014;0.127069
22.07.2014;0.117263
22.07.2014;0.124582
22.07.2014;0.127069
22.07.2014;0.119679
22.07.2014;0.127069
22.07.2014;0.127069
22.07.2014;0.122119
22.07.2014;0.119679
22.07.2014;0.122119
22.07.2014;0.11487
22.07.2014;0.119679
22.07.2014;0.110154
22.07.2014;0.11487
22.07.2014;0.122119
22.07.2014;0.117263
22.07.2014;0.119679
22.07.2014;0.122119
22.07.2014;0.110154
22.07.2014;0.1125
22.07.2014;0.117263
22.07.2014;0.1125
22.07.2014;0.1125
22.07.2014;0.110154
22.07.2014;0.110154
22.07.2014;0.110154
22.07.2014;0.1125
22.07.2014;0.1125
22.07.2014;0.1125
22.07.2014;0.110154
22.07.2014;0.119679
22.07.2014;0.124582
22.07.2014;0.1125
22.07.2014;0.105533
22.07.2014;0.117263
22.07.2014;0.11487
22.07.2014;0.11487
22.07.2014;0.107832
22.07.2014;0.11487
22.07.2014;0.119679
22.07.2014;0.117263
22.07.2014;0.119679
22.07.2014;0.105533
22.07.2014;0.110154
22.07.2014;0.11487
22.07.2014;0.110154
22.07.2014;0.110154
22.07.2014;0.103257
22.07.2014;0.117263
22.07.2014;0.117263
22.07.2014;0.117263
22.07.2014;0.1125
22.07.2014;0.119679
22.07.2014;0.122119
22.07.2014;0.117263
22.07.2014;0.119679
22.07.2014;0.119679
22.07.2014;0.119679
22.07.2014;0.11487
22.07.2014;0.119679
22.07.2014;0.117263
22.07.2014;0.122119
22.07.2014;0.119679
23.07.2014;0.124582
23.07.2014;0.117263
23.07.2014;0.119679
23.07.2014;0.107832
23.07.2014;0.119679
23.07.2014;0.122119
23.07.2014;0.119679
23.07.2014;0.122119
23.07.2014;0.119679
23.07.2014;0.119679
23.07.2014;0.1125
23.07.2014;0.127069
23.07.2014;0.107832
23.07.2014;0.124582
23.07.2014;0.110154
23.07.2014;0.117263
23.07.2014;0.122119
23.07.2014;0.119679
23.07.2014;0.1125
23.07.2014;0.124582
23.07.2014;0.119679
23.07.2014;0.124582
23.07.2014;0.124582
23.07.2014;0.122119
23.07.2014;0.124582
23.07.2014;0.129579
23.07.2014;0.117263
23.07.2014;0.119679
23.07.2014;0.110154
23.07.2014;0.122119
23.07.2014;0.110154
23.07.2014;0.117263
23.07.2014;0.1125
23.07.2014;0.117263
23.07.2014;0.119679
23.07.2014;0.119679
23.07.2014;0.127069
23.07.2014;0.11487
23.07.2014;0.122119
23.07.2014;0.1125
23.07.2014;0.119679
23.07.2014;0.1125
23.07.2014;0.110154
23.07.2014;0.119679
23.07.2014;0.117263
23.07.2014;0.119679
23.07.2014;0.117263
23.07.2014;0.119679
23.07.2014;0.134669
23.07.2014;0.119679
23.07.2014;0.132113
23.07.2014;0.127069
23.07.2014;0.127069
23.07.2014;0.124582
23.07.2014;0.124582
23.07.2014;0.127069
23.07.2014;0.124582
23.07.2014;0.122119
23.07.2014;0.127069
23.07.2014;0.122119
23.07.2014;0.119679
23.07.2014;0.124582
23.07.2014;0.119679
23.07.2014;0.129579
23.07.2014;0.119679
23.07.2014;0.124582
23.07.2014;0.117263
23.07.2014;0.11487
23.07.2014;0.1125
23.07.2014;0.122119
23.07.2014;0.117263
23.07.2014;0.117263
24.07.2014;0.11487
24.07.2014;0.1125
24.07.2014;0.119679
24.07.2014;0.117263
24.07.2014;0.1125
24.07.2014;0.11487
24.07.2014;0.119679
24.07.2014;0.119679
24.07.2014;0.122119
24.07.2014;0.105533
24.07.2014;0.129579
24.07.2014;0.129579
24.07.2014;0.119679
24.07.2014;0.124582
24.07.2014;0.129579
24.07.2014;0.129579
24.07.2014;0.132113
24.07.2014;0.119679
24.07.2014;0.117263
24.07.2014;0.127069
24.07.2014;0.127069
24.07.2014;0.124582
24.07.2014;0.119679
24.07.2014;0.122119
24.07.2014;0.119679
24.07.2014;0.11487
24.07.2014;0.119679
24.07.2014;0.11487
24.07.2014;0.1125
24.07.2014;0.107832
24.07.2014;0.11487
24.07.2014;0.107832
24.07.2014;0.11487
24.07.2014;0.110154
24.07.2014;0.11487
24.07.2014;0.119679
24.07.2014;0.110154
24.07.2014;0.119679
24.07.2014;0.122119
24.07.2014;0.1125
24.07.2014;0.122119
24.07.2014;0.110154
24.07.2014;0.1125
24.07.2014;0.107832
24.07.2014;0.122119
24.07.2014;0.117263
24.07.2014;0.122119
24.07.2014;0.11487
24.07.2014;0.124582
24.07.2014;0.11487
24.07.2014;0.11487
24.07.2014;0.1125
24.07.2014;0.117263
24.07.2014;0.117263
24.07.2014;0.107832
24.07.2014;0.1125
24.07.2014;0.110154
24.07.2014;0.117263
24.07.2014;0.11487
24.07.2014;0.11487
24.07.2014;0.11487
24.07.2014;0.117263
24.07.2014;0.122119
24.07.2014;0.119679
24.07.2014;0.117263
24.07.2014;0.117263
24.07.2014;0.11487
24.07.2014;0.110154
24.07.2014;0.124582
24.07.2014;0.122119
24.07.2014;0.117263
24.07.2014;0.117263
25.07.2014;0.11487
25.07.2014;0.122119
25.07.2014;0.119679
25.07.2014;0.119679
25.07.2014;0.122119
25.07.2014;0.1125
25.07.2014;0.134669
25.07.2014;0.119679
25.07.2014;0.1125
25.07.2014;0.119679
25.07.2014;0.110154
25.07.2014;0.119679
25.07.2014;0.127069
25.07.2014;0.122119
25.07.2014;0.119679
25.07.2014;0.124582
25.07.2014;0.119679
25.07.2014;0.117263
25.07.2014;0.11487
25.07.2014;0.119679
25.07.2014;0.119679
25.07.2014;0.11487
25.07.2014;0.122119
25.07.2014;0.11487
25.07.2014;0.11487
25.07.2014;0.117263
25.07.2014;0.117263
25.07.2014;0.105533
25.07.2014;0.117263
25.07.2014;0.122119
25.07.2014;0.1125
25.07.2014;0.119679
25.07.2014;0.119679
25.07.2014;0.1125
25.07.2014;0.117263
25.07.2014;0.124582
25.07.2014;0.122119
25.07.2014;0.122119
25.07.2014;0.117263
25.07.2014;0.1125
25.07.2014;0.124582
25.07.2014;0.117263
25.07.2014;0.117263
25.07.2014;0.129579
25.07.2014;0.119679
25.07.2014;0.127069
25.07.2014;0.119679
25.07.2014;0.119679
25.07.2014;0.117263
25.07.2014;0.124582
25.07.2014;0.119679
25.07.2014;0.124582
25.07.2014;0.124582
25.07.2014;0.132113
25.07.2014;0.122119
25.07.2014;0.117263
25.07.2014;0.117263
25.07.2014;0.117263
25.07.2014;0.119679
25.07.2014;0.117263
25.07.2014;0.127069
25.07.2014;0.122119
25.07.2014;0.11487
25.07.2014;0.119679
25.07.2014;0.122119
25.07.2014;0.119679
25.07.2014;0.132113
25.07.2014;0.119679
25.07.2014;0.11487
25.07.2014;0.1125
25.07.2014;0.117263
25.07.2014;0.127069
26.07.2014;0.11487
26.07.2014;0.11487
26.07.2014;0.11487
26.07.2014;0.119679
26.07.2014;0.117263
26.07.2014;0.119679
26.07.2014;0.124582
26.07.2014;0.119679
26.07.2014;0.124582
26.07.2014;0.127069
26.07.2014;0.127069
26.07.2014;0.129579
26.07.2014;0.11487
26.07.2014;0.117263
26.07.2014;0.122119
26.07.2014;0.127069
26.07.2014;0.122119
26.07.2014;0.122119
26.07.2014;0.122119
26.07.2014;0.119679
26.07.2014;0.127069
26.07.2014;0.117263
26.07.2014;0.119679
26.07.2014;0.119679
26.07.2014;0.119679
26.07.2014;0.107832
26.07.2014;0.122119
26.07.2014;0.11487
26.07.2014;0.11487
26.07.2014;0.107832
26.07.2014;0.1125
26.07.2014;0.107832
26.07.2014;0.103257
26.07.2014;0.105533
26.07.2014;0.107832
26.07.2014;0.11487
26.07.2014;0.119679
26.07.2014;0.11487
26.07.2014;0.110154
26.07.2014;0.103257
26.07.2014;0.11487
26.07.2014;0.119679
26.07.2014;0.127069
26.07.2014;0.117263
26.07.2014;0.117263
26.07.2014;0.129579
26.07.2014;0.107832
26.07.2014;0.11487
26.07.2014;0.110154
26.07.2014;0.105533
26.07.2014;0.103257
26.07.2014;0.105533
26.07.2014;0.103257
26.07.2014;0.105533
26.07.2014;0.110154
26.07.2014;0.110154
26.07.2014;0.105533
26.07.2014;0.11487
26.07.2014;0.11487
26.07.2014;0.119679
26.07.2014;0.1125
26.07.2014;0.11487
26.07.2014;0.117263
26.07.2014;0.117263
26.07.2014;0.117263
26.07.2014;0.11487
26.07.2014;0.110154
26.07.2014;0.119679
26.07.2014;0.122119
26.07.2014;0.119679
26.07.2014;0.11487
26.07.2014;0.119679
27.07.2014;0.117263
27.07.2014;0.117263
27.07.2014;0.11487
27.07.2014;0.127069
27.07.2014;0.119679
27.07.2014;0.119679
27.07.2014;0.119679
27.07.2014;0.122119
27.07.2014;0.119679
27.07.2014;0.124582
27.07.2014;0.119679
27.07.2014;0.122119
27.07.2014;0.11487
27.07.2014;0.117263
27.07.2014;0.132113
27.07.2014;0.117263
27.07.2014;0.119679
27.07.2014;0.110154
27.07.2014;0.117263
27.07.2014;0.129579
27.07.2014;0.127069
27.07.2014;0.124582
27.07.2014;0.127069
27.07.2014;0.129579
27.07.2014;0.124582
27.07.2014;0.122119
27.07.2014;0.119679
27.07.2014;0.119679
27.07.2014;0.124582
27.07.2014;0.119679
27.07.2014;0.11487
27.07.2014;0.119679
27.07.2014;0.117263
27.07.2014;0.119679
27.07.2014;0.127069
27.07.2014;0.119679
27.07.2014;0.122119
27.07.2014;0.117263
27.07.2014;0.122119
27.07.2014;0.11487
27.07.2014;0.117263
27.07.2014;0.1125
27.07.2014;0.117263
27.07.2014;0.122119
27.07.2014;0.119679
27.07.2014;0.117263
27.07.2014;0.11487
27.07.2014;0.119679
27.07.2014;0.11487
27.07.2014;0.110154
27.07.2014;0.122119
27.07.2014;0.11487
27.07.2014;0.11487
27.07.2014;0.119679
27.07.2014;0.117263
27.07.2014;0.119679
27.07.2014;0.124582
27.07.2014;0.122119
27.07.2014;0.11487
27.07.2014;0.119679
27.07.2014;0.119679
27.07.2014;0.11487
27.07.2014;0.117263
27.07.2014;0.119679
27.07.2014;0.129579
27.07.2014;0.127069
27.07.2014;0.117263
27.07.2014;0.117263
27.07.2014;0.122119
27.07.2014;0.117263
27.07.2014;0.117263
27.07.2014;0.11487
28.07.2014;0.119679
28.07.2014;0.119679
28.07.2014;0.119679
28.07.2014;0.127069
28.07.2014;0.119679
28.07.2014;0.124582
28.07.2014;0.122119
28.07.2014;0.122119
28.07.2014;0.122119
28.07.2014;0.127069
28.07.2014;0.122119
28.07.2014;0.117263
28.07.2014;0.119679
28.07.2014;0.122119
28.07.2014;0.119679
28.07.2014;0.119679
28.07.2014;0.132113
28.07.2014;0.132113
28.07.2014;0.124582
28.07.2014;0.119679
28.07.2014;0.122119
28.07.2014;0.127069
28.07.2014;0.117263
28.07.2014;0.117263
28.07.2014;0.122119
28.07.2014;0.122119
28.07.2014;0.117263
28.07.2014;0.127069
28.07.2014;0.119679
28.07.2014;0.119679
28.07.2014;0.122119
28.07.2014;0.119679
28.07.2014;0.1125
28.07.2014;0.122119
28.07.2014;0.1125
28.07.2014;0.122119
28.07.2014;0.124582
28.07.2014;0.11487
28.07.2014;0.11487
28.07.2014;0.119679
28.07.2014;0.1125
28.07.2014;0.107832
28.07.2014;0.110154
28.07.2014;0.122119
28.07.2014;0.122119
28.07.2014;0.117263
28.07.2014;0.110154
28.07.2014;0.1125
28.07.2014;0.117263
28.07.2014;0.119679
28.07.2014;0.117263
28.07.2014;0.117263
28.07.2014;0.11487
28.07.2014;0.122119
28.07.2014;0.1125
28.07.2014;0.11487
28.07.2014;0.119679
28.07.2014;0.117263
28.07.2014;0.119679
28.07.2014;0.129579
28.07.2014;0.119679
28.07.2014;0.1125
28.07.2014;0.124582
28.07.2014;0.122119
28.07.2014;0.117263
28.07.2014;0.127069
28.07.2014;0.11487
28.07.2014;0.11487
28.07.2014;0.119679
28.07.2014;0.124582
28.07.2014;0.119679
28.07.2014;0.119679
29.07.2014;0.122119
29.07.2014;0.119679
29.07.2014;0.117263
29.07.2014;0.119679
29.07.2014;0.119679
29.07.2014;0.119679
29.07.2014;0.1125
29.07.2014;0.107832
29.07.2014;0.117263
29.07.2014;0.1125
29.07.2014;0.1125
29.07.2014;0.1125
29.07.2014;0.110154
29.07.2014;0.1125
29.07.2014;0.117263
29.07.2014;0.122119
29.07.2014;0.117263
29.07.2014;0.117263
29.07.2014;0.117263
29.07.2014;0.11487
29.07.2014;0.119679
29.07.2014;0.119679
29.07.2014;0.11487
29.07.2014;0.1125
29.07.2014;0.107832
29.07.2014;0.11487
29.07.2014;0.107832
29.07.2014;0.105533
29.07.2014;0.11487
29.07.2014;0.1125
29.07.2014;0.122119
29.07.2014;0.11487
29.07.2014;0.124582
29.07.2014;0.122119
29.07.2014;0.124582
29.07.2014;0.124582
29.07.2014;0.124582
29.07.2014;0.11487
29.07.2014;0.107832
29.07.2014;0.119679
29.07.2014;0.129579
29.07.2014;0.117263
29.07.2014;0.117263
29.07.2014;0.122119
29.07.2014;0.124582
29.07.2014;0.117263
29.07.2014;0.11487
29.07.2014;0.1125
29.07.2014;0.119679
29.07.2014;0.117263
29.07.2014;0.122119
29.07.2014;0.11487
29.07.2014;0.124582
29.07.2014;0.132113
29.07.2014;0.129579
29.07.2014;0.11487
29.07.2014;0.129579
29.07.2014;0.122119
29.07.2014;0.122119
29.07.2014;0.122119
29.07.2014;0.122119
29.07.2014;0.117263
29.07.2014;0.117263
29.07.2014;0.107832
29.07.2014;0.110154
29.07.2014;0.11487
29.07.2014;0.11487
29.07.2014;0.11487
29.07.2014;0.1125
29.07.2014;0.11487
29.07.2014;0.127069
29.07.2014;0.117263
30.07.2014;0.124582
30.07.2014;0.1125
30.07.2014;0.1125
30.07.2014;0.119679
30.07.2014;0.1125
30.07.2014;0.117263
30.07.2014;0.11487
30.07.2014;0.122119
30.07.2014;0.117263
30.07.2014;0.107832
30.07.2014;0.1125
30.07.2014;0.105533
30.07.2014;0.1125
30.07.2014;0.122119
30.07.2014;0.107832
30.07.2014;0.11487
30.07.2014;0.122119
30.07.2014;0.11487
30.07.2014;0.119679
30.07.2014;0.1125
30.07.2014;0.11487
30.07.2014;0.1125
30.07.2014;0.1125
30.07.2014;0.110154
30.07.2014;0.11487
30.07.2014;0.1125
30.07.2014;0.119679
30.07.2014;0.105533
30.07.2014;0.11487
30.07.2014;0.117263
30.07.2014;0.107832
30.07.2014;0.11487
30.07.2014;0.11487
30.07.2014;0.117263
30.07.2014;0.110154
30.07.2014;0.110154
30.07.2014;0.117263
30.07.2014;0.119679
30.07.2014;0.11487
30.07.2014;0.11487
30.07.2014;0.1125
30.07.2014;0.107832
30.07.2014;0.119679
30.07.2014;0.119679
30.07.2014;0.11487
30.07.2014;0.11487
30.07.2014;0.11487
30.07.2014;0.117263
30.07.2014;0.119679
30.07.2014;0.107832
30.07.2014;0.119679
30.07.2014;0.11487
30.07.2014;0.110154
30.07.2014;0.11487
30.07.2014;0.119679
30.07.2014;0.1125
30.07.2014;0.1125
30.07.2014;0.1125
30.07.2014;0.11487
30.07.2014;0.119679
30.07.2014;0.119679
30.07.2014;0.119679
30.07.2014;0.11487
30.07.2014;0.129579
30.07.2014;0.124582
30.07.2014;0.110154
30.07.2014;0.119679
30.07.2014;0.122119
30.07.2014;0.11487
30.07.2014;0.122119
30.07.2014;0.117263
30.07.2014;0.117263
31.07.2014;0.119679
31.07.2014;0.117263
31.07.2014;0.1125
31.07.2014;0.122119
31.07.2014;0.119679
31.07.2014;0.124582
31.07.2014;0.119679
31.07.2014;0.119679
31.07.2014;0.122119
31.07.2014;0.117263
31.07.2014;0.124582
31.07.2014;0.117263
31.07.2014;0.122119
31.07.2014;0.119679
31.07.2014;0.117263
31.07.2014;0.110154
31.07.2014;0.117263
31.07.2014;0.1125
31.07.2014;0.11487
31.07.2014;0.117263
31.07.2014;0.117263
31.07.2014;0.11487
31.07.2014;0.110154
31.07.2014;0.127069
31.07.2014;0.1125
31.07.2014;0.122119
31.07.2014;0.124582
31.07.2014;0.110154
31.07.2014;0.122119
31.07.2014;0.122119
31.07.2014;0.11487
31.07.2014;0.117263
31.07.2014;0.119679
31.07.2014;0.119679
31.07.2014;0.1125
31.07.2014;0.119679
31.07.2014;0.127069
31.07.2014;0.119679
31.07.2014;0.117263
31.07.2014;0.124582
31.07.2014;0.124582
31.07.2014;0.124582
31.07.2014;0.119679
31.07.2014;0.117263
31.07.2014;0.119679
31.07.2014;0.124582
31.07.2014;0.122119
31.07.2014;0.124582
31.07.2014;0.119679
31.07.2014;0.122119
31.07.2014;0.11487
31.07.2014;0.122119
31.07.2014;0.11487
31.07.2014;0.127069
31.07.2014;0.124582
