Region;Pyrenees
2019-11-29T00:00:00.000Z;2.09
2019-11-30T00:00:00.000Z;2.15
2019-12-01T00:00:00.000Z;2.15
2019-12-02T00:00:00.000Z;2.05
2019-12-03T00:00:00.000Z;1.89
2019-12-04T00:00:00.000Z;1.78
2019-12-05T00:00:00.000Z;1.72
2019-12-06T00:00:00.000Z;1.71
2019-12-07T00:00:00.000Z;1.67
2019-12-08T00:00:00.000Z;1.58
2019-12-09T00:00:00.000Z;1.56
2019-12-10T00:00:00.000Z;2.34
2019-12-11T00:00:00.000Z;2.49
2019-12-12T00:00:00.000Z;2.63
2019-12-13T00:00:00.000Z;9.88
2019-12-14T00:00:00.000Z;12
2019-12-15T00:00:00.000Z;7.91
2019-12-16T00:00:00.000Z;5.97
2019-12-17T00:00:00.000Z;5.15
2019-12-18T00:00:00.000Z;4.63
2019-12-19T00:00:00.000Z;4.3
2019-12-20T00:00:00.000Z;4.11
2019-12-21T00:00:00.000Z;4.02
2019-12-22T00:00:00.000Z;4.88
2019-12-23T00:00:00.000Z;4.42
2019-12-24T00:00:00.000Z;4.11
2019-12-25T00:00:00.000Z;3.95
2019-12-26T00:00:00.000Z;3.82
2019-12-27T00:00:00.000Z;3.64
2019-12-28T00:00:00.000Z;3.47
2019-12-29T00:00:00.000Z;3.29
2019-12-30T00:00:00.000Z;3.09
2019-12-31T00:00:00.000Z;2.9
2020-01-01T00:00:00.000Z;2.75
2020-01-02T00:00:00.000Z;2.62
2020-01-03T00:00:00.000Z;2.5
2020-01-04T00:00:00.000Z;2.38
2020-01-05T00:00:00.000Z;2.3
2020-01-06T00:00:00.000Z;2.25
2020-01-07T00:00:00.000Z;2.16
2020-01-08T00:00:00.000Z;2.05
2020-01-09T00:00:00.000Z;1.98
2020-01-10T00:00:00.000Z;1.91
2020-01-11T00:00:00.000Z;1.82
2020-01-12T00:00:00.000Z;1.74
2020-01-13T00:00:00.000Z;1.68
2020-01-14T00:00:00.000Z;1.63
2020-01-15T00:00:00.000Z;1.58
2020-01-16T00:00:00.000Z;1.52
2020-01-17T00:00:00.000Z;1.46
2020-01-18T00:00:00.000Z;1.42
2020-01-19T00:00:00.000Z;1.39
2020-01-20T00:00:00.000Z;1.34
2020-01-21T00:00:00.000Z;1.29
2020-01-22T00:00:00.000Z;7.9
2020-01-23T00:00:00.000Z;12.6
2020-01-24T00:00:00.000Z;9.45
2020-01-25T00:00:00.000Z;5.16
2020-01-26T00:00:00.000Z;4.25
2020-01-27T00:00:00.000Z;3.64
2020-01-28T00:00:00.000Z;3.28
2020-01-29T00:00:00.000Z;2.98
2020-01-30T00:00:00.000Z;2.76
2020-01-31T00:00:00.000Z;2.62
2020-02-01T00:00:00.000Z;2.58
2020-02-02T00:00:00.000Z;2.57
2020-02-03T00:00:00.000Z;2.55
2020-02-04T00:00:00.000Z;2.5
2020-02-05T00:00:00.000Z;2.49
2020-02-06T00:00:00.000Z;2.44
2020-02-07T00:00:00.000Z;2.36
2020-02-08T00:00:00.000Z;2.29
2020-02-09T00:00:00.000Z;2.22
2020-02-10T00:00:00.000Z;2.13
2020-02-11T00:00:00.000Z;2.05
2020-02-12T00:00:00.000Z;1.98
2020-02-13T00:00:00.000Z;1.95
2020-02-14T00:00:00.000Z;1.88
2020-02-15T00:00:00.000Z;1.85
2020-02-16T00:00:00.000Z;1.8
2020-02-17T00:00:00.000Z;1.75
2020-02-18T00:00:00.000Z;1.75
2020-02-19T00:00:00.000Z;1.75
2020-02-20T00:00:00.000Z;1.71
2020-02-21T00:00:00.000Z;1.62
2020-02-22T00:00:00.000Z;1.54
2020-02-23T00:00:00.000Z;1.46
2020-02-24T00:00:00.000Z;1.4
2020-02-25T00:00:00.000Z;1.37
2020-02-26T00:00:00.000Z;1.37
2020-02-27T00:00:00.000Z;1.36
2020-02-28T00:00:00.000Z;1.73
2020-02-29T00:00:00.000Z;2.2
2020-03-01T00:00:00.000Z;2.16
2020-03-02T00:00:00.000Z;2.11
2020-03-03T00:00:00.000Z;2.93
2020-03-04T00:00:00.000Z;4.78
2020-03-05T00:00:00.000Z;4.71
2020-03-06T00:00:00.000Z;5.05
2020-03-07T00:00:00.000Z;4.61
2020-03-08T00:00:00.000Z;5
2020-03-09T00:00:00.000Z;5.03
2020-03-10T00:00:00.000Z;4.59
2020-03-11T00:00:00.000Z;4.06
2020-03-12T00:00:00.000Z;3.93
2020-03-13T00:00:00.000Z;3.92
2020-03-14T00:00:00.000Z;3.96
2020-03-15T00:00:00.000Z;3.94
2020-03-16T00:00:00.000Z;3.87
2020-03-17T00:00:00.000Z;3.73
2020-03-18T00:00:00.000Z;3.56
2020-03-19T00:00:00.000Z;3.47
2020-03-20T00:00:00.000Z;3.36
2020-03-21T00:00:00.000Z;3.21
2020-03-22T00:00:00.000Z;3.05
2020-03-23T00:00:00.000Z;2.88
2020-03-24T00:00:00.000Z;2.73
2020-03-25T00:00:00.000Z;2.61
2020-03-26T00:00:00.000Z;2.51
2020-03-27T00:00:00.000Z;2.41
2020-03-28T00:00:00.000Z;2.33
2020-03-29T00:00:00.000Z;2.26
2020-03-30T00:00:00.000Z;2.2
2020-03-31T00:00:00.000Z;2.12
2020-04-01T00:00:00.000Z;2.07
2020-04-02T00:00:00.000Z;2.01
2020-04-03T00:00:00.000Z;1.95
2020-04-04T00:00:00.000Z;1.88
2020-04-05T00:00:00.000Z;1.82
2020-04-06T00:00:00.000Z;1.77
2020-04-07T00:00:00.000Z;1.72
2020-04-08T00:00:00.000Z;1.7
2020-04-09T00:00:00.000Z;1.68
2020-04-10T00:00:00.000Z;1.65
2020-04-11T00:00:00.000Z;1.63
2020-04-12T00:00:00.000Z;1.6
2020-04-13T00:00:00.000Z;1.58
2020-04-14T00:00:00.000Z;1.53
2020-04-15T00:00:00.000Z;1.48
2020-04-16T00:00:00.000Z;1.44
2020-04-17T00:00:00.000Z;1.4
2020-04-18T00:00:00.000Z;1.37
2020-04-19T00:00:00.000Z;1.35
2020-04-20T00:00:00.000Z;2.56
2020-04-21T00:00:00.000Z;4.64
2020-04-22T00:00:00.000Z;6.25
2020-04-23T00:00:00.000Z;4.96
2020-04-24T00:00:00.000Z;3.96
2020-04-25T00:00:00.000Z;3.47
2021-10-17T00:00:00.000Z;0.519
2021-10-18T00:00:00.000Z;0.499
2021-10-19T00:00:00.000Z;0.483
2021-10-20T00:00:00.000Z;0.491
2021-10-21T00:00:00.000Z;0.505
2021-10-22T00:00:00.000Z;0.526
2021-10-23T00:00:00.000Z;0.556
2021-10-24T00:00:00.000Z;0.544
2021-10-25T00:00:00.000Z;0.529
2021-10-26T00:00:00.000Z;0.527
2021-10-27T00:00:00.000Z;0.547
2021-10-28T00:00:00.000Z;0.599
2021-10-29T00:00:00.000Z;0.613
2021-10-30T00:00:00.000Z;0.613
2021-10-31T00:00:00.000Z;0.609
2021-11-01T00:00:00.000Z;0.578
2021-11-02T00:00:00.000Z;0.575
2021-11-03T00:00:00.000Z;0.569
2021-11-04T00:00:00.000Z;0.572
2021-11-05T00:00:00.000Z;0.554
2021-11-06T00:00:00.000Z;0.584
2021-11-07T00:00:00.000Z;0.583
2021-11-08T00:00:00.000Z;0.577
2021-11-09T00:00:00.000Z;0.571
2021-11-10T00:00:00.000Z;0.609
2021-11-11T00:00:00.000Z;2.29
2021-11-12T00:00:00.000Z;2.47
2021-11-13T00:00:00.000Z;1.47
2021-11-14T00:00:00.000Z;2.74
2021-11-15T00:00:00.000Z;5.17
2021-11-16T00:00:00.000Z;3.66
2021-11-17T00:00:00.000Z;2.34
2021-11-18T00:00:00.000Z;1.72
2021-11-19T00:00:00.000Z;1.39
2021-11-20T00:00:00.000Z;1.35
2021-11-21T00:00:00.000Z;1.22
2021-11-22T00:00:00.000Z;1.15
2021-11-23T00:00:00.000Z;1.08
2021-11-24T00:00:00.000Z;1.08
2021-11-25T00:00:00.000Z;2.08
2021-11-26T00:00:00.000Z;2.28
2021-11-27T00:00:00.000Z;1.94
2021-11-28T00:00:00.000Z;1.54
2021-11-29T00:00:00.000Z;1.41
2021-11-30T00:00:00.000Z;1.42
2021-12-01T00:00:00.000Z;1.52
2021-12-02T00:00:00.000Z;1.77
2021-12-03T00:00:00.000Z;1.76
2021-12-04T00:00:00.000Z;2.15
2021-12-05T00:00:00.000Z;2.42
2021-12-06T00:00:00.000Z;1.97
2021-12-07T00:00:00.000Z;2.18
2021-12-08T00:00:00.000Z;2.73
2021-12-09T00:00:00.000Z;2.61
2021-12-10T00:00:00.000Z;8.15
2021-12-11T00:00:00.000Z;10.6
2021-12-12T00:00:00.000Z;6.37
2021-12-13T00:00:00.000Z;4.43
2021-12-14T00:00:00.000Z;3.76
2021-12-15T00:00:00.000Z;3.36
2021-12-16T00:00:00.000Z;3.15
2021-12-17T00:00:00.000Z;2.96
2021-12-18T00:00:00.000Z;2.8
2021-12-19T00:00:00.000Z;2.65
2021-12-20T00:00:00.000Z;2.49
2021-12-21T00:00:00.000Z;2.37
2021-12-22T00:00:00.000Z;2.28
2021-12-23T00:00:00.000Z;2.26
2021-12-24T00:00:00.000Z;2.28
2021-12-25T00:00:00.000Z;2.28
2021-12-26T00:00:00.000Z;2.27
2021-12-27T00:00:00.000Z;2.28
2021-12-28T00:00:00.000Z;2.68
2021-12-29T00:00:00.000Z;3.56
2021-12-30T00:00:00.000Z;4.42
2021-12-31T00:00:00.000Z;4.12
2022-01-01T00:00:00.000Z;3.79
2022-01-02T00:00:00.000Z;3.62
2022-01-03T00:00:00.000Z;3.48
2022-01-04T00:00:00.000Z;3.34
2022-01-05T00:00:00.000Z;3.2
2022-01-06T00:00:00.000Z;3.02
2022-01-07T00:00:00.000Z;2.8
2022-01-08T00:00:00.000Z;2.6
2022-01-09T00:00:00.000Z;4.18
2022-01-10T00:00:00.000Z;11.4
2022-01-11T00:00:00.000Z;11.8
2022-01-12T00:00:00.000Z;7.47
2022-01-13T00:00:00.000Z;5.28
2022-01-14T00:00:00.000Z;4.51
2022-01-15T00:00:00.000Z;4.05
2022-01-16T00:00:00.000Z;3.85
2022-01-17T00:00:00.000Z;3.65
2022-01-18T00:00:00.000Z;3.46
2022-01-19T00:00:00.000Z;3.28
2022-01-20T00:00:00.000Z;3.09
2022-01-21T00:00:00.000Z;2.98
2022-01-22T00:00:00.000Z;2.85
2022-01-23T00:00:00.000Z;2.69
2022-01-24T00:00:00.000Z;2.55
2022-01-25T00:00:00.000Z;2.43
2022-01-26T00:00:00.000Z;2.33
2022-01-27T00:00:00.000Z;6.65
2022-01-28T00:00:00.000Z;13.6
2022-01-29T00:00:00.000Z;12.6
2022-01-30T00:00:00.000Z;13.1
2022-01-31T00:00:00.000Z;12
2022-02-01T00:00:00.000Z;11.9
2022-02-02T00:00:00.000Z;11.6
2022-02-03T00:00:00.000Z;11.6
2022-02-04T00:00:00.000Z;10.8
2022-02-05T00:00:00.000Z;10.9
2022-02-06T00:00:00.000Z;12.5
2022-02-07T00:00:00.000Z;11.6
2022-02-08T00:00:00.000Z;12.2
2022-02-09T00:00:00.000Z;13.1
2022-02-10T00:00:00.000Z;13.3
2022-02-11T00:00:00.000Z;13.1
2022-02-12T00:00:00.000Z;13.2
2022-02-13T00:00:00.000Z;13.3
2022-02-14T00:00:00.000Z;13
2022-02-15T00:00:00.000Z;12.7
2022-02-16T00:00:00.000Z;12.1
2022-02-17T00:00:00.000Z;12.3
2022-02-18T00:00:00.000Z;13.5
2022-02-21T00:00:00.000Z;14.6
2022-02-22T00:00:00.000Z;14.7
2022-02-24T00:00:00.000Z;14.5
2022-02-25T00:00:00.000Z;14.7
2022-02-26T00:00:00.000Z;14.8
2022-02-27T00:00:00.000Z;14
2022-02-28T00:00:00.000Z;13.6
2022-03-01T00:00:00.000Z;14.4
2022-03-02T00:00:00.000Z;14.2
2022-03-03T00:00:00.000Z;13.6
2022-03-04T00:00:00.000Z;14
2022-03-05T00:00:00.000Z;13.9
2022-03-06T00:00:00.000Z;14.1
2022-03-07T00:00:00.000Z;14.1
2022-03-08T00:00:00.000Z;14
2022-03-09T00:00:00.000Z;14.2
2022-03-10T00:00:00.000Z;14.5
2022-03-11T00:00:00.000Z;13.8
2022-03-12T00:00:00.000Z;14.4
2022-03-13T00:00:00.000Z;15.1
2022-03-14T00:00:00.000Z;13.9
2022-03-15T00:00:00.000Z;12.8
2022-03-16T00:00:00.000Z;13.2
2022-03-17T00:00:00.000Z;13.3
2022-03-26T00:00:00.000Z;13.5
2022-03-27T00:00:00.000Z;12.8
2022-03-28T00:00:00.000Z;11
2022-03-29T00:00:00.000Z;8.88
2022-03-30T00:00:00.000Z;8.71
2022-03-31T00:00:00.000Z;10.4
2022-04-01T00:00:00.000Z;11.7
2022-04-02T00:00:00.000Z;11.9
2022-04-03T00:00:00.000Z;10.1
2022-04-04T00:00:00.000Z;9.39
2022-04-05T00:00:00.000Z;10.3
2022-04-06T00:00:00.000Z;10.6
2022-04-07T00:00:00.000Z;10.1
2022-04-08T00:00:00.000Z;10.2
2022-04-09T00:00:00.000Z;11.3
2022-04-10T00:00:00.000Z;11.7
2022-04-11T00:00:00.000Z;12.2
2022-04-12T00:00:00.000Z;11.6
2022-04-13T00:00:00.000Z;11.6
2022-04-14T00:00:00.000Z;11.1
2022-04-15T00:00:00.000Z;11.1
2022-04-16T00:00:00.000Z;11
2022-04-17T00:00:00.000Z;11.1
2022-04-18T00:00:00.000Z;11.3
2022-04-19T00:00:00.000Z;11.1
2022-04-20T00:00:00.000Z;11.5
2022-04-21T00:00:00.000Z;12.8
2022-04-22T00:00:00.000Z;12.6
2022-04-23T00:00:00.000Z;12.5
2022-04-24T00:00:00.000Z;12.9
2022-04-25T00:00:00.000Z;13.2
2022-04-26T00:00:00.000Z;12.8
2022-04-27T00:00:00.000Z;11.7
2022-04-28T00:00:00.000Z;10.9
2022-04-29T00:00:00.000Z;10.5
2022-04-30T00:00:00.000Z;10.9
2022-05-01T00:00:00.000Z;11
2022-05-02T00:00:00.000Z;10.6
2022-05-03T00:00:00.000Z;10.6
2022-05-04T00:00:00.000Z;11.7
2022-05-05T00:00:00.000Z;11.6
2022-05-06T00:00:00.000Z;11.4
2022-05-07T00:00:00.000Z;11.2
2022-05-08T00:00:00.000Z;11.2
2022-05-09T00:00:00.000Z;10.7
2022-05-10T00:00:00.000Z;10.2
2022-05-11T00:00:00.000Z;9.99
2022-05-12T00:00:00.000Z;10.8
2022-05-13T00:00:00.000Z;10.9
2022-05-14T00:00:00.000Z;10.8
2022-05-15T00:00:00.000Z;10.7
2022-05-16T00:00:00.000Z;10.5
2022-05-17T00:00:00.000Z;10.1
2022-05-18T00:00:00.000Z;9.51
2022-05-19T00:00:00.000Z;8.3
2022-05-20T00:00:00.000Z;8.05
2022-05-21T00:00:00.000Z;7.84
2022-05-22T00:00:00.000Z;7.89
2022-05-23T00:00:00.000Z;8.42
2022-05-24T00:00:00.000Z;9.09
2022-05-25T00:00:00.000Z;9.36
2022-05-26T00:00:00.000Z;8.98
2022-05-27T00:00:00.000Z;8.5
2022-05-28T00:00:00.000Z;8.4
2022-05-29T00:00:00.000Z;8.75
2022-05-30T00:00:00.000Z;7.94
2022-05-31T00:00:00.000Z;7.29
2022-06-01T00:00:00.000Z;7.13
2022-06-02T00:00:00.000Z;7.54
2022-06-03T00:00:00.000Z;7.03
2022-06-04T00:00:00.000Z;7.15
2022-06-05T00:00:00.000Z;7.41
2022-06-06T00:00:00.000Z;7.47
2022-06-07T00:00:00.000Z;7.5
2022-06-08T00:00:00.000Z;7.49
2022-06-09T00:00:00.000Z;7.83
2022-06-10T00:00:00.000Z;8.08
2022-06-11T00:00:00.000Z;8.1
2022-06-12T00:00:00.000Z;8.05
2022-06-13T00:00:00.000Z;7.54
2022-06-14T00:00:00.000Z;7.3
2022-06-15T00:00:00.000Z;7.15
2022-06-16T00:00:00.000Z;7.62
2022-06-17T00:00:00.000Z;3.45
2022-06-18T00:00:00.000Z;0.966
2022-06-19T00:00:00.000Z;0.946
2022-06-20T00:00:00.000Z;0.944
2022-06-21T00:00:00.000Z;0.919
2022-06-22T00:00:00.000Z;0.908
2022-06-23T00:00:00.000Z;0.902
2022-06-24T00:00:00.000Z;0.891
2022-06-25T00:00:00.000Z;0.878
2022-06-26T00:00:00.000Z;0.865
2022-06-27T00:00:00.000Z;0.85
2022-06-28T00:00:00.000Z;0.837
2022-06-29T00:00:00.000Z;0.84
2022-06-30T00:00:00.000Z;0.832
2022-07-01T00:00:00.000Z;0.852
2022-07-02T00:00:00.000Z;0.861
2022-07-03T00:00:00.000Z;0.821
2022-07-04T00:00:00.000Z;0.802
2022-07-05T00:00:00.000Z;0.79
2022-07-06T00:00:00.000Z;0.772
2022-07-07T00:00:00.000Z;0.755
2022-07-08T00:00:00.000Z;0.74
2022-07-09T00:00:00.000Z;0.743
2022-07-10T00:00:00.000Z;0.727
2022-07-11T00:00:00.000Z;0.714
2022-07-12T00:00:00.000Z;0.704
2022-07-13T00:00:00.000Z;0.702
2022-07-14T00:00:00.000Z;0.685
2022-07-15T00:00:00.000Z;0.677
2022-07-16T00:00:00.000Z;0.669
2022-07-17T00:00:00.000Z;0.656
2022-07-18T00:00:00.000Z;0.641
2022-07-19T00:00:00.000Z;0.647
2022-07-20T00:00:00.000Z;0.621
2022-07-21T00:00:00.000Z;0.621
2022-07-22T00:00:00.000Z;0.604
2022-07-23T00:00:00.000Z;0.616
2022-07-24T00:00:00.000Z;0.605
2022-07-25T00:00:00.000Z;0.595
2022-07-26T00:00:00.000Z;0.593
2022-07-27T00:00:00.000Z;0.59
2022-07-28T00:00:00.000Z;0.587
2022-07-29T00:00:00.000Z;0.584
2022-07-30T00:00:00.000Z;0.578
2022-07-31T00:00:00.000Z;0.563
2022-08-01T00:00:00.000Z;0.576
2022-08-02T00:00:00.000Z;0.553
2022-08-03T00:00:00.000Z;0.561
2022-08-04T00:00:00.000Z;0.554
2022-08-05T00:00:00.000Z;0.543
2022-08-06T00:00:00.000Z;0.54
2022-08-07T00:00:00.000Z;0.535
2022-08-08T00:00:00.000Z;0.53
2022-08-09T00:00:00.000Z;0.515
2022-08-10T00:00:00.000Z;0.518
2022-08-11T00:00:00.000Z;0.513
2022-08-12T00:00:00.000Z;0.512
2022-08-13T00:00:00.000Z;0.501
2022-08-14T00:00:00.000Z;0.503
2022-08-15T00:00:00.000Z;0.509
2022-08-16T00:00:00.000Z;0.504
2022-08-17T00:00:00.000Z;0.495
2022-08-18T00:00:00.000Z;0.491
2022-08-19T00:00:00.000Z;0.491
2022-08-20T00:00:00.000Z;0.495
2022-08-21T00:00:00.000Z;0.475
2022-08-22T00:00:00.000Z;0.491
2022-08-23T00:00:00.000Z;0.472
2022-08-24T00:00:00.000Z;0.478
2022-08-25T00:00:00.000Z;0.479
2022-08-26T00:00:00.000Z;0.474
2022-08-27T00:00:00.000Z;0.471
2022-08-28T00:00:00.000Z;0.46
2022-08-29T00:00:00.000Z;0.469
2022-08-30T00:00:00.000Z;0.466
2022-08-31T00:00:00.000Z;0.454
2022-09-01T00:00:00.000Z;0.471
2022-09-02T00:00:00.000Z;0.47
2022-09-03T00:00:00.000Z;0.475
2022-09-04T00:00:00.000Z;0.483
2022-09-05T00:00:00.000Z;0.471
2022-09-06T00:00:00.000Z;0.459
2022-09-07T00:00:00.000Z;0.522
2022-09-08T00:00:00.000Z;0.526
2022-09-09T00:00:00.000Z;0.517
2022-09-10T00:00:00.000Z;0.502
2022-09-11T00:00:00.000Z;0.463
2022-09-12T00:00:00.000Z;0.46
2022-09-13T00:00:00.000Z;0.45
2022-09-14T00:00:00.000Z;0.467
2022-09-15T00:00:00.000Z;0.45
2022-09-16T00:00:00.000Z;0.454
2022-09-17T00:00:00.000Z;0.455
2022-09-18T00:00:00.000Z;0.437
2022-09-19T00:00:00.000Z;0.443
2022-09-20T00:00:00.000Z;0.477
2022-09-21T00:00:00.000Z;0.558
2022-09-22T00:00:00.000Z;0.561
2022-09-23T00:00:00.000Z;0.587
2022-09-24T00:00:00.000Z;0.543
2022-09-25T00:00:00.000Z;0.475
2022-09-26T00:00:00.000Z;0.475
2022-09-27T00:00:00.000Z;0.474
2022-09-28T00:00:00.000Z;0.472
2022-09-29T00:00:00.000Z;0.556
2022-09-30T00:00:00.000Z;1.1
2022-10-01T00:00:00.000Z;0.996
2022-10-02T00:00:00.000Z;0.811
2022-10-03T00:00:00.000Z;0.679
2022-10-04T00:00:00.000Z;0.604
2022-10-05T00:00:00.000Z;0.557
2022-10-06T00:00:00.000Z;0.531
2022-10-07T00:00:00.000Z;0.507
2022-10-08T00:00:00.000Z;0.48
2022-10-09T00:00:00.000Z;0.508
2022-10-10T00:00:00.000Z;0.572
2022-10-11T00:00:00.000Z;0.592
2022-10-12T00:00:00.000Z;0.587
2022-10-13T00:00:00.000Z;0.584
2022-10-14T00:00:00.000Z;0.581
2022-10-15T00:00:00.000Z;0.579
2022-10-16T00:00:00.000Z;0.576
2022-10-17T00:00:00.000Z;0.572
2022-10-18T00:00:00.000Z;0.568
2022-10-19T00:00:00.000Z;0.567
2022-10-20T00:00:00.000Z;0.566
2022-10-21T00:00:00.000Z;0.564
2022-10-22T00:00:00.000Z;0.562
2022-10-23T00:00:00.000Z;0.559
2022-10-24T00:00:00.000Z;0.556
2022-10-25T00:00:00.000Z;0.554
2022-10-26T00:00:00.000Z;0.551
2022-10-27T00:00:00.000Z;0.547
2022-10-28T00:00:00.000Z;0.544
2022-10-29T00:00:00.000Z;0.543
2022-10-30T00:00:00.000Z;0.541
2022-10-31T00:00:00.000Z;0.541
2022-11-01T00:00:00.000Z;0.537
2022-11-02T00:00:00.000Z;0.533
2022-11-03T00:00:00.000Z;0.534
2022-11-04T00:00:00.000Z;0.539
2022-11-05T00:00:00.000Z;0.554
2022-11-06T00:00:00.000Z;0.551
2022-11-07T00:00:00.000Z;0.546
2022-11-08T00:00:00.000Z;0.547
2022-11-09T00:00:00.000Z;0.556
2022-11-10T00:00:00.000Z;0.583
2022-11-11T00:00:00.000Z;0.577
2022-11-12T00:00:00.000Z;0.569
2022-11-13T00:00:00.000Z;0.562
2022-11-14T00:00:00.000Z;0.555
2022-11-15T00:00:00.000Z;0.554
2022-11-16T00:00:00.000Z;0.553
2022-11-17T00:00:00.000Z;0.553
2022-11-18T00:00:00.000Z;0.567
2022-11-19T00:00:00.000Z;0.585
2022-11-20T00:00:00.000Z;0.606
2022-11-21T00:00:00.000Z;0.755
2022-11-22T00:00:00.000Z;1.42
2022-11-23T00:00:00.000Z;2.61
2022-11-24T00:00:00.000Z;2.55
2022-11-25T00:00:00.000Z;1.55
2022-11-26T00:00:00.000Z;1.42
2022-11-27T00:00:00.000Z;1.32
2022-11-28T00:00:00.000Z;1.24
2022-11-29T00:00:00.000Z;1.96
2022-11-30T00:00:00.000Z;2.28
2022-12-01T00:00:00.000Z;1.63
2022-12-02T00:00:00.000Z;1.32
2022-12-03T00:00:00.000Z;1.21
2022-12-04T00:00:00.000Z;1.09
2022-12-05T00:00:00.000Z;0.991
2022-12-06T00:00:00.000Z;0.92
2022-12-07T00:00:00.000Z;0.864
2022-12-08T00:00:00.000Z;0.862
2022-12-09T00:00:00.000Z;0.862
2022-12-10T00:00:00.000Z;0.875
2022-12-11T00:00:00.000Z;0.947
2022-12-12T00:00:00.000Z;0.946
2022-12-13T00:00:00.000Z;0.934
2022-12-14T00:00:00.000Z;0.987
2022-12-15T00:00:00.000Z;1.06
2022-12-16T00:00:00.000Z;1.33
2022-12-17T00:00:00.000Z;2.12
2022-12-18T00:00:00.000Z;1.58
2022-12-19T00:00:00.000Z;1.34
2022-12-20T00:00:00.000Z;1.23
2022-12-21T00:00:00.000Z;1.15
2022-12-22T00:00:00.000Z;1.08
2022-12-23T00:00:00.000Z;1.05
2022-12-24T00:00:00.000Z;1
2022-12-25T00:00:00.000Z;0.958
2022-12-26T00:00:00.000Z;0.908
2022-12-27T00:00:00.000Z;0.886
2022-12-28T00:00:00.000Z;0.838
2022-12-29T00:00:00.000Z;0.819
2022-12-30T00:00:00.000Z;0.802
2022-12-31T00:00:00.000Z;0.786
2023-01-01T00:00:00.000Z;0.76
2023-01-02T00:00:00.000Z;0.745
2023-01-03T00:00:00.000Z;0.714
2023-01-04T00:00:00.000Z;0.69
2023-01-05T00:00:00.000Z;0.662
2023-01-06T00:00:00.000Z;0.667
2023-01-07T00:00:00.000Z;0.656
2023-01-08T00:00:00.000Z;0.646
2023-01-09T00:00:00.000Z;0.901
2023-01-10T00:00:00.000Z;1.02
2023-01-11T00:00:00.000Z;0.951
2023-01-12T00:00:00.000Z;0.901
2023-01-13T00:00:00.000Z;0.873
2023-01-14T00:00:00.000Z;0.829
2023-01-15T00:00:00.000Z;0.804
2023-01-16T00:00:00.000Z;0.913
2023-01-17T00:00:00.000Z;2.34
2023-01-18T00:00:00.000Z;1.84
