Region;French Jura
1977-01-03T00:00:00.000Z;8.76
1977-01-04T00:00:00.000Z;6.44
1977-01-05T00:00:00.000Z;4.71
1977-01-06T00:00:00.000Z;3.5
1977-01-07T00:00:00.000Z;2.55
1977-01-08T00:00:00.000Z;2.25
1977-01-09T00:00:00.000Z;2.11
1977-01-10T00:00:00.000Z;1.99
1977-01-11T00:00:00.000Z;1.89
1977-01-12T00:00:00.000Z;1.58
1977-01-13T00:00:00.000Z;1.41
1977-01-14T00:00:00.000Z;1.32
1977-01-15T00:00:00.000Z;1.22
1977-01-16T00:00:00.000Z;1.13
1977-01-17T00:00:00.000Z;1.05
1977-01-18T00:00:00.000Z;1.03
1977-01-19T00:00:00.000Z;1.74
1977-01-20T00:00:00.000Z;5.91
1977-01-21T00:00:00.000Z;5.25
1977-01-22T00:00:00.000Z;5.69
1977-01-23T00:00:00.000Z;17
1977-01-24T00:00:00.000Z;17.6
1977-01-25T00:00:00.000Z;15.1
1977-01-26T00:00:00.000Z;22.6
1977-01-27T00:00:00.000Z;20
1977-01-28T00:00:00.000Z;15.5
1977-01-29T00:00:00.000Z;17
1977-01-30T00:00:00.000Z;15
1977-01-31T00:00:00.000Z;12.4
1977-02-01T00:00:00.000Z;10.7
1977-02-02T00:00:00.000Z;8.88
1977-02-03T00:00:00.000Z;6.95
1977-02-04T00:00:00.000Z;8.91
1977-02-05T00:00:00.000Z;20.4
1977-02-06T00:00:00.000Z;21.5
1977-02-07T00:00:00.000Z;23.4
1977-02-08T00:00:00.000Z;20
1977-02-09T00:00:00.000Z;27.5
1977-02-10T00:00:00.000Z;32.3
1977-02-11T00:00:00.000Z;27.8
1977-02-12T00:00:00.000Z;22.3
1977-02-13T00:00:00.000Z;19.4
1977-02-14T00:00:00.000Z;15.1
1977-02-15T00:00:00.000Z;12.8
1977-02-16T00:00:00.000Z;12.1
1977-02-17T00:00:00.000Z;13.2
1977-02-18T00:00:00.000Z;16
1977-02-19T00:00:00.000Z;12.5
1977-02-20T00:00:00.000Z;12
1977-02-21T00:00:00.000Z;22.7
1977-02-22T00:00:00.000Z;18.5
1977-02-23T00:00:00.000Z;14.9
1977-02-24T00:00:00.000Z;12.4
1977-02-25T00:00:00.000Z;12.2
1977-02-26T00:00:00.000Z;12.1
1977-02-27T00:00:00.000Z;11.5
1977-02-28T00:00:00.000Z;9.67
1977-03-01T00:00:00.000Z;8.12
1977-03-02T00:00:00.000Z;6.36
1977-03-03T00:00:00.000Z;4.93
1977-03-04T00:00:00.000Z;3.98
1977-03-05T00:00:00.000Z;3.15
1977-03-06T00:00:00.000Z;2.44
1977-03-07T00:00:00.000Z;2.19
1977-03-16T00:00:00.000Z;3.01
1977-03-17T00:00:00.000Z;2.06
1977-03-18T00:00:00.000Z;1.84
1977-03-19T00:00:00.000Z;2.55
1977-03-20T00:00:00.000Z;2.96
1977-03-21T00:00:00.000Z;2.47
1977-03-22T00:00:00.000Z;2.4
1977-03-23T00:00:00.000Z;4.11
1977-03-24T00:00:00.000Z;4.57
1977-03-25T00:00:00.000Z;4.44
1977-03-26T00:00:00.000Z;3.59
1977-03-27T00:00:00.000Z;3.43
1977-03-28T00:00:00.000Z;9.43
1977-03-29T00:00:00.000Z;10.7
1977-03-30T00:00:00.000Z;8.64
1977-03-31T00:00:00.000Z;6.28
1977-04-01T00:00:00.000Z;4.78
1977-04-02T00:00:00.000Z;10.1
1977-04-03T00:00:00.000Z;15.3
1977-04-04T00:00:00.000Z;12
1977-04-05T00:00:00.000Z;9.74
1977-04-06T00:00:00.000Z;7.92
1977-04-07T00:00:00.000Z;5.72
1977-04-08T00:00:00.000Z;4.38
1977-04-09T00:00:00.000Z;3.66
1977-04-10T00:00:00.000Z;3.14
1977-04-11T00:00:00.000Z;2.77
1977-04-12T00:00:00.000Z;2.85
1977-04-13T00:00:00.000Z;7.25
1977-04-14T00:00:00.000Z;13.4
1977-04-15T00:00:00.000Z;12.2
1977-04-16T00:00:00.000Z;10.5
1977-04-17T00:00:00.000Z;8.73
1977-04-18T00:00:00.000Z;6.52
1977-04-19T00:00:00.000Z;4.9
1977-04-20T00:00:00.000Z;4.02
1977-04-21T00:00:00.000Z;3.04
1977-04-22T00:00:00.000Z;2.4
1977-04-23T00:00:00.000Z;2.06
1977-04-24T00:00:00.000Z;4.67
1977-04-25T00:00:00.000Z;14
1977-04-26T00:00:00.000Z;11.2
1977-04-27T00:00:00.000Z;9.11
1977-04-28T00:00:00.000Z;6.83
1977-04-29T00:00:00.000Z;12.1
1977-04-30T00:00:00.000Z;14.2
1977-05-01T00:00:00.000Z;16.3
1977-05-02T00:00:00.000Z;14.9
1977-05-03T00:00:00.000Z;11.3
1977-05-04T00:00:00.000Z;9.28
1977-05-05T00:00:00.000Z;7.07
1977-05-06T00:00:00.000Z;5.11
1977-05-07T00:00:00.000Z;4.08
1977-05-08T00:00:00.000Z;3.61
1977-05-09T00:00:00.000Z;7.81
1977-05-10T00:00:00.000Z;8.31
1977-05-11T00:00:00.000Z;6.37
1977-05-12T00:00:00.000Z;6.22
1977-05-13T00:00:00.000Z;14.3
1977-05-14T00:00:00.000Z;11.4
1977-05-15T00:00:00.000Z;9.34
1977-05-16T00:00:00.000Z;7.61
1977-05-17T00:00:00.000Z;7.98
1977-05-18T00:00:00.000Z;8.19
1977-05-19T00:00:00.000Z;6.82
1977-05-20T00:00:00.000Z;4.79
1977-05-21T00:00:00.000Z;3.9
1977-05-22T00:00:00.000Z;3.35
1977-05-23T00:00:00.000Z;2.64
1977-05-24T00:00:00.000Z;2.19
1977-05-25T00:00:00.000Z;1.89
1977-05-26T00:00:00.000Z;2.25
1977-05-27T00:00:00.000Z;9.88
1977-05-28T00:00:00.000Z;9.07
1977-05-29T00:00:00.000Z;6.19
1977-05-30T00:00:00.000Z;4.19
1977-05-31T00:00:00.000Z;2.93
1977-06-01T00:00:00.000Z;2.03
1977-06-02T00:00:00.000Z;1.71
1977-06-03T00:00:00.000Z;1.58
1977-06-04T00:00:00.000Z;1.48
1977-06-05T00:00:00.000Z;1.38
1977-06-06T00:00:00.000Z;1.35
1977-06-07T00:00:00.000Z;1.35
1977-06-08T00:00:00.000Z;2.95
1977-06-09T00:00:00.000Z;8.16
1977-06-10T00:00:00.000Z;6.03
1977-06-11T00:00:00.000Z;3.99
1977-06-12T00:00:00.000Z;2.55
1977-06-13T00:00:00.000Z;2.07
1977-06-14T00:00:00.000Z;2.43
1977-06-15T00:00:00.000Z;2.16
1977-06-16T00:00:00.000Z;1.88
1977-06-17T00:00:00.000Z;1.7
1977-06-18T00:00:00.000Z;1.62
1977-06-19T00:00:00.000Z;2.15
1977-06-20T00:00:00.000Z;2.12
1977-06-21T00:00:00.000Z;5.44
1977-06-22T00:00:00.000Z;10.9
1977-06-23T00:00:00.000Z;12
1977-06-24T00:00:00.000Z;10.8
1977-06-25T00:00:00.000Z;8.96
1977-06-26T00:00:00.000Z;6.61
1977-06-27T00:00:00.000Z;5.75
1977-06-28T00:00:00.000Z;5.05
1977-06-29T00:00:00.000Z;4.06
1977-06-30T00:00:00.000Z;4.5
1977-07-01T00:00:00.000Z;4.73
1977-07-02T00:00:00.000Z;3.82
1977-07-03T00:00:00.000Z;2.76
1977-07-04T00:00:00.000Z;7.25
1977-07-05T00:00:00.000Z;8.97
1977-07-06T00:00:00.000Z;8.66
1977-07-07T00:00:00.000Z;6.15
1977-07-08T00:00:00.000Z;5.3
1977-07-09T00:00:00.000Z;8.56
1977-07-10T00:00:00.000Z;8.61
1977-07-11T00:00:00.000Z;6.7
1977-07-12T00:00:00.000Z;4.73
1977-07-13T00:00:00.000Z;3.66
1977-07-14T00:00:00.000Z;3.06
1977-07-15T00:00:00.000Z;2.44
1977-07-16T00:00:00.000Z;1.89
1977-07-17T00:00:00.000Z;1.52
1977-07-18T00:00:00.000Z;1.41
1977-07-19T00:00:00.000Z;1.32
1977-07-20T00:00:00.000Z;1.24
1977-07-21T00:00:00.000Z;1.41
1977-07-22T00:00:00.000Z;1.23
1977-07-23T00:00:00.000Z;1.09
1977-07-24T00:00:00.000Z;0.978
1977-07-25T00:00:00.000Z;2.48
1977-07-26T00:00:00.000Z;7.39
1977-07-27T00:00:00.000Z;6.77
1977-08-07T00:00:00.000Z;1.15
1977-08-08T00:00:00.000Z;1.1
1977-08-09T00:00:00.000Z;1.05
1977-08-10T00:00:00.000Z;1.03
1977-08-11T00:00:00.000Z;1.03
1977-08-12T00:00:00.000Z;1.03
1977-08-13T00:00:00.000Z;1.03
1977-08-14T00:00:00.000Z;1.03
1977-08-15T00:00:00.000Z;1.03
1977-08-16T00:00:00.000Z;1.03
1977-08-17T00:00:00.000Z;2.43
1977-08-18T00:00:00.000Z;3.05
1977-08-19T00:00:00.000Z;4.18
1977-08-20T00:00:00.000Z;4.53
1977-08-21T00:00:00.000Z;5.06
1977-08-22T00:00:00.000Z;5.33
1977-08-23T00:00:00.000Z;4.63
1977-08-24T00:00:00.000Z;2.75
1977-08-25T00:00:00.000Z;1.57
1977-08-26T00:00:00.000Z;2.12
1977-08-27T00:00:00.000Z;5.02
1977-08-28T00:00:00.000Z;4.87
1977-08-29T00:00:00.000Z;3.85
1977-08-30T00:00:00.000Z;2.51
1977-08-31T00:00:00.000Z;1.57
1977-09-01T00:00:00.000Z;0.943
1977-09-02T00:00:00.000Z;0.453
1977-09-03T00:00:00.000Z;0.311
1977-09-04T00:00:00.000Z;0.234
1977-09-05T00:00:00.000Z;0.203
1977-09-06T00:00:00.000Z;0.173
1977-09-07T00:00:00.000Z;0.155
1977-09-08T00:00:00.000Z;0.145
1977-09-09T00:00:00.000Z;0.139
1977-09-10T00:00:00.000Z;0.132
1977-09-11T00:00:00.000Z;0.123
1977-09-12T00:00:00.000Z;0.11
1977-09-13T00:00:00.000Z;0.098
1977-09-29T00:00:00.000Z;0.099
1977-09-30T00:00:00.000Z;0.103
1977-10-01T00:00:00.000Z;0.131
1977-10-02T00:00:00.000Z;0.264
1977-10-03T00:00:00.000Z;0.399
1977-10-04T00:00:00.000Z;0.307
1977-10-05T00:00:00.000Z;0.217
1977-10-06T00:00:00.000Z;0.172
1977-10-07T00:00:00.000Z;0.161
1977-10-08T00:00:00.000Z;1.26
1977-10-09T00:00:00.000Z;1.49
1977-10-10T00:00:00.000Z;0.935
1977-10-11T00:00:00.000Z;1.88
1977-10-12T00:00:00.000Z;1.01
1977-10-13T00:00:00.000Z;0.579
1977-10-14T00:00:00.000Z;0.445
1977-10-15T00:00:00.000Z;0.375
1977-10-16T00:00:00.000Z;0.304
1977-10-17T00:00:00.000Z;0.234
1977-10-18T00:00:00.000Z;0.195
1977-10-19T00:00:00.000Z;0.187
1977-10-20T00:00:00.000Z;0.178
1977-10-21T00:00:00.000Z;0.169
1977-10-22T00:00:00.000Z;0.161
1977-10-23T00:00:00.000Z;0.153
1977-10-24T00:00:00.000Z;0.146
1977-10-25T00:00:00.000Z;3.31
1977-10-26T00:00:00.000Z;9.23
1977-10-27T00:00:00.000Z;7.23
1977-10-28T00:00:00.000Z;5.13
1977-10-29T00:00:00.000Z;3.62
1977-10-30T00:00:00.000Z;2.6
1977-10-31T00:00:00.000Z;1.49
1977-11-01T00:00:00.000Z;4.4
1977-11-02T00:00:00.000Z;4.87
1977-11-03T00:00:00.000Z;3.96
1977-11-04T00:00:00.000Z;5.33
1977-11-05T00:00:00.000Z;7.32
1977-11-06T00:00:00.000Z;5.95
1977-11-07T00:00:00.000Z;4.21
1977-11-08T00:00:00.000Z;2.65
1977-11-09T00:00:00.000Z;1.48
1977-11-10T00:00:00.000Z;1.12
1977-11-11T00:00:00.000Z;0.909
1977-11-12T00:00:00.000Z;0.72
1977-11-13T00:00:00.000Z;4.19
1977-11-14T00:00:00.000Z;10.3
1977-11-15T00:00:00.000Z;19.1
1978-10-17T00:00:00.000Z;0.977
1978-10-18T00:00:00.000Z;3.73
1978-10-19T00:00:00.000Z;2.6
1978-10-20T00:00:00.000Z;1.55
1978-10-21T00:00:00.000Z;1.37
1978-10-22T00:00:00.000Z;1.24
1978-10-23T00:00:00.000Z;1.13
1978-10-24T00:00:00.000Z;1.03
1978-10-25T00:00:00.000Z;0.957
1978-10-26T00:00:00.000Z;0.899
1978-10-27T00:00:00.000Z;0.841
1978-10-28T00:00:00.000Z;0.784
1978-10-29T00:00:00.000Z;0.726
1978-10-30T00:00:00.000Z;0.671
1978-10-31T00:00:00.000Z;0.619
1978-11-01T00:00:00.000Z;0.585
1978-11-02T00:00:00.000Z;0.54
1978-11-03T00:00:00.000Z;0.5
1978-11-04T00:00:00.000Z;0.485
1978-11-05T00:00:00.000Z;0.473
1978-11-06T00:00:00.000Z;0.461
1978-11-07T00:00:00.000Z;0.449
1978-11-08T00:00:00.000Z;0.438
1978-11-09T00:00:00.000Z;0.429
1978-11-10T00:00:00.000Z;0.42
1978-11-11T00:00:00.000Z;0.411
1978-11-12T00:00:00.000Z;0.402
1978-11-13T00:00:00.000Z;0.393
1978-11-14T00:00:00.000Z;0.386
1978-11-15T00:00:00.000Z;0.384
1978-11-16T00:00:00.000Z;0.384
1978-11-17T00:00:00.000Z;0.384
1978-11-18T00:00:00.000Z;0.384
1978-11-19T00:00:00.000Z;0.363
1978-11-20T00:00:00.000Z;0.334
1978-11-21T00:00:00.000Z;0.327
1978-11-22T00:00:00.000Z;0.327
1978-11-23T00:00:00.000Z;0.325
1978-11-24T00:00:00.000Z;0.286
1978-11-25T00:00:00.000Z;0.275
1978-11-26T00:00:00.000Z;0.409
1978-11-27T00:00:00.000Z;0.397
1978-11-28T00:00:00.000Z;0.36
1978-11-29T00:00:00.000Z;0.334
1978-11-30T00:00:00.000Z;0.314
1978-12-01T00:00:00.000Z;0.297
1978-12-02T00:00:00.000Z;0.279
1978-12-03T00:00:00.000Z;0.27
1978-12-04T00:00:00.000Z;0.28
1978-12-05T00:00:00.000Z;0.718
1978-12-06T00:00:00.000Z;1.22
1978-12-07T00:00:00.000Z;0.971
1978-12-08T00:00:00.000Z;2.22
1978-12-09T00:00:00.000Z;9.25
1978-12-10T00:00:00.000Z;7.3
1978-12-11T00:00:00.000Z;4
1978-12-12T00:00:00.000Z;4.3
1978-12-13T00:00:00.000Z;8.48
1978-12-14T00:00:00.000Z;9.1
1978-12-15T00:00:00.000Z;10.6
1978-12-16T00:00:00.000Z;11.8
1978-12-17T00:00:00.000Z;12.1
1978-12-18T00:00:00.000Z;9.48
1978-12-19T00:00:00.000Z;7.19
1978-12-20T00:00:00.000Z;4.92
1978-12-21T00:00:00.000Z;3.59
1978-12-22T00:00:00.000Z;2.28
1978-12-23T00:00:00.000Z;1.81
1978-12-24T00:00:00.000Z;1.66
1978-12-25T00:00:00.000Z;2.22
1978-12-26T00:00:00.000Z;2.34
1978-12-27T00:00:00.000Z;1.96
1978-12-28T00:00:00.000Z;4.02
1978-12-29T00:00:00.000Z;11.8
1978-12-30T00:00:00.000Z;21.9
1978-12-31T00:00:00.000Z;25.6
1979-01-01T00:00:00.000Z;21.6
1979-01-02T00:00:00.000Z;15.9
1979-01-03T00:00:00.000Z;11.6
1979-01-04T00:00:00.000Z;9.2
1979-01-05T00:00:00.000Z;7.26
1979-01-06T00:00:00.000Z;4.41
1979-01-07T00:00:00.000Z;3.2
1979-01-08T00:00:00.000Z;2.14
1979-01-09T00:00:00.000Z;4.79
1979-01-10T00:00:00.000Z;7.24
1979-01-11T00:00:00.000Z;5.35
1979-01-12T00:00:00.000Z;3.9
1979-01-13T00:00:00.000Z;2.74
1979-01-14T00:00:00.000Z;2.21
1979-01-15T00:00:00.000Z;2.06
1979-01-16T00:00:00.000Z;1.92
1979-01-17T00:00:00.000Z;1.78
1979-01-18T00:00:00.000Z;1.65
1979-01-19T00:00:00.000Z;1.56
1979-01-20T00:00:00.000Z;3.05
1979-01-21T00:00:00.000Z;5.67
1979-01-22T00:00:00.000Z;5.17
1979-03-15T00:00:00.000Z;20.2
1979-03-16T00:00:00.000Z;17.1
1979-03-17T00:00:00.000Z;13.9
1979-03-18T00:00:00.000Z;15.1
1979-03-19T00:00:00.000Z;15.3
1979-03-20T00:00:00.000Z;16.4
1979-03-21T00:00:00.000Z;13.6
1979-03-22T00:00:00.000Z;10.1
1979-03-23T00:00:00.000Z;9.66
1979-03-24T00:00:00.000Z;10.8
1979-03-25T00:00:00.000Z;9.48
1979-03-26T00:00:00.000Z;9.24
1979-03-27T00:00:00.000Z;8.78
1979-03-28T00:00:00.000Z;7.74
1979-03-29T00:00:00.000Z;7.64
1979-03-30T00:00:00.000Z;7.62
1979-03-31T00:00:00.000Z;7.46
1979-04-01T00:00:00.000Z;7.2
1979-04-02T00:00:00.000Z;7.43
1979-04-03T00:00:00.000Z;8.75
1979-04-04T00:00:00.000Z;10.6
1979-04-05T00:00:00.000Z;9.66
1979-04-06T00:00:00.000Z;8.1
1979-04-07T00:00:00.000Z;7.57
1979-04-08T00:00:00.000Z;7.82
1979-04-09T00:00:00.000Z;7.74
1979-04-10T00:00:00.000Z;7.93
1979-04-11T00:00:00.000Z;8.13
1979-04-12T00:00:00.000Z;8.24
1979-04-13T00:00:00.000Z;7.66
1979-04-14T00:00:00.000Z;5.71
1979-04-15T00:00:00.000Z;4.32
1979-04-16T00:00:00.000Z;3.38
1979-04-17T00:00:00.000Z;2.52
1979-04-18T00:00:00.000Z;2.04
1979-04-19T00:00:00.000Z;1.79
1979-04-20T00:00:00.000Z;1.61
1979-04-21T00:00:00.000Z;1.53
1979-04-22T00:00:00.000Z;1.53
1979-04-23T00:00:00.000Z;3.66
1979-04-24T00:00:00.000Z;14.3
1979-04-25T00:00:00.000Z;12.6
1979-04-26T00:00:00.000Z;11.7
1979-04-27T00:00:00.000Z;9.16
1979-04-28T00:00:00.000Z;8.19
1979-04-29T00:00:00.000Z;6.93
1979-04-30T00:00:00.000Z;5.54
1979-05-01T00:00:00.000Z;10.2
1979-05-02T00:00:00.000Z;19.5
1979-05-03T00:00:00.000Z;18.6
1979-05-04T00:00:00.000Z;13.4
1979-05-05T00:00:00.000Z;11.7
1979-05-06T00:00:00.000Z;9.93
1979-05-07T00:00:00.000Z;8.39
1979-05-08T00:00:00.000Z;6.95
1979-05-09T00:00:00.000Z;5.16
1979-05-10T00:00:00.000Z;4.14
1979-05-11T00:00:00.000Z;3.1
1979-05-12T00:00:00.000Z;2.21
1979-05-13T00:00:00.000Z;1.81
1979-05-14T00:00:00.000Z;1.64
1979-05-15T00:00:00.000Z;1.54
1979-05-16T00:00:00.000Z;1.47
1979-05-17T00:00:00.000Z;1.32
1979-05-18T00:00:00.000Z;1.26
1979-05-19T00:00:00.000Z;1.23
1979-05-20T00:00:00.000Z;1.27
1979-05-21T00:00:00.000Z;1.12
1979-05-22T00:00:00.000Z;1.34
1979-05-23T00:00:00.000Z;1.42
1979-05-24T00:00:00.000Z;4.18
1979-05-25T00:00:00.000Z;5.75
1979-05-26T00:00:00.000Z;4.02
1979-05-27T00:00:00.000Z;3.1
1979-05-28T00:00:00.000Z;4.47
1979-05-29T00:00:00.000Z;3.56
1979-05-30T00:00:00.000Z;3.45
1979-05-31T00:00:00.000Z;5.05
1979-06-01T00:00:00.000Z;9.61
1979-06-02T00:00:00.000Z;9.7
1979-06-03T00:00:00.000Z;10.8
1979-06-04T00:00:00.000Z;9.54
1979-06-05T00:00:00.000Z;10.6
1979-06-06T00:00:00.000Z;9.14
1979-06-07T00:00:00.000Z;7.28
1979-06-08T00:00:00.000Z;4.82
1979-06-09T00:00:00.000Z;3.61
1979-06-10T00:00:00.000Z;2.47
1979-06-11T00:00:00.000Z;2.04
1979-06-12T00:00:00.000Z;1.78
1979-06-13T00:00:00.000Z;1.58
1979-06-14T00:00:00.000Z;1.48
1979-06-15T00:00:00.000Z;2.9
1979-06-16T00:00:00.000Z;7.41
1979-06-17T00:00:00.000Z;8.58
1979-06-18T00:00:00.000Z;6.06
1979-06-19T00:00:00.000Z;3.9
1979-06-20T00:00:00.000Z;2.55
1979-06-21T00:00:00.000Z;2.02
1979-06-22T00:00:00.000Z;2.39
1979-06-23T00:00:00.000Z;2.24
1979-06-24T00:00:00.000Z;1.65
1979-06-25T00:00:00.000Z;1.57
1979-06-26T00:00:00.000Z;1.51
1979-06-27T00:00:00.000Z;1.53
1979-06-28T00:00:00.000Z;2.15
1979-06-29T00:00:00.000Z;1.7
1979-06-30T00:00:00.000Z;1.52
1979-07-01T00:00:00.000Z;1.42
1979-07-02T00:00:00.000Z;1.31
1979-07-03T00:00:00.000Z;1.22
1979-07-04T00:00:00.000Z;1.16
1979-07-05T00:00:00.000Z;1.11
1979-07-06T00:00:00.000Z;1.07
1979-07-07T00:00:00.000Z;1.02
1979-07-08T00:00:00.000Z;0.958
1979-07-09T00:00:00.000Z;0.897
1979-07-10T00:00:00.000Z;0.836
1979-07-11T00:00:00.000Z;0.776
1979-07-12T00:00:00.000Z;0.787
1979-07-13T00:00:00.000Z;2.76
1979-07-14T00:00:00.000Z;3.44
1979-07-15T00:00:00.000Z;2.16
1979-07-16T00:00:00.000Z;1.49
1979-07-17T00:00:00.000Z;1.36
1979-07-18T00:00:00.000Z;1.21
1979-07-19T00:00:00.000Z;1.12
1979-07-20T00:00:00.000Z;1.02
1979-07-21T00:00:00.000Z;0.917
1979-07-22T00:00:00.000Z;0.844
1979-07-23T00:00:00.000Z;0.779
1979-07-24T00:00:00.000Z;0.713
1979-07-25T00:00:00.000Z;0.642
1979-07-26T00:00:00.000Z;0.57
1979-07-27T00:00:00.000Z;0.507
1979-07-28T00:00:00.000Z;0.499
1979-07-29T00:00:00.000Z;0.499
1979-07-30T00:00:00.000Z;0.496
1979-07-31T00:00:00.000Z;0.476
1979-08-01T00:00:00.000Z;0.454
1979-08-02T00:00:00.000Z;0.431
1979-08-03T00:00:00.000Z;0.409
1979-08-04T00:00:00.000Z;0.388
1979-08-05T00:00:00.000Z;0.384
1979-08-06T00:00:00.000Z;0.384
1979-08-07T00:00:00.000Z;0.384
1979-08-08T00:00:00.000Z;0.386
1979-08-09T00:00:00.000Z;0.439
1979-08-10T00:00:00.000Z;0.544
1979-08-11T00:00:00.000Z;0.491
1979-08-12T00:00:00.000Z;0.718
1979-08-13T00:00:00.000Z;0.675
1979-08-14T00:00:00.000Z;0.471
1979-08-15T00:00:00.000Z;0.406
1979-08-16T00:00:00.000Z;1.08
1979-08-17T00:00:00.000Z;1.32
1979-08-18T00:00:00.000Z;1.6
1979-08-19T00:00:00.000Z;4.21
1979-08-20T00:00:00.000Z;2.86
1979-08-21T00:00:00.000Z;1.5
1979-08-22T00:00:00.000Z;1.22
1979-08-23T00:00:00.000Z;1.25
1979-08-24T00:00:00.000Z;2.75
1979-08-25T00:00:00.000Z;2.81
1979-08-26T00:00:00.000Z;8.42
1979-08-27T00:00:00.000Z;9.9
1979-08-28T00:00:00.000Z;7.67
1979-08-29T00:00:00.000Z;4.34
1979-08-30T00:00:00.000Z;2.58
1979-08-31T00:00:00.000Z;1.59
1979-09-01T00:00:00.000Z;1.43
1979-09-02T00:00:00.000Z;1.31
1979-09-03T00:00:00.000Z;2.06
1979-09-04T00:00:00.000Z;3.22
1979-09-05T00:00:00.000Z;1.87
1979-09-06T00:00:00.000Z;1.38
1979-09-07T00:00:00.000Z;1.18
1979-09-08T00:00:00.000Z;1.12
1979-09-09T00:00:00.000Z;1.1
1979-09-10T00:00:00.000Z;0.998
