Region;French Jura
Country;France
#;2
Spring Name/Station Name;La Loue
Literature;Vivier et al. (2025)
Lat;47.011
Lon;6.299
Elev (m);530
Recharge Area (km2);200
Start Date;21.02.1969
End Date;30.12.2024
Resolution;Daily
Data Source;EDF
Data License;Permission obtained by JB Charlier
Contact For License;
Spring ID;JUR_02_FR
Date;Discharge m^3/s
1976-10-29T00:00:00.000Z;0.066
1976-10-30T00:00:00.000Z;0.082
1976-10-31T00:00:00.000Z;0.094
1976-11-01T00:00:00.000Z;0.099
1976-11-02T00:00:00.000Z;0.09
1976-11-03T00:00:00.000Z;0.58
1976-11-04T00:00:00.000Z;1.78
1976-11-05T00:00:00.000Z;1.04
1976-11-06T00:00:00.000Z;0.89
1976-11-07T00:00:00.000Z;2.1
1976-11-08T00:00:00.000Z;0.924
1976-11-09T00:00:00.000Z;0.514
1976-11-10T00:00:00.000Z;2.03
1976-11-11T00:00:00.000Z;2.4
1976-11-12T00:00:00.000Z;0.979
1976-11-13T00:00:00.000Z;0.631
1976-11-14T00:00:00.000Z;1.2
1976-11-15T00:00:00.000Z;0.693
1976-11-16T00:00:00.000Z;0.471
1976-11-17T00:00:00.000Z;0.34
1976-11-18T00:00:00.000Z;0.246
1976-11-19T00:00:00.000Z;0.21
1976-11-20T00:00:00.000Z;0.178
1976-11-21T00:00:00.000Z;0.149
1976-11-22T00:00:00.000Z;0.13
1976-11-23T00:00:00.000Z;0.114
1976-11-24T00:00:00.000Z;0.098
1976-11-25T00:00:00.000Z;0.083
1976-11-26T00:00:00.000Z;0.19
1976-11-27T00:00:00.000Z;0.214
1976-11-28T00:00:00.000Z;0.181
1976-11-29T00:00:00.000Z;0.22
1976-11-30T00:00:00.000Z;0.377
1976-12-01T00:00:00.000Z;2.19
1976-12-02T00:00:00.000Z;2.99
1976-12-03T00:00:00.000Z;1.09
1976-12-04T00:00:00.000Z;0.75
1976-12-05T00:00:00.000Z;0.649
1976-12-06T00:00:00.000Z;0.732
1976-12-07T00:00:00.000Z;5.29
1976-12-08T00:00:00.000Z;2.83
1976-12-09T00:00:00.000Z;2.18
1976-12-10T00:00:00.000Z;2.59
1976-12-11T00:00:00.000Z;0.993
1976-12-12T00:00:00.000Z;0.588
1976-12-13T00:00:00.000Z;0.426
1976-12-14T00:00:00.000Z;0.342
1976-12-15T00:00:00.000Z;0.276
1976-12-16T00:00:00.000Z;0.236
1976-12-17T00:00:00.000Z;0.305
1976-12-18T00:00:00.000Z;1.08
1976-12-19T00:00:00.000Z;0.709
1976-12-20T00:00:00.000Z;0.447
1976-12-21T00:00:00.000Z;0.327
1976-12-22T00:00:00.000Z;0.252
1976-12-23T00:00:00.000Z;0.216
1976-12-24T00:00:00.000Z;0.185
1976-12-25T00:00:00.000Z;0.158
1976-12-26T00:00:00.000Z;0.142
1976-12-27T00:00:00.000Z;0.127
1976-12-28T00:00:00.000Z;0.126
1976-12-29T00:00:00.000Z;0.117
1976-12-30T00:00:00.000Z;0.102
1976-12-31T00:00:00.000Z;0.093
1977-01-01T00:00:00.000Z;1.13
1977-01-02T00:00:00.000Z;0.873
1977-01-03T00:00:00.000Z;0.446
1977-01-04T00:00:00.000Z;0.341
1977-01-05T00:00:00.000Z;0.273
1977-01-06T00:00:00.000Z;0.223
1977-01-07T00:00:00.000Z;0.19
1977-01-08T00:00:00.000Z;0.162
1977-01-09T00:00:00.000Z;0.149
1977-01-10T00:00:00.000Z;0.139
1977-01-11T00:00:00.000Z;0.133
1977-01-12T00:00:00.000Z;0.128
1977-01-13T00:00:00.000Z;0.124
1977-01-14T00:00:00.000Z;0.117
1977-01-15T00:00:00.000Z;0.116
1977-01-16T00:00:00.000Z;0.114
1977-01-17T00:00:00.000Z;0.109
1977-01-18T00:00:00.000Z;0.107
1977-01-19T00:00:00.000Z;0.269
1977-01-20T00:00:00.000Z;0.645
1977-01-21T00:00:00.000Z;0.533
1977-01-22T00:00:00.000Z;1.52
1977-01-23T00:00:00.000Z;5.02
1977-01-24T00:00:00.000Z;1.62
1977-01-25T00:00:00.000Z;1.71
1977-01-26T00:00:00.000Z;3.63
1977-01-27T00:00:00.000Z;1.28
1977-01-28T00:00:00.000Z;0.927
1977-01-29T00:00:00.000Z;2.53
1977-01-30T00:00:00.000Z;1.07
1977-01-31T00:00:00.000Z;0.667
1977-02-01T00:00:00.000Z;0.516
1977-02-02T00:00:00.000Z;0.414
1977-02-03T00:00:00.000Z;0.35
1977-02-04T00:00:00.000Z;1.44
1977-02-05T00:00:00.000Z;3.63
1977-02-06T00:00:00.000Z;2.72
1977-02-07T00:00:00.000Z;2.12
1977-02-08T00:00:00.000Z;2.18
1977-02-09T00:00:00.000Z;4.35
1977-02-10T00:00:00.000Z;5.53
1977-02-11T00:00:00.000Z;1.64
1977-02-12T00:00:00.000Z;1.12
1977-02-13T00:00:00.000Z;1.08
1977-02-14T00:00:00.000Z;0.651
1977-02-15T00:00:00.000Z;0.637
1977-02-16T00:00:00.000Z;0.714
1977-02-17T00:00:00.000Z;2.16
1977-02-18T00:00:00.000Z;1.7
1977-02-19T00:00:00.000Z;0.678
1977-02-20T00:00:00.000Z;2.11
1977-02-21T00:00:00.000Z;3.57
1977-02-22T00:00:00.000Z;1.65
1977-02-23T00:00:00.000Z;1.52
1977-02-24T00:00:00.000Z;0.712
1977-02-25T00:00:00.000Z;1.02
1977-02-26T00:00:00.000Z;1.36
1977-02-27T00:00:00.000Z;1.02
1977-02-28T00:00:00.000Z;0.553
1977-03-01T00:00:00.000Z;0.422
1977-03-02T00:00:00.000Z;0.35
1977-03-03T00:00:00.000Z;0.298
1977-03-04T00:00:00.000Z;0.258
1977-03-05T00:00:00.000Z;0.228
1977-03-06T00:00:00.000Z;0.196
1977-03-07T00:00:00.000Z;0.17
1977-03-08T00:00:00.000Z;0.155
1977-03-09T00:00:00.000Z;0.142
1977-03-10T00:00:00.000Z;0.135
1977-03-11T00:00:00.000Z;0.129
1977-03-12T00:00:00.000Z;0.124
1977-03-13T00:00:00.000Z;0.119
1977-03-14T00:00:00.000Z;0.277
1977-03-15T00:00:00.000Z;0.315
1977-03-16T00:00:00.000Z;0.238
1977-03-17T00:00:00.000Z;0.199
1977-03-18T00:00:00.000Z;0.175
1977-03-19T00:00:00.000Z;0.162
1977-03-20T00:00:00.000Z;0.154
1977-03-21T00:00:00.000Z;0.147
1977-03-22T00:00:00.000Z;0.144
1977-03-23T00:00:00.000Z;0.333
1977-03-24T00:00:00.000Z;0.316
1977-03-25T00:00:00.000Z;0.298
1977-03-26T00:00:00.000Z;0.267
1977-03-27T00:00:00.000Z;0.377
1977-03-28T00:00:00.000Z;1.64
1977-03-29T00:00:00.000Z;0.867
1977-03-30T00:00:00.000Z;0.527
1977-03-31T00:00:00.000Z;0.436
1977-04-01T00:00:00.000Z;0.539
1977-04-02T00:00:00.000Z;2.58
1977-04-03T00:00:00.000Z;2.05
1977-04-04T00:00:00.000Z;0.697
1977-04-05T00:00:00.000Z;0.526
1977-04-06T00:00:00.000Z;0.457
1977-04-07T00:00:00.000Z;0.38
1977-04-08T00:00:00.000Z;0.314
1977-04-09T00:00:00.000Z;0.272
1977-04-10T00:00:00.000Z;0.264
1977-04-11T00:00:00.000Z;0.257
1977-04-12T00:00:00.000Z;0.27
1977-04-13T00:00:00.000Z;2.03
1977-04-14T00:00:00.000Z;1.78
1977-04-15T00:00:00.000Z;1.01
1977-04-16T00:00:00.000Z;0.785
1977-04-17T00:00:00.000Z;0.487
1977-04-18T00:00:00.000Z;0.366
1977-04-19T00:00:00.000Z;0.315
1977-04-20T00:00:00.000Z;0.276
1977-04-21T00:00:00.000Z;0.238
1977-04-22T00:00:00.000Z;0.222
1977-04-23T00:00:00.000Z;0.217
1977-04-24T00:00:00.000Z;1.93
1977-04-25T00:00:00.000Z;2.01
1977-04-26T00:00:00.000Z;0.644
1977-04-27T00:00:00.000Z;0.411
1977-04-28T00:00:00.000Z;0.38
1977-04-29T00:00:00.000Z;2.99
1977-04-30T00:00:00.000Z;1.25
1977-05-01T00:00:00.000Z;3.04
1977-05-02T00:00:00.000Z;0.897
1977-05-03T00:00:00.000Z;0.536
1977-05-04T00:00:00.000Z;0.416
1977-05-05T00:00:00.000Z;0.307
1977-05-06T00:00:00.000Z;0.242
1977-05-07T00:00:00.000Z;0.222
1977-05-08T00:00:00.000Z;0.318
1977-05-09T00:00:00.000Z;0.697
1977-05-10T00:00:00.000Z;0.433
1977-05-11T00:00:00.000Z;0.417
1977-05-12T00:00:00.000Z;1.28
1977-05-13T00:00:00.000Z;2.11
1977-05-14T00:00:00.000Z;0.633
1977-05-15T00:00:00.000Z;0.416
1977-05-16T00:00:00.000Z;0.445
1977-05-17T00:00:00.000Z;0.402
1977-05-18T00:00:00.000Z;0.286
1977-05-19T00:00:00.000Z;0.242
1977-05-20T00:00:00.000Z;0.215
1977-05-21T00:00:00.000Z;0.193
1977-05-22T00:00:00.000Z;0.264
1977-05-23T00:00:00.000Z;0.205
1977-05-24T00:00:00.000Z;0.17
1977-05-25T00:00:00.000Z;0.152
1977-05-26T00:00:00.000Z;0.737
1977-05-27T00:00:00.000Z;2.25
1977-05-28T00:00:00.000Z;0.519
1977-05-29T00:00:00.000Z;0.349
1977-05-30T00:00:00.000Z;0.262
1977-05-31T00:00:00.000Z;0.199
1977-06-01T00:00:00.000Z;0.165
1977-06-02T00:00:00.000Z;0.142
1977-06-03T00:00:00.000Z;0.139
1977-06-04T00:00:00.000Z;0.13
1977-06-05T00:00:00.000Z;0.21
1977-06-06T00:00:00.000Z;0.1
1977-06-07T00:00:00.000Z;0.5
1977-06-08T00:00:00.000Z;0.5
1977-06-09T00:00:00.000Z;0.3
1977-06-10T00:00:00.000Z;0.2
1977-06-11T00:00:00.000Z;0.17
1977-06-12T00:00:00.000Z;0.15
1977-06-13T00:00:00.000Z;0.13
1977-06-14T00:00:00.000Z;0.13
1977-06-15T00:00:00.000Z;0.13
1977-06-16T00:00:00.000Z;0.126
1977-06-17T00:00:00.000Z;0.123
1977-06-18T00:00:00.000Z;0.14
1977-06-19T00:00:00.000Z;0.198
1977-06-20T00:00:00.000Z;0.143
1977-06-21T00:00:00.000Z;0.247
1977-06-22T00:00:00.000Z;1.39
1977-06-23T00:00:00.000Z;1.27
1977-06-24T00:00:00.000Z;0.825
1977-06-25T00:00:00.000Z;0.498
1977-06-26T00:00:00.000Z;0.385
1977-06-27T00:00:00.000Z;0.368
1977-06-28T00:00:00.000Z;0.267
1977-06-29T00:00:00.000Z;0.222
1977-06-30T00:00:00.000Z;0.46
1977-07-01T00:00:00.000Z;0.317
1977-07-02T00:00:00.000Z;0.234
1977-07-03T00:00:00.000Z;0.184
1977-07-04T00:00:00.000Z;0.562
1977-07-05T00:00:00.000Z;0.546
1977-07-06T00:00:00.000Z;0.366
1977-07-07T00:00:00.000Z;0.251
1977-07-08T00:00:00.000Z;0.338
1977-07-09T00:00:00.000Z;0.42
1977-07-10T00:00:00.000Z;0.287
1977-07-11T00:00:00.000Z;0.227
1977-07-12T00:00:00.000Z;0.188
1977-07-13T00:00:00.000Z;0.16
1977-07-14T00:00:00.000Z;0.141
1977-07-15T00:00:00.000Z;0.128
1977-07-16T00:00:00.000Z;0.117
1977-07-17T00:00:00.000Z;0.112
1977-07-18T00:00:00.000Z;0.108
1977-07-19T00:00:00.000Z;0.104
1977-07-20T00:00:00.000Z;0.098
1977-07-21T00:00:00.000Z;0.149
1977-07-22T00:00:00.000Z;0.113
1977-07-23T00:00:00.000Z;0.095
1977-07-24T00:00:00.000Z;0.087
1977-07-25T00:00:00.000Z;0.411
1977-07-26T00:00:00.000Z;0.845
1977-07-27T00:00:00.000Z;0.665
1977-07-28T00:00:00.000Z;0.342
1977-07-29T00:00:00.000Z;0.471
1977-07-30T00:00:00.000Z;0.447
1977-07-31T00:00:00.000Z;5.84
1977-08-01T00:00:00.000Z;1
1977-08-02T00:00:00.000Z;0.466
1977-08-03T00:00:00.000Z;0.329
1977-08-04T00:00:00.000Z;0.237
1977-08-05T00:00:00.000Z;0.191
1977-08-06T00:00:00.000Z;0.166
1977-08-07T00:00:00.000Z;0.145
1977-08-08T00:00:00.000Z;0.139
1977-08-09T00:00:00.000Z;0.132
1977-08-10T00:00:00.000Z;0.136
1977-08-11T00:00:00.000Z;0.119
1977-08-12T00:00:00.000Z;0.104
1977-08-13T00:00:00.000Z;0.093
1977-08-14T00:00:00.000Z;0.093
1977-08-15T00:00:00.000Z;0.093
1977-08-16T00:00:00.000Z;0.085
1977-08-17T00:00:00.000Z;0.215
1977-08-18T00:00:00.000Z;0.918
1977-08-19T00:00:00.000Z;0.633
1977-08-20T00:00:00.000Z;0.729
1977-08-21T00:00:00.000Z;0.706
1977-08-22T00:00:00.000Z;1.07
1977-08-23T00:00:00.000Z;0.844
1977-08-24T00:00:00.000Z;0.784
1977-08-25T00:00:00.000Z;0.415
1977-08-26T00:00:00.000Z;0.455
1977-08-27T00:00:00.000Z;0.945
1977-08-28T00:00:00.000Z;0.487
1977-08-29T00:00:00.000Z;0.627
1977-08-30T00:00:00.000Z;0.49
1977-08-31T00:00:00.000Z;0.369
1977-09-01T00:00:00.000Z;0.271
1977-09-02T00:00:00.000Z;0.223
1977-09-03T00:00:00.000Z;0.187
1977-09-04T00:00:00.000Z;0.158
1977-09-05T00:00:00.000Z;0.135
1977-09-06T00:00:00.000Z;0.124
1977-09-07T00:00:00.000Z;0.116
1977-09-08T00:00:00.000Z;0.116
1977-09-09T00:00:00.000Z;0.131
1977-09-10T00:00:00.000Z;0.118
1977-09-11T00:00:00.000Z;0.107
1977-09-12T00:00:00.000Z;0.099
1977-09-13T00:00:00.000Z;0.091
1977-09-14T00:00:00.000Z;0.084
1977-09-15T00:00:00.000Z;0.079
1977-09-16T00:00:00.000Z;0.075
1977-09-17T00:00:00.000Z;0.071
1977-09-18T00:00:00.000Z;0.07
1977-09-19T00:00:00.000Z;0.07
1977-09-20T00:00:00.000Z;0.069
1977-09-21T00:00:00.000Z;0.066
1977-09-22T00:00:00.000Z;0.063
1977-09-23T00:00:00.000Z;0.062
1977-09-24T00:00:00.000Z;0.062
1977-09-25T00:00:00.000Z;0.062
1977-09-26T00:00:00.000Z;0.062
1977-09-27T00:00:00.000Z;0.062
1977-09-28T00:00:00.000Z;0.062
1977-09-29T00:00:00.000Z;0.062
1977-09-30T00:00:00.000Z;0.067
1977-10-01T00:00:00.000Z;0.064
1977-10-02T00:00:00.000Z;0.119
1977-10-03T00:00:00.000Z;0.118
1977-10-04T00:00:00.000Z;0.106
1977-10-05T00:00:00.000Z;0.083
1977-10-06T00:00:00.000Z;0.082
1977-10-07T00:00:00.000Z;0.082
1977-10-08T00:00:00.000Z;0.368
1977-10-09T00:00:00.000Z;0.213
1977-10-10T00:00:00.000Z;0.186
1977-10-11T00:00:00.000Z;0.207
1977-10-12T00:00:00.000Z;0.145
1977-10-13T00:00:00.000Z;0.122
1977-10-14T00:00:00.000Z;0.107
1977-10-15T00:00:00.000Z;0.098
1977-10-16T00:00:00.000Z;0.091
1977-10-17T00:00:00.000Z;0.084
1977-10-18T00:00:00.000Z;0.077
1977-10-19T00:00:00.000Z;0.071
1977-10-20T00:00:00.000Z;0.07
1977-10-21T00:00:00.000Z;0.07
1977-10-22T00:00:00.000Z;0.07
1977-10-23T00:00:00.000Z;0.07
1977-10-24T00:00:00.000Z;0.07
1977-10-25T00:00:00.000Z;1.36
1977-10-26T00:00:00.000Z;1.71
1977-10-27T00:00:00.000Z;0.448
1977-10-28T00:00:00.000Z;0.509
1977-10-29T00:00:00.000Z;0.413
1977-10-30T00:00:00.000Z;0.332
1977-10-31T00:00:00.000Z;0.257
1977-11-01T00:00:00.000Z;0.986
1977-11-02T00:00:00.000Z;0.481
1977-11-03T00:00:00.000Z;0.383
1977-11-04T00:00:00.000Z;1.44
1977-11-05T00:00:00.000Z;0.843
1977-11-06T00:00:00.000Z;0.485
1977-11-07T00:00:00.000Z;0.346
1977-11-08T00:00:00.000Z;0.264
1977-11-09T00:00:00.000Z;0.221
1977-11-10T00:00:00.000Z;0.194
1977-11-11T00:00:00.000Z;0.181
1977-11-12T00:00:00.000Z;0.167
1977-11-13T00:00:00.000Z;1.64
1977-11-14T00:00:00.000Z;2.67
1977-11-15T00:00:00.000Z;3.42
1977-11-16T00:00:00.000Z;1.59
1977-11-17T00:00:00.000Z;0.98
1977-11-18T00:00:00.000Z;0.755
1977-11-19T00:00:00.000Z;0.617
1977-11-20T00:00:00.000Z;0.576
1977-11-21T00:00:00.000Z;1.06
1977-11-22T00:00:00.000Z;0.735
1977-11-23T00:00:00.000Z;0.526
1977-11-24T00:00:00.000Z;1.65
1977-11-25T00:00:00.000Z;1.7
1977-11-26T00:00:00.000Z;0.711
1977-11-27T00:00:00.000Z;0.542
1977-11-28T00:00:00.000Z;0.457
1977-11-29T00:00:00.000Z;0.413
1977-11-30T00:00:00.000Z;0.351
1977-12-01T00:00:00.000Z;0.287
1977-12-02T00:00:00.000Z;0.24
1977-12-03T00:00:00.000Z;0.212
1977-12-04T00:00:00.000Z;0.202
1977-12-05T00:00:00.000Z;0.202
1977-12-06T00:00:00.000Z;2.1
1977-12-07T00:00:00.000Z;2.07
1977-12-08T00:00:00.000Z;3.09
1977-12-09T00:00:00.000Z;3.53
1977-12-10T00:00:00.000Z;1.22
1977-12-11T00:00:00.000Z;0.608
1977-12-12T00:00:00.000Z;0.441
1977-12-13T00:00:00.000Z;0.655
1977-12-14T00:00:00.000Z;0.506
1977-12-15T00:00:00.000Z;0.407
1977-12-16T00:00:00.000Z;0.348
1977-12-17T00:00:00.000Z;0.286
1977-12-18T00:00:00.000Z;0.237
1977-12-19T00:00:00.000Z;0.197
1977-12-20T00:00:00.000Z;0.175
1977-12-21T00:00:00.000Z;0.164
1977-12-22T00:00:00.000Z;0.236
1977-12-23T00:00:00.000Z;0.275
1977-12-24T00:00:00.000Z;0.731
1977-12-25T00:00:00.000Z;1.52
1977-12-26T00:00:00.000Z;0.612
1977-12-27T00:00:00.000Z;2.8
1977-12-28T00:00:00.000Z;1.25
1977-12-29T00:00:00.000Z;0.566
1977-12-30T00:00:00.000Z;0.445
1977-12-31T00:00:00.000Z;0.405
1978-01-01T00:00:00.000Z;0.383
1978-01-02T00:00:00.000Z;0.689
1978-01-03T00:00:00.000Z;1.75
1978-01-04T00:00:00.000Z;0.814
1978-01-05T00:00:00.000Z;0.536
1978-01-06T00:00:00.000Z;0.426
1978-01-07T00:00:00.000Z;0.367
1978-01-08T00:00:00.000Z;0.3
1978-01-09T00:00:00.000Z;0.255
1978-01-10T00:00:00.000Z;0.25
1978-01-11T00:00:00.000Z;0.903
1978-01-12T00:00:00.000Z;0.798
1978-01-13T00:00:00.000Z;0.462
1978-01-14T00:00:00.000Z;0.38
1978-01-15T00:00:00.000Z;0.319
1978-01-16T00:00:00.000Z;0.258
1978-01-17T00:00:00.000Z;0.226
1978-01-18T00:00:00.000Z;0.203
1978-01-19T00:00:00.000Z;0.174
1978-01-20T00:00:00.000Z;0.16
1978-01-21T00:00:00.000Z;0.16
1978-01-22T00:00:00.000Z;0.16
1978-01-23T00:00:00.000Z;0.16
1978-01-24T00:00:00.000Z;4.52
1978-01-25T00:00:00.000Z;2.05
1978-01-26T00:00:00.000Z;0.753
1978-01-27T00:00:00.000Z;0.541
1978-01-28T00:00:00.000Z;1.13
1978-01-29T00:00:00.000Z;0.956
1978-01-30T00:00:00.000Z;0.568
1978-01-31T00:00:00.000Z;0.461
1978-02-01T00:00:00.000Z;0.438
1978-02-02T00:00:00.000Z;2.2
1978-02-03T00:00:00.000Z;1.2
1978-02-04T00:00:00.000Z;0.672
1978-02-05T00:00:00.000Z;0.519
1978-02-06T00:00:00.000Z;0.441
1978-02-07T00:00:00.000Z;0.414
1978-02-08T00:00:00.000Z;0.39
1978-02-09T00:00:00.000Z;0.342
1978-02-10T00:00:00.000Z;0.34
1978-02-11T00:00:00.000Z;0.33
1978-02-12T00:00:00.000Z;0.31
1978-02-13T00:00:00.000Z;0.3
1978-02-14T00:00:00.000Z;0.29
1978-02-15T00:00:00.000Z;0.32
1978-02-16T00:00:00.000Z;4.27
1978-02-17T00:00:00.000Z;6.42
1978-02-18T00:00:00.000Z;2.42
1978-02-19T00:00:00.000Z;7.02
1978-02-20T00:00:00.000Z;4.13
1978-02-21T00:00:00.000Z;1.68
1978-02-22T00:00:00.000Z;2.11
1978-02-23T00:00:00.000Z;1.46
1978-02-24T00:00:00.000Z;2.63
1978-02-25T00:00:00.000Z;1.77
1978-02-26T00:00:00.000Z;1.75
1978-02-27T00:00:00.000Z;0.854
1978-02-28T00:00:00.000Z;0.722
1978-03-01T00:00:00.000Z;0.517
1978-03-02T00:00:00.000Z;0.51
1978-03-03T00:00:00.000Z;0.452
1978-03-04T00:00:00.000Z;0.389
1978-03-05T00:00:00.000Z;0.354
1978-03-06T00:00:00.000Z;0.287
1978-03-07T00:00:00.000Z;0.255
1978-03-08T00:00:00.000Z;0.224
1978-03-09T00:00:00.000Z;0.19
1978-03-10T00:00:00.000Z;0.179
1978-03-11T00:00:00.000Z;0.166
1978-03-12T00:00:00.000Z;0.16
1978-03-13T00:00:00.000Z;0.25
1978-03-14T00:00:00.000Z;0.225
1978-03-15T00:00:00.000Z;1.32
1978-03-16T00:00:00.000Z;1.42
1978-03-17T00:00:00.000Z;0.746
1978-03-18T00:00:00.000Z;0.579
1978-03-19T00:00:00.000Z;0.498
1978-03-20T00:00:00.000Z;6.4
1978-03-21T00:00:00.000Z;4.07
1978-03-22T00:00:00.000Z;0.917
1978-03-23T00:00:00.000Z;2.05
1978-03-24T00:00:00.000Z;0.877
1978-03-25T00:00:00.000Z;1.07
1978-03-26T00:00:00.000Z;3.47
1978-03-27T00:00:00.000Z;2.24
1978-03-28T00:00:00.000Z;1.4
1978-03-29T00:00:00.000Z;0.619
1978-03-30T00:00:00.000Z;0.413
1978-03-31T00:00:00.000Z;0.286
1978-04-01T00:00:00.000Z;0.243
1978-04-02T00:00:00.000Z;0.201
1978-04-03T00:00:00.000Z;0.172
1978-04-04T00:00:00.000Z;0.217
1978-04-05T00:00:00.000Z;0.193
1978-04-06T00:00:00.000Z;0.158
1978-04-07T00:00:00.000Z;0.135
1978-04-08T00:00:00.000Z;0.121
1978-04-09T00:00:00.000Z;0.107
1978-04-10T00:00:00.000Z;0.093
1978-04-11T00:00:00.000Z;0.087
1978-04-12T00:00:00.000Z;0.099
1978-04-13T00:00:00.000Z;0.084
1978-04-14T00:00:00.000Z;0.07
1978-04-15T00:00:00.000Z;0.1
1978-04-16T00:00:00.000Z;0.478
1978-04-17T00:00:00.000Z;0.707
1978-04-18T00:00:00.000Z;0.459
1978-04-19T00:00:00.000Z;0.68
1978-04-20T00:00:00.000Z;1.06
1978-04-21T00:00:00.000Z;1.09
1978-04-22T00:00:00.000Z;0.471
1978-04-23T00:00:00.000Z;0.309
1978-04-24T00:00:00.000Z;0.23
1978-04-25T00:00:00.000Z;0.179
1978-04-26T00:00:00.000Z;0.251
1978-04-27T00:00:00.000Z;0.646
1978-04-28T00:00:00.000Z;0.616
1978-04-29T00:00:00.000Z;0.375
1978-04-30T00:00:00.000Z;0.35
1978-05-01T00:00:00.000Z;0.56
1978-05-02T00:00:00.000Z;1
1978-05-03T00:00:00.000Z;0.8
1978-05-04T00:00:00.000Z;0.6
1978-05-05T00:00:00.000Z;0.38
1978-05-06T00:00:00.000Z;0.28
1978-05-07T00:00:00.000Z;0.24
1978-05-08T00:00:00.000Z;0.3
1978-05-09T00:00:00.000Z;0.375
1978-05-10T00:00:00.000Z;0.32
1978-05-11T00:00:00.000Z;0.25
1978-05-12T00:00:00.000Z;0.2
1978-05-13T00:00:00.000Z;0.24
1978-05-14T00:00:00.000Z;0.25
1978-05-15T00:00:00.000Z;0.3
1978-05-16T00:00:00.000Z;0.5
1978-05-17T00:00:00.000Z;0.39
1978-05-18T00:00:00.000Z;0.3
1978-05-19T00:00:00.000Z;0.3
1978-05-20T00:00:00.000Z;0.65
1978-05-21T00:00:00.000Z;0.6
1978-05-22T00:00:00.000Z;0.6
1978-05-23T00:00:00.000Z;0.8
1978-05-24T00:00:00.000Z;0.75
1978-05-25T00:00:00.000Z;0.44
1978-05-26T00:00:00.000Z;0.371
1978-05-27T00:00:00.000Z;0.303
1978-05-28T00:00:00.000Z;0.22
1978-05-29T00:00:00.000Z;0.169
1978-05-30T00:00:00.000Z;0.133
1978-05-31T00:00:00.000Z;0.114
1978-06-01T00:00:00.000Z;0.095
1978-06-02T00:00:00.000Z;0.082
1978-06-03T00:00:00.000Z;0.082
1978-06-04T00:00:00.000Z;0.143
1978-06-05T00:00:00.000Z;0.085
1978-06-06T00:00:00.000Z;0.063
1978-06-07T00:00:00.000Z;0.054
1978-06-08T00:00:00.000Z;0.053
1978-06-09T00:00:00.000Z;0.05
1978-06-10T00:00:00.000Z;0.047
1978-06-11T00:00:00.000Z;0.04
1978-06-12T00:00:00.000Z;0.033
1978-06-13T00:00:00.000Z;0.03
1978-06-14T00:00:00.000Z;0.03
1978-06-15T00:00:00.000Z;0.03
1978-06-16T00:00:00.000Z;0.048
1978-06-17T00:00:00.000Z;0.156
1978-06-18T00:00:00.000Z;0.094
1978-06-19T00:00:00.000Z;0.065
1978-06-20T00:00:00.000Z;0.079
1978-06-21T00:00:00.000Z;0.055
1978-06-22T00:00:00.000Z;0.041
1978-06-23T00:00:00.000Z;0.051
1978-06-24T00:00:00.000Z;0.303
1978-06-25T00:00:00.000Z;0.389
1978-06-26T00:00:00.000Z;0.178
1978-06-27T00:00:00.000Z;0.357
1978-06-28T00:00:00.000Z;0.434
1978-06-29T00:00:00.000Z;0.222
1978-06-30T00:00:00.000Z;0.152
1978-07-01T00:00:00.000Z;0.731
1978-07-02T00:00:00.000Z;0.273
1978-07-03T00:00:00.000Z;0.167
1978-07-04T00:00:00.000Z;2.53
1978-07-05T00:00:00.000Z;0.774
1978-07-06T00:00:00.000Z;2.31
1978-07-07T00:00:00.000Z;2.6
1978-07-08T00:00:00.000Z;1.6
1978-07-09T00:00:00.000Z;0.853
1978-07-10T00:00:00.000Z;0.607
1978-07-11T00:00:00.000Z;0.447
1978-07-12T00:00:00.000Z;0.358
1978-07-13T00:00:00.000Z;0.244
1978-07-14T00:00:00.000Z;0.184
1978-07-15T00:00:00.000Z;0.147
1978-07-16T00:00:00.000Z;0.129
1978-07-17T00:00:00.000Z;0.093
1978-07-18T00:00:00.000Z;0.08
1978-07-19T00:00:00.000Z;0.075
1978-07-20T00:00:00.000Z;0.069
1978-07-21T00:00:00.000Z;0.062
1978-07-22T00:00:00.000Z;0.059
1978-07-23T00:00:00.000Z;0.057
1978-07-24T00:00:00.000Z;0.055
1978-07-25T00:00:00.000Z;0.049
1978-07-26T00:00:00.000Z;0.039
1978-07-27T00:00:00.000Z;0.037
1978-07-28T00:00:00.000Z;0.037
1978-07-29T00:00:00.000Z;0.032
1978-07-30T00:00:00.000Z;0.03
1978-07-31T00:00:00.000Z;0.03
1978-08-01T00:00:00.000Z;0.114
1978-08-02T00:00:00.000Z;0.134
1978-08-03T00:00:00.000Z;0.057
1978-08-04T00:00:00.000Z;0.039
1978-08-05T00:00:00.000Z;0.03
1978-08-06T00:00:00.000Z;0.029
1978-08-07T00:00:00.000Z;1.6
1978-08-08T00:00:00.000Z;4.08
1978-08-09T00:00:00.000Z;1.36
1978-08-10T00:00:00.000Z;1.66
1978-08-11T00:00:00.000Z;0.73
1978-08-12T00:00:00.000Z;0.359
1978-08-13T00:00:00.000Z;0.252
1978-08-14T00:00:00.000Z;0.2
1978-08-15T00:00:00.000Z;0.132
1978-08-16T00:00:00.000Z;0.161
1978-08-17T00:00:00.000Z;0.149
