Region;French Jura
1994-02-21T00:00:00.000Z;2.94
1994-02-22T00:00:00.000Z;2.84
1994-02-23T00:00:00.000Z;3.16
1994-02-24T00:00:00.000Z;3.86
1994-02-25T00:00:00.000Z;5.97
1994-02-26T00:00:00.000Z;5.86
1994-02-27T00:00:00.000Z;4.63
1994-02-28T00:00:00.000Z;5.04
1994-03-01T00:00:00.000Z;4.65
1994-03-02T00:00:00.000Z;3.68
1994-03-03T00:00:00.000Z;3.32
1994-03-04T00:00:00.000Z;3.48
1994-03-05T00:00:00.000Z;3.15
1994-03-06T00:00:00.000Z;2.85
1994-03-07T00:00:00.000Z;2.36
1994-03-08T00:00:00.000Z;2.03
1994-03-09T00:00:00.000Z;1.76
1994-03-10T00:00:00.000Z;1.65
1994-03-11T00:00:00.000Z;1.57
1994-03-12T00:00:00.000Z;1.49
1994-03-13T00:00:00.000Z;1.43
1994-03-14T00:00:00.000Z;1.87
1994-03-15T00:00:00.000Z;2.15
1994-03-16T00:00:00.000Z;2.37
1994-03-17T00:00:00.000Z;3.19
1994-03-18T00:00:00.000Z;3.39
1994-03-19T00:00:00.000Z;2.65
1994-03-20T00:00:00.000Z;4.02
1994-03-21T00:00:00.000Z;4.07
1994-03-22T00:00:00.000Z;3.84
1994-03-23T00:00:00.000Z;3.34
1994-03-24T00:00:00.000Z;2.81
1994-03-25T00:00:00.000Z;2.14
1994-03-26T00:00:00.000Z;3.96
1994-03-27T00:00:00.000Z;3.51
1994-03-28T00:00:00.000Z;3.08
1994-03-29T00:00:00.000Z;2.4
1994-03-30T00:00:00.000Z;1.89
1994-03-31T00:00:00.000Z;1.74
1994-04-01T00:00:00.000Z;2.2
1994-04-02T00:00:00.000Z;3.24
1994-04-03T00:00:00.000Z;3.45
1994-04-04T00:00:00.000Z;4.21
1994-04-05T00:00:00.000Z;5.35
1994-04-06T00:00:00.000Z;4.9
1994-04-07T00:00:00.000Z;4.79
1994-04-08T00:00:00.000Z;6.49
1994-04-09T00:00:00.000Z;6.31
1994-04-10T00:00:00.000Z;6.09
1994-04-11T00:00:00.000Z;5.47
1994-04-12T00:00:00.000Z;4.91
1994-04-13T00:00:00.000Z;7.18
1994-04-14T00:00:00.000Z;6.65
1994-04-15T00:00:00.000Z;5.68
1994-04-16T00:00:00.000Z;4.99
1994-04-17T00:00:00.000Z;4.93
1994-04-18T00:00:00.000Z;5
1994-04-19T00:00:00.000Z;4.22
1994-04-20T00:00:00.000Z;3.67
1994-04-21T00:00:00.000Z;3.44
1994-04-22T00:00:00.000Z;3.3
1994-04-23T00:00:00.000Z;3.19
1994-04-24T00:00:00.000Z;3
1994-04-25T00:00:00.000Z;3.07
1994-04-26T00:00:00.000Z;3.81
1994-04-27T00:00:00.000Z;3.43
1994-04-28T00:00:00.000Z;3.05
1994-04-29T00:00:00.000Z;2.46
1994-04-30T00:00:00.000Z;2.15
1994-05-01T00:00:00.000Z;2
1994-05-02T00:00:00.000Z;1.85
1994-05-03T00:00:00.000Z;1.67
1994-05-04T00:00:00.000Z;1.55
1994-05-05T00:00:00.000Z;1.54
1994-05-06T00:00:00.000Z;1.47
1994-05-07T00:00:00.000Z;1.41
1994-05-08T00:00:00.000Z;1.41
1994-05-09T00:00:00.000Z;2.6
1994-05-10T00:00:00.000Z;3.2
1994-05-11T00:00:00.000Z;2.9
1994-05-12T00:00:00.000Z;2.36
1994-05-13T00:00:00.000Z;2.15
1994-05-14T00:00:00.000Z;1.95
1994-05-15T00:00:00.000Z;1.99
1994-05-16T00:00:00.000Z;1.78
1994-05-17T00:00:00.000Z;1.47
1994-05-18T00:00:00.000Z;2.24
1994-05-19T00:00:00.000Z;7.27
1994-05-20T00:00:00.000Z;6.42
1994-05-21T00:00:00.000Z;5.22
1994-05-22T00:00:00.000Z;5.16
1994-05-23T00:00:00.000Z;4.22
1994-05-24T00:00:00.000Z;3.62
1994-05-25T00:00:00.000Z;3.61
1994-05-26T00:00:00.000Z;3.32
1994-05-27T00:00:00.000Z;3.32
1994-05-28T00:00:00.000Z;3.26
1994-05-29T00:00:00.000Z;3.03
1994-05-30T00:00:00.000Z;2.95
1994-05-31T00:00:00.000Z;2.59
1994-06-01T00:00:00.000Z;2.28
1994-06-02T00:00:00.000Z;2.1
1994-06-03T00:00:00.000Z;1.89
1994-06-04T00:00:00.000Z;1.83
1994-06-05T00:00:00.000Z;3.45
1994-06-06T00:00:00.000Z;3.29
1994-06-07T00:00:00.000Z;2.75
1994-06-08T00:00:00.000Z;2.33
1994-06-09T00:00:00.000Z;4.68
1994-06-10T00:00:00.000Z;3.59
1994-06-11T00:00:00.000Z;3.17
1994-06-12T00:00:00.000Z;2.68
1994-06-13T00:00:00.000Z;2.17
1994-06-14T00:00:00.000Z;1.9
1994-06-15T00:00:00.000Z;1.76
1994-06-16T00:00:00.000Z;1.59
1994-06-17T00:00:00.000Z;1.48
1994-06-18T00:00:00.000Z;1.36
1994-06-19T00:00:00.000Z;1.29
1994-06-20T00:00:00.000Z;1.5
1994-06-21T00:00:00.000Z;1.37
1994-06-22T00:00:00.000Z;1.26
1994-06-23T00:00:00.000Z;1.2
1994-06-24T00:00:00.000Z;1.33
1994-06-25T00:00:00.000Z;1.51
1994-06-26T00:00:00.000Z;1.45
1994-06-27T00:00:00.000Z;1.5
1994-06-28T00:00:00.000Z;1.3
1994-06-29T00:00:00.000Z;1.26
1994-06-30T00:00:00.000Z;1.2
1994-07-01T00:00:00.000Z;1.21
1994-07-02T00:00:00.000Z;1.2
1994-07-03T00:00:00.000Z;1.11
1994-07-04T00:00:00.000Z;1.19
1994-07-05T00:00:00.000Z;1.29
1994-07-06T00:00:00.000Z;1.1
1994-07-07T00:00:00.000Z;1.1
1994-07-08T00:00:00.000Z;1.06
1994-07-09T00:00:00.000Z;1.03
1994-07-10T00:00:00.000Z;1.01
1994-07-11T00:00:00.000Z;0.988
1994-07-12T00:00:00.000Z;0.974
1994-07-13T00:00:00.000Z;1.07
1994-07-14T00:00:00.000Z;1.03
1994-07-15T00:00:00.000Z;1.02
1994-07-16T00:00:00.000Z;0.986
1994-07-17T00:00:00.000Z;0.989
1994-07-18T00:00:00.000Z;0.97
1994-07-19T00:00:00.000Z;1.08
1994-07-20T00:00:00.000Z;1.66
1994-07-21T00:00:00.000Z;1.34
1994-07-22T00:00:00.000Z;1
1994-07-23T00:00:00.000Z;1.34
1994-07-24T00:00:00.000Z;1.54
1994-07-25T00:00:00.000Z;1.11
1994-07-26T00:00:00.000Z;1.04
1994-07-27T00:00:00.000Z;1.08
1994-07-28T00:00:00.000Z;0.988
1994-07-29T00:00:00.000Z;0.948
1994-07-30T00:00:00.000Z;1.15
1994-07-31T00:00:00.000Z;1.13
1994-08-01T00:00:00.000Z;1.07
1994-08-02T00:00:00.000Z;0.954
1994-08-03T00:00:00.000Z;0.916
1994-08-04T00:00:00.000Z;0.878
1994-08-05T00:00:00.000Z;0.853
1994-08-06T00:00:00.000Z;0.836
1994-08-07T00:00:00.000Z;0.824
1994-08-08T00:00:00.000Z;0.851
1994-08-09T00:00:00.000Z;0.781
1994-08-10T00:00:00.000Z;0.773
1994-08-11T00:00:00.000Z;0.766
1994-08-12T00:00:00.000Z;0.791
1994-08-13T00:00:00.000Z;0.762
1994-08-14T00:00:00.000Z;0.767
1994-08-15T00:00:00.000Z;0.77
1994-08-16T00:00:00.000Z;0.775
1994-08-17T00:00:00.000Z;0.771
1994-08-18T00:00:00.000Z;0.763
1994-08-19T00:00:00.000Z;0.729
1994-08-20T00:00:00.000Z;0.733
1994-08-21T00:00:00.000Z;0.738
1994-08-22T00:00:00.000Z;0.743
1994-08-23T00:00:00.000Z;0.76
1994-08-24T00:00:00.000Z;0.763
1994-08-25T00:00:00.000Z;0.807
1994-08-26T00:00:00.000Z;0.857
1994-08-27T00:00:00.000Z;0.852
1994-08-28T00:00:00.000Z;0.847
1994-08-29T00:00:00.000Z;0.842
1994-08-30T00:00:00.000Z;0.838
1994-08-31T00:00:00.000Z;0.812
1994-09-01T00:00:00.000Z;1.02
1994-09-02T00:00:00.000Z;1.21
1994-09-03T00:00:00.000Z;1.11
1994-09-04T00:00:00.000Z;1.02
1994-09-05T00:00:00.000Z;0.994
1994-09-06T00:00:00.000Z;0.896
1994-09-07T00:00:00.000Z;0.99
1994-09-08T00:00:00.000Z;2.9
1994-09-09T00:00:00.000Z;3.65
1994-09-10T00:00:00.000Z;3.03
1994-09-11T00:00:00.000Z;2.03
1994-09-12T00:00:00.000Z;2.44
1994-09-13T00:00:00.000Z;7.21
1994-09-14T00:00:00.000Z;5.89
1994-09-15T00:00:00.000Z;7.01
1994-09-16T00:00:00.000Z;8.31
1994-09-17T00:00:00.000Z;7.17
1994-09-18T00:00:00.000Z;5.79
1994-09-19T00:00:00.000Z;4.38
1994-09-20T00:00:00.000Z;3.71
1994-09-21T00:00:00.000Z;3.42
1994-09-22T00:00:00.000Z;3.13
1994-09-23T00:00:00.000Z;2.72
1994-09-24T00:00:00.000Z;2.32
1994-09-25T00:00:00.000Z;2.22
1994-09-26T00:00:00.000Z;2.08
1994-09-27T00:00:00.000Z;1.98
1994-09-28T00:00:00.000Z;1.82
1994-09-29T00:00:00.000Z;2.12
1994-09-30T00:00:00.000Z;1.98
1994-10-01T00:00:00.000Z;1.69
1994-10-02T00:00:00.000Z;1.59
1994-10-03T00:00:00.000Z;2.18
1994-10-04T00:00:00.000Z;3.7
1994-10-05T00:00:00.000Z;3.33
1994-10-06T00:00:00.000Z;2.75
1994-10-07T00:00:00.000Z;2.25
1994-10-08T00:00:00.000Z;2.11
1994-10-09T00:00:00.000Z;1.82
1994-10-10T00:00:00.000Z;1.6
1994-10-11T00:00:00.000Z;1.51
1994-10-12T00:00:00.000Z;1.31
1994-10-13T00:00:00.000Z;1.22
1994-10-14T00:00:00.000Z;1.18
1994-10-15T00:00:00.000Z;1.1
1994-10-16T00:00:00.000Z;1.08
1994-10-17T00:00:00.000Z;1.06
1994-10-18T00:00:00.000Z;1.01
1994-10-19T00:00:00.000Z;1.01
1994-10-20T00:00:00.000Z;0.992
1994-10-21T00:00:00.000Z;0.95
1994-10-22T00:00:00.000Z;0.933
1994-10-23T00:00:00.000Z;0.959
1994-10-24T00:00:00.000Z;1.09
1994-10-25T00:00:00.000Z;1.44
1994-10-26T00:00:00.000Z;3.51
1994-10-27T00:00:00.000Z;3.78
1994-10-28T00:00:00.000Z;3.9
1994-10-29T00:00:00.000Z;3.66
1994-10-30T00:00:00.000Z;3.5
1994-10-31T00:00:00.000Z;3.33
1994-11-01T00:00:00.000Z;3.13
1994-11-02T00:00:00.000Z;3.06
1994-11-03T00:00:00.000Z;2.63
1994-11-04T00:00:00.000Z;2.21
1994-11-05T00:00:00.000Z;2.02
1994-11-06T00:00:00.000Z;1.68
1994-11-07T00:00:00.000Z;1.45
1994-11-08T00:00:00.000Z;1.36
1994-11-09T00:00:00.000Z;1.33
1994-11-10T00:00:00.000Z;2.11
1994-11-11T00:00:00.000Z;2.91
1994-11-12T00:00:00.000Z;2.7
1994-11-13T00:00:00.000Z;2.27
1994-11-14T00:00:00.000Z;2.02
1994-11-15T00:00:00.000Z;1.87
1994-11-16T00:00:00.000Z;1.83
1994-11-17T00:00:00.000Z;1.8
1994-11-18T00:00:00.000Z;2.07
1994-11-19T00:00:00.000Z;4.9
1994-11-20T00:00:00.000Z;4.32
1994-11-21T00:00:00.000Z;3.44
1994-11-22T00:00:00.000Z;2.91
1994-11-23T00:00:00.000Z;2.28
1994-11-24T00:00:00.000Z;2.12
1994-11-25T00:00:00.000Z;1.84
1994-11-26T00:00:00.000Z;1.55
1994-11-27T00:00:00.000Z;1.42
1994-11-28T00:00:00.000Z;1.29
1994-11-29T00:00:00.000Z;1.2
1994-11-30T00:00:00.000Z;1.13
1994-12-01T00:00:00.000Z;1.08
1994-12-02T00:00:00.000Z;1.06
1994-12-03T00:00:00.000Z;1.05
1994-12-04T00:00:00.000Z;1.03
1994-12-05T00:00:00.000Z;1.23
1994-12-06T00:00:00.000Z;1.77
1994-12-07T00:00:00.000Z;1.8
1994-12-08T00:00:00.000Z;2.03
1994-12-09T00:00:00.000Z;4.05
1994-12-10T00:00:00.000Z;9.21
1994-12-11T00:00:00.000Z;7.39
1994-12-12T00:00:00.000Z;4.89
1994-12-13T00:00:00.000Z;3.58
1994-12-14T00:00:00.000Z;2.83
1994-12-15T00:00:00.000Z;2.13
1994-12-16T00:00:00.000Z;1.81
1994-12-17T00:00:00.000Z;1.63
1994-12-18T00:00:00.000Z;1.62
1994-12-19T00:00:00.000Z;1.6
1994-12-20T00:00:00.000Z;1.55
1994-12-21T00:00:00.000Z;1.48
1994-12-22T00:00:00.000Z;1.42
1994-12-23T00:00:00.000Z;1.37
1994-12-24T00:00:00.000Z;1.27
1994-12-25T00:00:00.000Z;1.16
1994-12-26T00:00:00.000Z;1.16
1994-12-27T00:00:00.000Z;1.6
1994-12-28T00:00:00.000Z;8.29
1994-12-29T00:00:00.000Z;8.11
1994-12-30T00:00:00.000Z;9.47
1994-12-31T00:00:00.000Z;9.34
1995-01-01T00:00:00.000Z;8.67
1995-01-02T00:00:00.000Z;7.46
1995-01-03T00:00:00.000Z;5.32
1995-01-04T00:00:00.000Z;3.8
1995-01-05T00:00:00.000Z;3.18
1995-01-06T00:00:00.000Z;2.92
1995-01-07T00:00:00.000Z;2.23
1995-01-08T00:00:00.000Z;1.92
1995-01-09T00:00:00.000Z;1.81
1995-01-10T00:00:00.000Z;2.51
1995-01-11T00:00:00.000Z;9.36
1995-01-12T00:00:00.000Z;8.51
1995-01-13T00:00:00.000Z;6.1
1995-01-14T00:00:00.000Z;4.2
1995-01-15T00:00:00.000Z;3.28
1995-01-16T00:00:00.000Z;3.02
1995-01-17T00:00:00.000Z;2.46
1995-01-18T00:00:00.000Z;2.93
1995-01-19T00:00:00.000Z;3.6
1995-01-20T00:00:00.000Z;3.39
1995-01-21T00:00:00.000Z;3.59
1995-01-22T00:00:00.000Z;7.89
1995-01-23T00:00:00.000Z;10
1995-01-24T00:00:00.000Z;9.86
1995-01-25T00:00:00.000Z;10.5
1995-01-26T00:00:00.000Z;11.3
1995-01-27T00:00:00.000Z;10.6
1995-01-28T00:00:00.000Z;9.57
1995-01-29T00:00:00.000Z;9.96
1995-01-30T00:00:00.000Z;10.3
1995-01-31T00:00:00.000Z;10.2
1995-02-01T00:00:00.000Z;8.95
1995-02-02T00:00:00.000Z;8.22
1995-02-03T00:00:00.000Z;7.04
1995-02-04T00:00:00.000Z;6.24
1995-02-05T00:00:00.000Z;5.91
1995-02-06T00:00:00.000Z;4.92
1995-02-07T00:00:00.000Z;4.05
1995-02-08T00:00:00.000Z;3.61
1995-02-09T00:00:00.000Z;5.57
1995-02-10T00:00:00.000Z;5.56
1995-02-11T00:00:00.000Z;5.35
1995-02-12T00:00:00.000Z;5.01
1995-02-13T00:00:00.000Z;4.86
1995-02-14T00:00:00.000Z;7.27
1995-02-15T00:00:00.000Z;6.26
1995-02-16T00:00:00.000Z;9.22
1995-02-17T00:00:00.000Z;8.88
1995-02-18T00:00:00.000Z;8.58
1995-02-19T00:00:00.000Z;7.24
1995-02-20T00:00:00.000Z;6.02
1995-02-21T00:00:00.000Z;6.11
1995-02-22T00:00:00.000Z;5.54
1995-02-23T00:00:00.000Z;4.58
1995-02-24T00:00:00.000Z;6.59
1995-02-25T00:00:00.000Z;10.3
1995-02-26T00:00:00.000Z;10
1995-02-27T00:00:00.000Z;8.83
1995-02-28T00:00:00.000Z;7.63
1995-03-01T00:00:00.000Z;5.87
1995-03-02T00:00:00.000Z;4.35
1995-03-03T00:00:00.000Z;3.65
1995-03-04T00:00:00.000Z;3.41
1995-03-05T00:00:00.000Z;3.36
1995-03-06T00:00:00.000Z;3.56
1995-03-07T00:00:00.000Z;3.03
1995-03-08T00:00:00.000Z;3.19
1995-03-09T00:00:00.000Z;3
1995-03-10T00:00:00.000Z;2.75
1995-03-11T00:00:00.000Z;2.7
1995-03-12T00:00:00.000Z;2.88
1995-03-13T00:00:00.000Z;3.29
1995-03-14T00:00:00.000Z;3.25
1995-03-15T00:00:00.000Z;3.04
1995-03-16T00:00:00.000Z;2.74
1995-03-17T00:00:00.000Z;2.6
1995-03-18T00:00:00.000Z;7.8
1995-03-19T00:00:00.000Z;9.89
1995-03-20T00:00:00.000Z;9.71
1995-03-21T00:00:00.000Z;8.63
1995-03-22T00:00:00.000Z;7.5
1995-03-23T00:00:00.000Z;6.12
1995-03-24T00:00:00.000Z;5.32
1995-03-25T00:00:00.000Z;4.46
1995-03-26T00:00:00.000Z;3.76
1995-03-27T00:00:00.000Z;7.39
1995-03-28T00:00:00.000Z;8.97
1995-03-29T00:00:00.000Z;8.93
1995-03-30T00:00:00.000Z;7.63
1995-03-31T00:00:00.000Z;5.54
1995-04-01T00:00:00.000Z;4.29
1995-04-02T00:00:00.000Z;4.44
1995-04-03T00:00:00.000Z;5.23
1995-04-04T00:00:00.000Z;4.1
1995-04-05T00:00:00.000Z;3.5
1995-04-06T00:00:00.000Z;3.22
1995-04-07T00:00:00.000Z;2.85
1995-04-08T00:00:00.000Z;2.42
1995-04-09T00:00:00.000Z;2.07
1995-04-10T00:00:00.000Z;1.93
1995-04-11T00:00:00.000Z;1.89
1995-04-12T00:00:00.000Z;1.9
1995-04-13T00:00:00.000Z;1.78
1995-04-14T00:00:00.000Z;1.65
1995-04-15T00:00:00.000Z;1.58
1995-04-16T00:00:00.000Z;1.55
1995-04-17T00:00:00.000Z;1.52
1995-04-18T00:00:00.000Z;1.49
1995-04-19T00:00:00.000Z;1.49
1995-04-20T00:00:00.000Z;1.7
1995-04-21T00:00:00.000Z;1.68
1995-04-22T00:00:00.000Z;1.56
1995-04-23T00:00:00.000Z;1.4
1995-04-24T00:00:00.000Z;1.33
1995-04-25T00:00:00.000Z;1.31
1995-04-26T00:00:00.000Z;1.48
1995-04-27T00:00:00.000Z;2.87
1995-04-28T00:00:00.000Z;3.27
1995-04-29T00:00:00.000Z;2.91
1995-04-30T00:00:00.000Z;2.39
1995-05-01T00:00:00.000Z;2.34
1995-05-02T00:00:00.000Z;2.1
1995-05-03T00:00:00.000Z;1.89
1995-05-04T00:00:00.000Z;1.81
1995-05-05T00:00:00.000Z;1.61
1995-05-06T00:00:00.000Z;1.43
1995-05-07T00:00:00.000Z;1.37
1995-05-08T00:00:00.000Z;1.31
1995-05-09T00:00:00.000Z;1.29
1995-05-10T00:00:00.000Z;1.23
1995-05-11T00:00:00.000Z;1.2
1995-05-12T00:00:00.000Z;1.28
1995-05-13T00:00:00.000Z;6.73
1995-05-14T00:00:00.000Z;8.52
1995-05-15T00:00:00.000Z;7.36
1995-05-16T00:00:00.000Z;5.17
1995-05-17T00:00:00.000Z;5.51
1995-05-18T00:00:00.000Z;7.16
1995-05-19T00:00:00.000Z;7.96
1995-05-20T00:00:00.000Z;5.45
1995-05-21T00:00:00.000Z;3.93
1995-05-22T00:00:00.000Z;3.26
1995-05-23T00:00:00.000Z;2.59
1995-05-24T00:00:00.000Z;2.12
1995-05-25T00:00:00.000Z;2.01
1995-05-26T00:00:00.000Z;1.97
1995-05-27T00:00:00.000Z;1.93
1995-05-28T00:00:00.000Z;2.1
1995-05-29T00:00:00.000Z;2.14
1995-05-30T00:00:00.000Z;2.1
1995-05-31T00:00:00.000Z;5.2
1995-06-01T00:00:00.000Z;8.76
1995-06-02T00:00:00.000Z;7.04
1995-06-03T00:00:00.000Z;5.01
1995-06-04T00:00:00.000Z;4.21
1995-06-05T00:00:00.000Z;3.7
1995-06-06T00:00:00.000Z;3.33
1995-06-07T00:00:00.000Z;3
1995-06-08T00:00:00.000Z;2.67
1995-06-09T00:00:00.000Z;2.38
1995-06-10T00:00:00.000Z;2.38
1995-06-11T00:00:00.000Z;2.18
1995-06-12T00:00:00.000Z;2.16
1995-06-13T00:00:00.000Z;2.75
1995-06-14T00:00:00.000Z;3.19
1995-06-15T00:00:00.000Z;2.73
1995-06-16T00:00:00.000Z;2.28
1995-06-17T00:00:00.000Z;2.09
1995-06-18T00:00:00.000Z;1.92
1995-06-19T00:00:00.000Z;1.64
1995-06-20T00:00:00.000Z;1.49
1995-06-21T00:00:00.000Z;1.38
1995-06-22T00:00:00.000Z;1.28
1995-06-23T00:00:00.000Z;1.24
1995-06-24T00:00:00.000Z;1.22
1995-06-25T00:00:00.000Z;1.17
1995-06-26T00:00:00.000Z;1.13
1995-06-27T00:00:00.000Z;1.11
1995-06-28T00:00:00.000Z;1.24
1995-06-29T00:00:00.000Z;1.31
1995-06-30T00:00:00.000Z;1.3
1995-07-01T00:00:00.000Z;1.28
1995-07-02T00:00:00.000Z;1.3
1995-07-03T00:00:00.000Z;1.64
1995-07-04T00:00:00.000Z;1.88
1995-07-05T00:00:00.000Z;1.64
1995-07-06T00:00:00.000Z;1.47
1995-07-07T00:00:00.000Z;1.37
1995-07-08T00:00:00.000Z;1.32
1995-07-09T00:00:00.000Z;1.27
1995-07-10T00:00:00.000Z;1.23
1995-07-11T00:00:00.000Z;1.18
1995-07-12T00:00:00.000Z;1.14
1995-07-13T00:00:00.000Z;1.12
1995-07-14T00:00:00.000Z;1.09
1995-07-15T00:00:00.000Z;1.07
1995-07-16T00:00:00.000Z;1.52
1995-07-17T00:00:00.000Z;1.63
1995-07-18T00:00:00.000Z;1.32
1995-07-19T00:00:00.000Z;1.12
1995-07-20T00:00:00.000Z;0.885
1995-07-21T00:00:00.000Z;0.769
1995-07-22T00:00:00.000Z;0.813
1995-07-23T00:00:00.000Z;0.75
1995-07-24T00:00:00.000Z;0.73
1995-07-25T00:00:00.000Z;0.742
1995-07-26T00:00:00.000Z;0.691
1995-07-27T00:00:00.000Z;0.688
1995-07-28T00:00:00.000Z;0.705
1995-07-29T00:00:00.000Z;0.674
1995-07-30T00:00:00.000Z;0.657
1995-07-31T00:00:00.000Z;0.722
1995-08-01T00:00:00.000Z;0.683
1995-08-02T00:00:00.000Z;0.647
1995-08-03T00:00:00.000Z;0.67
1995-08-04T00:00:00.000Z;0.654
1995-08-05T00:00:00.000Z;0.674
1995-08-06T00:00:00.000Z;0.701
1995-08-07T00:00:00.000Z;0.666
1995-08-08T00:00:00.000Z;0.802
1995-08-09T00:00:00.000Z;1.83
1995-08-10T00:00:00.000Z;1.65
1995-08-11T00:00:00.000Z;1.11
1995-08-12T00:00:00.000Z;0.916
1995-08-13T00:00:00.000Z;0.849
1995-08-14T00:00:00.000Z;0.799
1995-08-15T00:00:00.000Z;0.796
1995-08-16T00:00:00.000Z;0.771
1995-08-17T00:00:00.000Z;0.936
1995-08-18T00:00:00.000Z;1
1995-08-19T00:00:00.000Z;0.984
1995-08-20T00:00:00.000Z;0.99
1995-08-21T00:00:00.000Z;1.02
1995-08-22T00:00:00.000Z;1.02
1995-08-23T00:00:00.000Z;1.22
1995-08-24T00:00:00.000Z;1.16
