Region;Hellenides
13.04.2017;0,530220178
14.04.2017;0,532218492
15.04.2017;0,532218492
16.04.2017;0,536220534
17.04.2017;0,530886082
18.04.2017;0,539561058
19.04.2017;0,530220178
20.04.2017;0,526893685
21.04.2017;0,524236131
22.04.2017;0,525564503
23.04.2017;0,524236133
24.04.2017;0,524236133
25.04.2017;0,533551705
26.04.2017;0,536888241
27.04.2017;0,538224252
28.04.2017;0,526893683
29.04.2017;0,530220178
30.04.2017;0,536888241
1.05.2017;0,549612297
2.05.2017;0,540898658
3.05.2017;0,540898658
4.05.2017;0,541567755
5.05.2017;0,538224252
6.05.2017;0,533551705
7.05.2017;0,532884998
8.05.2017;0,536888241
9.05.2017;0,540898658
10.05.2017;0,540229759
11.05.2017;0,541567755
12.05.2017;0,53088608
13.05.2017;0,532884998
14.05.2017;0,524236129
15.05.2017;0,530220176
16.05.2017;0,527558579
17.05.2017;0,536220534
18.05.2017;0,532884996
19.05.2017;0,524900216
20.05.2017;0,531552182
21.05.2017;0,540898654
22.05.2017;0,551627843
23.05.2017;0,539561058
24.05.2017;0,550955799
25.05.2017;0,544916205
26.05.2017;0,537556147
27.05.2017;0,534218613
28.05.2017;0,526228991
29.05.2017;0,540229759
30.05.2017;0,550283951
31.05.2017;0,544916205
1.06.2017;0,53221848
2.06.2017;0,511657382
3.06.2017;0,521581815
4.06.2017;0,518268532
5.06.2017;0,531552186
6.06.2017;0,520918749
7.06.2017;0,505066966
8.06.2017;0,516944654
9.06.2017;0,514299363
10.06.2017;0,501122766
11.06.2017;0,507041893
12.06.2017;0,516283022
13.06.2017;0,514299361
14.06.2017;0,522245096
15.06.2017;0,498497508
16.06.2017;0,501779601
17.06.2017;0,516944654
18.06.2017;0,524236115
19.06.2017;0,512977952
20.06.2017;0,504409056
21.06.2017;0,489988896
22.06.2017;0,496530776
23.06.2017;0,4692003
24.06.2017;0,462750173
25.06.2017;0,465327545
26.06.2017;0,464038402
27.06.2017;0,489335883
28.06.2017;0,492603084
29.06.2017;0,484770834
30.06.2017;0,452476804
1.07.2017;0,449278338
2.07.2017;0,428945604
3.07.2017;0,422641233
4.07.2017;0,416987895
5.07.2017;0,429577352
6.07.2017;0,408856825
7.07.2017;0,406363323
8.07.2017;0,4044958
9.07.2017;0,397667456
10.07.2017;0,387174685
11.07.2017;0,386559771
12.07.2017;0,381649679
13.07.2017;0,379812681
14.07.2017;0,387174694
15.07.2017;0,381649675
16.07.2017;0,389021003
17.07.2017;0,412604473
18.07.2017;0,411354267
19.07.2017;0,40138825
20.07.2017;0,396429204
21.07.2017;0,407609573
22.07.2017;0,397048198
23.07.2017;0,373706323
24.07.2017;0,373097135
25.07.2017;0,363386218
26.07.2017;0,365807537
27.07.2017;0,388405302
28.07.2017;0,379812673
29.07.2017;0,357954023
30.07.2017;0,348949443
31.07.2017;0,344768556
1.08.2017;0,354344791
2.08.2017;0,34835134
3.08.2017;0,347753514
4.08.2017;0,354945645
5.08.2017;0,345961704
6.08.2017;0,336447954
7.08.2017;0,328771505
8.08.2017;0,309505957
9.08.2017;0,299134589
10.08.2017;0,307192711
11.08.2017;0,306615156
12.08.2017;0,307192714
13.08.2017;0,302580759
14.08.2017;0,307770573
15.08.2017;0,307770575
16.08.2017;0,315310046
17.08.2017;0,308927194
18.08.2017;0,306037906
19.08.2017;0,300282086
20.08.2017;0,295128061
21.08.2017;0,309505957
22.08.2017;0,340007167
23.08.2017;0,308348734
24.08.2017;0,300856296
25.08.2017;0,271412857
26.08.2017;0,286027564
27.08.2017;0,268071391
28.08.2017;0,286027566
29.08.2017;0,294556938
30.08.2017;0,293415619
31.08.2017;0,302580756
1.09.2017;0,298561298
2.09.2017;0,290567782
3.09.2017;0,296271233
4.09.2017;0,284895665
5.09.2017;0,278693009
6.09.2017;0,268071391
7.09.2017;0,271412853
8.09.2017;0,265295911
9.09.2017;0,27420642
10.09.2017;0,287727781
11.09.2017;0,28207148
12.09.2017;0,275886458
13.09.2017;0,275326118
14.09.2017;0,26418803
15.09.2017;0,268627477
16.09.2017;0,266405104
17.09.2017;0,244477567
18.09.2017;0,235861423
19.09.2017;0,242855168
20.09.2017;0,260320995
21.09.2017;0,258668724
22.09.2017;0,239619858
23.09.2017;0,214725447
24.09.2017;0,211087798
25.09.2017;0,219954126
26.09.2017;0,254277545
27.09.2017;0,245019069
28.09.2017;0,238544246
29.09.2017;0,219429581
30.09.2017;0,24610311
1.10.2017;0,247731786
2.10.2017;0,236397275
3.10.2017;0,236933483
4.10.2017;0,24936358
5.10.2017;0,208500899
6.10.2017;0,226277625
7.10.2017;0,227336688
8.10.2017;0,232653827
9.10.2017;0,235861423
10.10.2017;0,231587506
11.10.2017;0,223109232
12.10.2017;0,214204649
13.10.2017;0,217858164
14.10.2017;0,220479057
15.10.2017;0,220479057
16.10.2017;0,226277625
17.10.2017;0,233187523
18.10.2017;0,235325923
19.10.2017;0,216290114
20.10.2017;0,222582461
21.10.2017;0,221004351
22.10.2017;0,220479057
23.10.2017;0,230522626
24.10.2017;0,23532593
25.10.2017;0,231587499
26.10.2017;0,233187523
27.10.2017;0,233721585
28.10.2017;0,237470043
29.10.2017;0,245560914
30.10.2017;0,242855169
31.10.2017;0,203355963
1.11.2017;0,207984669
2.11.2017;0,207984669
3.11.2017;0,207984669
4.11.2017;0,219954133
5.11.2017;0,220479057
6.11.2017;0,218905402
7.11.2017;0,207984669
8.11.2017;0,195711754
9.11.2017;0,195711754
10.11.2017;0,195711754
11.11.2017;0,195711754
12.11.2017;0,18665708
13.11.2017;0,172349001
14.11.2017;0,171861931
15.11.2017;0,173324422
16.11.2017;0,174301544
17.11.2017;0,172349001
18.11.2017;0,171861931
19.11.2017;0,171861931
20.11.2017;0,171861931
21.11.2017;0,171861931
22.11.2017;0,177243072
23.11.2017;0,158874719
24.11.2017;0,160301952
25.11.2017;0,160301952
26.11.2017;0,160301952
27.11.2017;0,160301952
28.11.2017;0,160301952
29.11.2017;0,153206067
30.11.2017;0,155088416
1.12.2017;0,159825763
2.12.2017;0,160301952
3.12.2017;0,160301952
4.12.2017;0,162689532
5.12.2017;0,159825763
6.12.2017;0,160301952
7.12.2017;0,160301952
8.12.2017;0,160301952
9.12.2017;0,163647648
10.12.2017;0,15935002
11.12.2017;0,148997406
12.12.2017;0,160301952
13.12.2017;0,149463203
14.12.2017;0,148997406
15.12.2017;0,148997406
16.12.2017;0,152267613
17.12.2017;0,158874719
18.12.2017;0,161255658
19.12.2017;0,160778584
20.12.2017;0,160301952
21.12.2017;0,167980805
22.12.2017;0,177734799
23.12.2017;0,163647648
24.12.2017;0,160301952
25.12.2017;0,160301952
26.12.2017;0,162689532
27.12.2017;0,164607519
28.12.2017;0,175280363
29.12.2017;0,204895381
30.12.2017;0,205923598
31.12.2017;0,197741535
1.01.2018;0,220479057
2.01.2018;0,207984672
3.01.2018;0,187656683
4.01.2018;0,215246629
5.01.2018;0,216812424
6.01.2018;0,216812424
7.01.2018;0,218381597
8.01.2018;0,211606323
9.01.2018;0,207984669
10.01.2018;0,202331631
11.01.2018;0,195711754
12.01.2018;0,196725851
13.01.2018;0,207984669
14.01.2018;0,212125229
15.01.2018;0,215768184
16.01.2018;0,218381597
17.01.2018;0,219954133
18.01.2018;0,23425601
19.01.2018;0,272529298
20.01.2018;0,272529298
21.01.2018;0,276447123
22.01.2018;0,286027569
23.01.2018;0,286027569
24.01.2018;0,286027569
25.01.2018;0,286027569
26.01.2018;0,280944044
27.01.2018;0,27532612
28.01.2018;0,272529298
29.01.2018;0,272529298
30.01.2018;0,272529298
31.01.2018;0,272529298
1.02.2018;0,27588646
2.02.2018;0,273088011
3.02.2018;0,274766105
4.02.2018;0,288295158
5.02.2018;0,300856289
6.02.2018;0,330538691
7.02.2018;0,356148182
8.02.2018;0,36459634
9.02.2018;0,370663005
10.02.2018;0,400767494
11.02.2018;0,489335881
12.02.2018;0,502436643
13.02.2018;0,431474023
14.02.2018;0,417615069
15.02.2018;0,416360953
16.02.2018;0,415107811
17.02.2018;0,41385565
18.02.2018;0,41385565
19.02.2018;0,419498066
20.02.2018;0,439717544
21.02.2018;0,445447762
22.02.2018;0,459533514
23.02.2018;0,47632112
24.02.2018;0,647550198
25.02.2018;0,595035425
26.02.2018;0,63710555
27.02.2018;0,625315096
28.02.2018;0,549612297
1.03.2018;0,533551705
2.03.2018;0,520255893
3.03.2018;0,550283951
4.03.2018;0,570523456
5.03.2018;0,582068515
6.03.2018;0,59777374
7.03.2018;0,616332919
8.03.2018;0,61357518
9.03.2018;0,595719724
10.03.2018;0,573913419
11.03.2018;0,577308097
12.03.2018;0,571201064
13.03.2018;0,57323506
14.03.2018;0,543576233
15.03.2018;0,536220534
16.03.2018;0,564433486
17.03.2018;0,588884918
18.03.2018;0,610132009
19.03.2018;0,623931286
20.03.2018;0,622548187
21.03.2018;0,598458768
22.03.2018;0,556337594
23.03.2018;0,574591981
24.03.2018;0,571878867
25.03.2018;0,567138224
26.03.2018;0,571878867
27.03.2018;0,577987594
28.03.2018;0,586156134
29.03.2018;0,583430313
30.03.2018;0,602572786
31.03.2018;0,592983606
1.04.2018;0,573913432
2.04.2018;0,549612297
3.04.2018;0,536888241
4.04.2018;0,522908565
5.04.2018;0,528888973
6.04.2018;0,54223705
7.04.2018;0,540229759
8.04.2018;0,539561058
9.04.2018;0,53022017
10.04.2018;0,501779587
11.04.2018;0,50770061
12.04.2018;0,504409056
13.04.2018;0,516944654
14.04.2018;0,515621595
15.04.2018;0,506383363
16.04.2018;0,509678052
17.04.2018;0,521581809
18.04.2018;0,506383361
19.04.2018;0,505066948
20.04.2018;0,493911461
21.04.2018;0,492603084
22.04.2018;0,488683089
23.04.2018;0,476969787
24.04.2018;0,461462843
25.04.2018;0,442898673
26.04.2018;0,441625522
27.04.2018;0,456964253
28.04.2018;0,453757793
29.04.2018;0,436542247
30.04.2018;0,455039701
1.05.2018;0,475672666
2.05.2018;0,47826778
3.05.2018;0,461462841
4.05.2018;0,452476802
5.05.2018;0,444810136
6.05.2018;0,422012118
7.05.2018;0,444172754
8.05.2018;0,436542259
9.05.2018;0,428945604
10.05.2018;0,435907906
11.05.2018;0,441625522
12.05.2018;0,425160101
13.05.2018;0,416360953
14.05.2018;0,43020935
15.05.2018;0,42957736
16.05.2018;0,439082018
17.05.2018;0,461462841
18.05.2018;0,421383248
19.05.2018;0,417615082
20.05.2018;0,421383244
21.05.2018;0,425160107
22.05.2018;0,430209329
23.05.2018;0,425160108
24.05.2018;0,427051783
25.05.2018;0,427051783
26.05.2018;0,422641235
27.05.2018;0,421383254
28.05.2018;0,397048204
29.05.2018;0,417615086
30.05.2018;0,423900195
31.05.2018;0,423270593
1.06.2018;0,403873791
2.06.2018;0,403873794
3.06.2018;0,404495809
4.06.2018;0,400767486
5.06.2018;0,398286963
6.06.2018;0,382875659
7.06.2018;0,37920087
8.06.2018;0,369447553
9.06.2018;0,365201808
10.06.2018;0,356749859
11.06.2018;0,36459634
12.06.2018;0,367019802
13.06.2018;0,373097134
14.06.2018;0,37005515
15.06.2018;0,369447543
16.06.2018;0,374925486
17.06.2018;0,373706315
18.06.2018;0,369447539
19.06.2018;0,37431577
20.06.2018;0,385330688
21.06.2018;0,384716538
22.06.2018;0,356148182
23.06.2018;0,353143896
24.06.2018;0,370055156
25.06.2018;0,379200866
26.06.2018;0,610820299
27.06.2018;0,554317975
28.06.2018;0,545586487
29.06.2018;0,467262917
30.06.2018;0,448639329
1.07.2018;0,433372842
2.07.2018;0,417615076
3.07.2018;0,405740564
4.07.2018;0,395191964
5.07.2018;0,398286959
6.07.2018;0,395810458
7.07.2018;0,395810458
8.07.2018;0,396429204
9.07.2018;0,393955737
10.07.2018;0,395191964
11.07.2018;0,396429204
12.07.2018;0,402630521
13.07.2018;0,3921033
14.07.2018;0,382875655
15.07.2018;0,362177173
16.07.2018;0,301430812
17.07.2018;0,350745412
18.07.2018;0,356749854
19.07.2018;0,356148179
20.07.2018;0,35614818
21.07.2018;0,336447958
22.07.2018;0,334672179
23.07.2018;0,340601359
24.07.2018;0,344172402
25.07.2018;0,344172407
26.07.2018;0,360969207
27.07.2018;0,362781561
28.07.2018;0,359762322
29.07.2018;0,355546775
30.07.2018;0,422641227
31.07.2018;0,345364993
1.08.2018;0,342385617
2.08.2018;0,328183025
3.08.2018;0,333489757
4.08.2018;0,32465818
5.08.2018;0,32114382
6.08.2018;0,311824005
7.08.2018;0,31066438
8.08.2018;0,294556937
9.08.2018;0,292275549
10.08.2018;0,296271239
11.08.2018;0,293986124
12.08.2018;0,301430806
13.08.2018;0,282071487
14.08.2018;0,268627483
15.08.2018;0,293986122
16.08.2018;0,310664381
17.08.2018;0,286027561
18.08.2018;0,271412857
19.08.2018;0,270855127
20.08.2018;0,274206416
21.08.2018;0,245019066
22.08.2018;0,249908199
23.08.2018;0,250453168
24.08.2018;0,239619853
25.08.2018;0,247731782
26.08.2018;0,255373304
27.08.2018;0,263634596
28.08.2018;0,284895666
29.08.2018;0,282071484
30.08.2018;0,275326124
31.08.2018;0,251544131
1.09.2018;0,237470046
2.09.2018;0,254277546
3.09.2018;0,242855167
4.09.2018;0,236933482
5.09.2018;0,241235926
6.09.2018;0,230522626
7.09.2018;0,23318753
8.09.2018;0,242315066
9.09.2018;0,254277547
10.09.2018;0,236933485
11.09.2018;0,233721591
12.09.2018;0,258668721
13.09.2018;0,247731785
14.09.2018;0,238006968
15.09.2018;0,237470046
16.09.2018;0,240696888
17.09.2018;0,233721594
18.09.2018;0,222056052
19.09.2018;0,22733669
20.09.2018;0,201308865
21.09.2018;0,213164178
22.09.2018;0,214725445
23.09.2018;0,221530012
24.09.2018;0,20489538
25.09.2018;0,21160632
26.09.2018;0,242315067
27.09.2018;0,243936415
28.09.2018;0,248275371
29.09.2018;0,355546778
30.09.2018;1,300672485
1.10.2018;0,380424751
2.10.2018;0,323485562
3.10.2018;0,307192711
4.10.2018;0,299708179
5.10.2018;0,289430844
6.10.2018;0,295128057
7.10.2018;0,298561298
8.10.2018;0,300282081
9.10.2018;0,299708179
10.10.2018;0,297415649
11.10.2018;0,299134585
12.10.2018;0,293415618
13.10.2018;0,289430844
14.10.2018;0,286027569
15.10.2018;0,286027569
16.10.2018;0,286027569
17.10.2018;0,284330197
18.10.2018;0,286027569
19.10.2018;0,286027569
20.10.2018;0,286027569
21.10.2018;0,286027569
22.10.2018;0,285461461
23.10.2018;0,286027569
24.10.2018;0,286027569
25.10.2018;0,286027569
26.10.2018;0,286027569
27.10.2018;0,283200204
28.10.2018;0,280944044
29.10.2018;0,324071723
30.10.2018;0,356148182
31.10.2018;0,347155967
1.11.2018;0,350146479
2.11.2018;0,3441724
3.11.2018;0,341195825
4.11.2018;0,345961708
5.11.2018;0,344768556
6.11.2018;0,3441724
7.11.2018;0,342385613
8.11.2018;0,348949443
9.11.2018;0,350146479
10.11.2018;0,3441724
11.11.2018;0,341790579
12.11.2018;0,342385616
13.11.2018;0,341790582
14.11.2018;0,346558695
15.11.2018;0,343576525
16.11.2018;0,350745412
17.11.2018;0,362177175
18.11.2018;0,399526722
19.11.2018;0,496530785
20.11.2018;0,453117182
21.11.2018;0,484770834
22.11.2018;0,478917093
23.11.2018;0,455039701
24.11.2018;0,447362014
25.11.2018;0,449278338
26.11.2018;0,503751383
27.11.2018;0,576628788
28.11.2018;0,627392128
29.11.2018;0,628084807
30.11.2018;0,637105556
1.12.2018;0,624623115
2.12.2018;0,589567569
3.12.2018;0,573913415
4.12.2018;0,569846025
5.12.2018;0,559707509
6.12.2018;0,558358964
7.12.2018;0,551627843
8.12.2018;0,541567755
9.12.2018;0,54223705
10.12.2018;0,544916205
11.12.2018;0,552972515
12.12.2018;0,540898658
13.12.2018;0,556337594
14.12.2018;0,623239657
15.12.2018;0,699624917
16.12.2018;1,093256425
17.12.2018;0,79243902
18.12.2018;0,780794621
19.12.2018;0,72670605
20.12.2018;0,632244587
21.12.2018;0,600514966
22.12.2018;0,584792845
23.12.2018;0,57594966
24.12.2018;0,573235044
25.12.2018;0,571201064
26.12.2018;0,584111488
27.12.2018;0,563082236
28.12.2018;0,540229759
29.12.2018;0,528888975
30.12.2018;0,525564503
31.12.2018;0,541567755
1.01.2019;1,472888201
2.01.2019;1,474521224
3.01.2019;1,239305046
4.01.2019;1,323912739
5.01.2019;0,914528725
6.01.2019;0,726706059
7.01.2019;0,65104024
8.01.2019;0,603945573
9.01.2019;0,59571973
10.01.2019;1,525282484
11.01.2019;1,779421382
12.01.2019;1,781100605
13.01.2019;1,738350146
14.01.2019;1,625915985
15.01.2019;1,579603873
16.01.2019;1,451684942
17.01.2019;1,248835615
18.01.2019;1,166662141
19.01.2019;1,112695279
20.01.2019;1,062285287
21.01.2019;1,020738119
22.01.2019;0,978746142
23.01.2019;1,101024527
24.01.2019;1,311082049
25.01.2019;1,602735042
26.01.2019;1,766834277
27.01.2019;1,611835966
28.01.2019;1,39403391
29.01.2019;1,340784197
30.01.2019;1,587033419
31.01.2019;1,476154508
1.02.2019;1,389179177
2.02.2019;1,301472766
3.02.2019;1,275108329
4.02.2019;1,252015193
5.02.2019;1,259174363
6.02.2019;1,829893073
7.02.2019;1,889018121
8.02.2019;1,90341511
9.02.2019;1,955193694
10.02.2019;2,01910279
11.02.2019;2,061854612
12.02.2019;2,084130454
13.02.2019;2,085845233
14.02.2019;2,068705446
15.02.2019;2,06613602
16.02.2019;2,063567028
17.02.2019;2,044740171
18.02.2019;2,022518712
19.02.2019;1,999475705
20.02.2019;1,969656264
21.02.2019;1,935649043
22.02.2019;1,90341511
23.02.2019;1,900873402
24.02.2019;1,92715947
25.02.2019;1,910195212
26.02.2019;1,886478998
27.02.2019;1,884786505
28.02.2019;1,867872852
1.03.2019;1,840854127
2.03.2019;1,8138892
3.03.2019;1,783619852
4.03.2019;1,754259719
5.03.2019;1,721625459
6.03.2019;1,683246809
7.03.2019;1,656622628
8.03.2019;1,631718867
9.03.2019;1,60356207
10.03.2019;1,569705949
11.03.2019;1,548292758
12.03.2019;1,531030166
13.03.2019;1,629231555
14.03.2019;1,60935314
15.03.2019;1,590337089
16.03.2019;1,568881546
17.03.2019;1,535959328
18.03.2019;1,519538205
19.03.2019;1,498231316
20.03.2019;1,479421922
21.03.2019;1,454129012
22.03.2019;1,437034189
23.03.2019;1,423219017
24.03.2019;1,406182624
25.03.2019;1,385135622
26.03.2019;1,368173748
27.03.2019;1,358496527
28.03.2019;1,654960594
29.03.2019;1,790340264
30.03.2019;1,750071009
31.03.2019;1,691579417
1.04.2019;1,670759062
2.04.2019;1,650806834
3.04.2019;1,638354489
4.04.2019;1,624258529
5.04.2019;1,630060581
6.04.2019;1,751746354
7.04.2019;1,828207493
8.04.2019;1,822309869
9.04.2019;1,86702771
10.04.2019;1,849291733
11.04.2019;1,84169766
12.04.2019;1,889018121
13.04.2019;1,991802296
14.04.2019;2,041319468
15.04.2019;2,07984422
16.04.2019;2,133929688
17.04.2019;2,178700025
18.04.2019;2,221854563
19.04.2019;2,246930696
20.04.2019;2,252123055
21.04.2019;2,252123055
22.04.2019;2,252123055
23.04.2019;2,251257562
24.04.2019;2,233956072
25.04.2019;2,228768745
26.04.2019;2,211488147
27.04.2019;2,202853942
28.04.2019;2,182148599
29.04.2019;2,166635265
30.04.2019;2,139949788
1.05.2019;2,112446541
2.05.2019;2,082415811
3.05.2019;2,055862484
4.05.2019;2,029352774
5.05.2019;2,003740358
6.05.2019;1,978170153
7.05.2019;1,944143539
8.05.2019;1,904262447
9.05.2019;1,875481452
10.05.2019;1,843384833
11.05.2019;1,812205725
12.05.2019;1,787819698
13.05.2019;1,768511836
14.05.2019;1,755935598
15.05.2019;1,717447884
16.05.2019;1,69074589
17.05.2019;1,672423317
18.05.2019;1,63752479
19.05.2019;1,611835932
20.05.2019;1,579603858
21.05.2019;1,54417995
22.05.2019;1,518717845
23.05.2019;1,491684742
24.05.2019;1,467174901
25.05.2019;1,436220947
26.05.2019;1,406993141
27.05.2019;1,382710448
28.05.2019;1,354467661
29.05.2019;1,329532646
30.05.2019;1,291875246
31.05.2019;1,271121645
1.06.2019;1,24645177
2.06.2019;1,22740946
3.06.2019;1,214742688
4.06.2019;1,213951769
5.06.2019;1,203677955
6.06.2019;1,202098714
7.06.2019;1,171376253
8.06.2019;1,140795018
9.06.2019;1,108024301
10.06.2019;1,110359346
11.06.2019;1,099470099
12.06.2019;1,106468099
13.06.2019;1,089376154
14.06.2019;1,072332981
15.06.2019;1,03993454
16.06.2019;1,014609485
17.06.2019;1,021504666
18.06.2019;1,008487839
19.06.2019;1,015375218
20.06.2019;1,014609521
21.06.2019;0,973425953
22.06.2019;0,943887917
23.06.2019;0,928809221
24.06.2019;0,903285604
25.06.2019;0,936342596
26.06.2019;0,89804831
27.06.2019;0,885354423
28.06.2019;0,866753089
29.06.2019;0,840846419
30.06.2019;0,838633304
1.07.2019;0,812170152
2.07.2019;0,794626332
3.07.2019;0,782975156
4.07.2019;0,761227581
5.07.2019;0,763396489
6.07.2019;0,762673374
7.07.2019;0,742485765
8.07.2019;0,740329686
9.07.2019;0,722415256
10.07.2019;0,720271917
11.07.2019;0,712424881
12.07.2019;0,708864253
13.07.2019;0,70459665
14.07.2019;0,70459665
15.07.2019;0,693244074
16.07.2019;0,747521791
17.07.2019;0,848971272
18.07.2019;0,731002359
19.07.2019;0,711000162
20.07.2019;0,699624923
21.07.2019;0,692535891
22.07.2019;0,674179391
23.07.2019;0,662236636
24.07.2019;0,657332943
25.07.2019;0,656633083
26.07.2019;0,646155363
27.07.2019;0,645458203
28.07.2019;0,648945711
29.07.2019;0,646852692
30.07.2019;0,634326832
31.07.2019;0,634326823
1.08.2019;0,645458191
2.08.2019;0,623239646
3.08.2019;0,640582839
4.08.2019;0,639191417
5.08.2019;0,644064389
6.08.2019;0,644064383
7.08.2019;0,637800676
8.08.2019;0,638495959
9.08.2019;0,6239313
10.08.2019;0,598458774
11.08.2019;0,611508745
12.08.2019;0,612197377
13.08.2019;0,612886192
14.08.2019;0,607380688
15.08.2019;0,609443912
16.08.2019;0,617022799
17.08.2019;0,59914399
18.08.2019;0,59777374
19.08.2019;0,589567565
20.08.2019;0,577987606
21.08.2019;0,568491753
22.08.2019;0,586838053
23.08.2019;0,577308099
24.08.2019;0,565785464
25.08.2019;0,557011191
26.08.2019;0,558358968
27.08.2019;0,551627843
28.08.2019;0,563082236
29.08.2019;0,55903314
30.08.2019;0,557011191
31.08.2019;0,549612297
1.09.2019;0,548269576
2.09.2019;0,542906543
3.09.2019;0,544916205
4.09.2019;0,641974936
5.09.2019;0,725990541
6.09.2019;0,724559963
7.09.2019;0,719557772
8.09.2019;0,731718942
9.09.2019;0,713850229
10.09.2019;0,715989391
11.09.2019;0,711712444
12.09.2019;0,71385022
13.09.2019;0,718843784
14.09.2019;0,712424881
15.09.2019;0,709576067
16.09.2019;0,71527618
17.09.2019;0,716702758
18.09.2019;0,720271907
19.09.2019;0,724559965
20.09.2019;0,75112343
21.09.2019;0,763396489
22.09.2019;0,74896201
23.09.2019;0,747521799
24.09.2019;0,75328618
25.09.2019;0,743204742
26.09.2019;0,77861532
27.09.2019;0,795355771
28.09.2019;0,774986025
29.09.2019;0,767014231
30.09.2019;0,734586775
1.10.2019;0,738893065
2.10.2019;0,7453626
3.10.2019;0,75472875
4.10.2019;0,797544757
5.10.2019;0,797544744
6.10.2019;0,796085258
7.10.2019;0,794626332
8.10.2019;0,806313357
9.10.2019;0,765566706
10.10.2019;0,757615654
11.10.2019;0,747521799
12.10.2019;0,734586784
13.10.2019;0,719557778
14.10.2019;0,731002359
15.10.2019;0,696787391
16.10.2019;0,588884905
17.10.2019;0,589567571
18.10.2019;0,679110767
19.10.2019;0,669256011
20.10.2019;0,669958857
21.10.2019;0,668553343
22.10.2019;0,676291856
23.10.2019;0,686169384
24.10.2019;0,701754719
25.10.2019;0,696078425
26.10.2019;0,688290122
27.10.2019;0,681226658
28.10.2019;0,675587535
29.10.2019;0,67136504
30.10.2019;0,67206838
31.10.2019;0,679110769
1.11.2019;0,69395243
2.11.2019;0,686876131
3.11.2019;0,672771888
