Region;Dinarides
18.05.1982 03:00;1.838
19.05.1982 03:00;1.71
20.05.1982 03:00;1.71
21.05.1982 03:00;1.648
22.05.1982 03:00;1.585
23.05.1982 03:00;1.585
24.05.1982 03:00;1.522
25.05.1982 03:00;1.46
26.05.1982 03:00;1.46
27.05.1982 03:00;1.397
28.05.1982 03:00;1.397
29.05.1982 03:00;1.335
30.05.1982 03:00;1.335
31.05.1982 03:00;1.272
1.06.1982 03:00;1.272
2.06.1982 03:00;1.272
3.06.1982 03:00;1.272
4.06.1982 03:00;1.272
5.06.1982 03:00;1.272
6.06.1982 03:00;1.272
7.06.1982 03:00;1.209
8.06.1982 03:00;1.147
9.06.1982 03:00;1.147
10.06.1982 03:00;1.084
11.06.1982 03:00;1.022
12.06.1982 03:00;1.022
13.06.1982 03:00;1.084
14.06.1982 03:00;1.985
15.06.1982 03:00;1.648
16.06.1982 03:00;1.522
17.06.1982 03:00;1.397
18.06.1982 03:00;1.397
19.06.1982 03:00;1.335
20.06.1982 03:00;1.335
21.06.1982 03:00;1.272
22.06.1982 03:00;1.209
23.06.1982 03:00;1.147
24.06.1982 03:00;1.147
25.06.1982 03:00;1.147
26.06.1982 03:00;1.147
27.06.1982 03:00;1.147
28.06.1982 03:00;1.147
29.06.1982 03:00;1.084
30.06.1982 03:00;1.084
1.07.1982 03:00;1.084
2.07.1982 03:00;1.022
3.07.1982 03:00;1.022
4.07.1982 03:00;1.022
5.07.1982 03:00;1.022
6.07.1982 03:00;1.022
7.07.1982 03:00;0.959
8.07.1982 03:00;0.959
9.07.1982 03:00;0.959
10.07.1982 03:00;0.959
11.07.1982 03:00;0.959
12.07.1982 03:00;0.959
13.07.1982 03:00;0.959
14.07.1982 03:00;0.959
15.07.1982 03:00;0.959
16.07.1982 03:00;0.959
17.07.1982 03:00;0.959
18.07.1982 03:00;0.959
19.07.1982 03:00;0.959
20.07.1982 03:00;0.959
21.07.1982 03:00;0.959
22.07.1982 03:00;0.959
23.07.1982 03:00;0.959
24.07.1982 03:00;0.896
25.07.1982 03:00;0.896
26.07.1982 03:00;0.896
27.07.1982 03:00;0.896
28.07.1982 03:00;0.896
29.07.1982 03:00;0.896
30.07.1982 03:00;0.896
31.07.1982 03:00;0.896
1.08.1982 03:00;0.896
2.08.1982 03:00;0.834
3.08.1982 03:00;0.771
4.08.1982 03:00;0.771
5.08.1982 03:00;0.771
6.08.1982 03:00;0.834
7.08.1982 03:00;0.834
8.08.1982 03:00;0.834
9.08.1982 03:00;0.834
10.08.1982 03:00;0.834
11.08.1982 03:00;0.771
12.08.1982 03:00;0.771
13.08.1982 03:00;0.771
14.08.1982 03:00;0.771
15.08.1982 03:00;0.771
16.08.1982 03:00;0.703
17.08.1982 03:00;0.641
18.08.1982 03:00;0.641
19.08.1982 03:00;0.641
20.08.1982 03:00;0.641
21.08.1982 03:00;0.771
22.08.1982 03:00;0.703
23.08.1982 03:00;0.641
24.08.1982 03:00;0.641
25.08.1982 03:00;0.641
26.08.1982 03:00;0.641
27.08.1982 03:00;0.641
28.08.1982 03:00;0.641
29.08.1982 03:00;0.641
30.08.1982 03:00;0.583
31.08.1982 03:00;0.583
1.09.1982 03:00;0.583
2.09.1982 03:00;0.583
3.09.1982 03:00;0.583
4.09.1982 03:00;0.583
5.09.1982 03:00;0.529
6.09.1982 03:00;0.583
7.09.1982 03:00;0.583
8.09.1982 03:00;0.583
9.09.1982 03:00;0.583
10.09.1982 03:00;0.896
11.09.1982 03:00;0.771
12.09.1982 03:00;0.703
13.09.1982 03:00;0.641
14.09.1982 03:00;0.583
15.09.1982 03:00;0.583
16.09.1982 03:00;0.583
17.09.1982 03:00;0.583
18.09.1982 03:00;0.583
19.09.1982 03:00;0.583
20.09.1982 03:00;0.583
21.09.1982 03:00;0.583
22.09.1982 03:00;0.583
23.09.1982 03:00;0.583
24.09.1982 03:00;0.529
25.09.1982 03:00;0.529
26.09.1982 03:00;0.529
27.09.1982 03:00;0.529
28.09.1982 03:00;0.529
29.09.1982 03:00;0.479
30.09.1982 03:00;0.529
1.10.1982 03:00;0.529
2.10.1982 03:00;0.529
3.10.1982 03:00;0.583
4.10.1982 03:00;0.583
5.10.1982 03:00;0.529
6.10.1982 03:00;0.959
7.10.1982 03:00;1.272
8.10.1982 03:00;1.022
9.10.1982 03:00;2.068
10.10.1982 03:00;1.909
11.10.1982 03:00;1.46
12.10.1982 03:00;1.585
13.10.1982 03:00;1.773
14.10.1982 03:00;1.648
15.10.1982 03:00;1.909
16.10.1982 03:00;2.805
17.10.1982 03:00;2.566
18.10.1982 03:00;1.985
19.10.1982 03:00;1.772
20.10.1982 03:00;1.585
21.10.1982 03:00;1.46
22.10.1982 03:00;1.397
23.10.1982 03:00;1.335
24.10.1982 03:00;1.335
25.10.1982 03:00;1.209
26.10.1982 03:00;1.147
27.10.1982 03:00;1.209
28.10.1982 03:00;1.209
29.10.1982 03:00;1.209
30.10.1982 03:00;1.209
31.10.1982 03:00;1.209
1.11.1982 03:00;1.147
2.11.1982 03:00;1.084
3.11.1982 03:00;1.084
4.11.1982 03:00;1.084
5.11.1982 03:00;1.022
6.11.1982 03:00;1.022
7.11.1982 03:00;0.959
8.11.1982 03:00;0.896
9.11.1982 03:00;0.896
10.11.1982 03:00;0.959
11.11.1982 03:00;0.896
12.11.1982 03:00;0.896
13.11.1982 03:00;0.896
14.11.1982 03:00;0.896
15.11.1982 03:00;0.959
16.11.1982 03:00;0.959
17.11.1982 03:00;1.022
18.11.1982 03:00;1.022
19.11.1982 03:00;1.022
20.11.1982 03:00;1.022
21.11.1982 03:00;1.022
22.11.1982 03:00;1.022
23.11.1982 03:00;1.022
24.11.1982 03:00;1.084
25.11.1982 03:00;1.209
26.11.1982 03:00;1.147
27.11.1982 03:00;1.147
28.11.1982 03:00;1.084
29.11.1982 03:00;1.084
30.11.1982 03:00;1.084
1.12.1982 03:00;1.335
2.12.1982 03:00;1.585
3.12.1982 03:00;1.585
4.12.1982 03:00;1.648
5.12.1982 03:00;1.648
6.12.1982 03:00;1.585
7.12.1982 03:00;1.522
8.12.1982 03:00;1.46
9.12.1982 03:00;1.46
10.12.1982 03:00;1.46
11.12.1982 03:00;1.773
12.12.1982 03:00;1.909
13.12.1982 03:00;1.909
14.12.1982 03:00;1.838
15.12.1982 03:00;1.772
16.12.1982 03:00;1.772
17.12.1982 03:00;1.838
18.12.1982 03:00;1.909
19.12.1982 03:00;2.068
20.12.1982 03:00;2.068
21.12.1982 03:00;2.455
22.12.1982 03:00;4.913
23.12.1982 03:00;5.98
24.12.1982 03:00;4.717
25.12.1982 03:00;3.988
26.12.1982 03:00;3.206
27.12.1982 03:00;2.805
28.12.1982 03:00;2.682
29.12.1982 03:00;2.35
30.12.1982 03:00;2.156
31.12.1982 03:00;2.068
1.01.1983 03:00;2.068
2.01.1983 03:00;1.909
3.01.1983 03:00;1.714
4.01.1983 03:00;1.714
5.01.1983 03:00;1.714
6.01.1983 03:00;1.714
7.01.1983 03:00;1.714
8.01.1983 03:00;1.78
9.01.1983 03:00;1.838
10.01.1983 03:00;1.838
11.01.1983 03:00;1.909
12.01.1983 03:00;1.772
13.01.1983 03:00;1.772
14.01.1983 03:00;1.714
15.01.1983 03:00;1.714
16.01.1983 03:00;1.78
17.01.1983 03:00;1.78
18.01.1983 03:00;1.838
19.01.1983 03:00;1.838
20.01.1983 03:00;1.838
21.01.1983 03:00;1.838
22.01.1983 03:00;1.838
23.01.1983 03:00;1.772
24.01.1983 03:00;1.714
25.01.1983 03:00;1.647
26.01.1983 03:00;1.58
27.01.1983 03:00;1.513
28.01.1983 03:00;1.513
29.01.1983 03:00;1.513
30.01.1983 03:00;1.647
31.01.1983 03:00;2.25
1.02.1983 03:00;2.25
2.02.1983 03:00;2.068
3.02.1983 03:00;1.909
4.02.1983 03:00;1.772
5.02.1983 03:00;1.772
6.02.1983 03:00;1.772
7.02.1983 03:00;1.714
8.02.1983 03:00;1.714
9.02.1983 03:00;1.647
10.02.1983 03:00;1.714
11.02.1983 03:00;1.58
12.02.1983 03:00;1.58
13.02.1983 03:00;1.513
14.02.1983 03:00;1.446
15.02.1983 03:00;1.446
16.02.1983 03:00;1.446
17.02.1983 03:00;1.313
18.02.1983 03:00;1.313
19.02.1983 03:00;1.313
20.02.1983 03:00;1.313
21.02.1983 03:00;1.313
22.02.1983 03:00;1.246
23.02.1983 03:00;1.246
24.02.1983 03:00;1.179
25.02.1983 03:00;1.179
26.02.1983 03:00;1.179
27.02.1983 03:00;1.179
28.02.1983 03:00;1.179
1.03.1983 03:00;1.179
2.03.1983 03:00;1.179
3.03.1983 03:00;1.179
4.03.1983 03:00;1.179
5.03.1983 03:00;1.179
6.03.1983 03:00;1.179
7.03.1983 03:00;1.179
8.03.1983 03:00;1.246
9.03.1983 03:00;1.446
10.03.1983 03:00;1.78
11.03.1983 03:00;2.156
12.03.1983 03:00;2.455
13.03.1983 03:00;2.25
14.03.1983 03:00;1.985
15.03.1983 03:00;1.909
16.03.1983 03:00;1.909
17.03.1983 03:00;1.985
18.03.1983 03:00;2.25
19.03.1983 03:00;2.682
20.03.1983 03:00;3.206
21.03.1983 03:00;3.821
22.03.1983 03:00;4.162
23.03.1983 03:00;4.162
24.03.1983 03:00;4.526
25.03.1983 03:00;6.211
26.03.1983 03:00;7.449
27.03.1983 03:00;6.211
28.03.1983 03:00;5.323
29.03.1983 03:00;5.323
30.03.1983 03:00;6.211
31.03.1983 03:00;5.98
1.04.1983 03:00;5.98
2.04.1983 03:00;5.756
3.04.1983 03:00;5.756
4.04.1983 03:00;5.756
5.04.1983 03:00;5.536
6.04.1983 03:00;4.913
7.04.1983 03:00;4.526
8.04.1983 03:00;4.341
9.04.1983 03:00;4.162
10.04.1983 03:00;3.988
11.04.1983 03:00;3.658
12.04.1983 03:00;3.658
13.04.1983 03:00;3.351
14.04.1983 03:00;3.206
15.04.1983 03:00;2.933
16.04.1983 03:00;2.805
17.04.1983 03:00;2.682
18.04.1983 03:00;2.455
19.04.1983 03:00;2.455
20.04.1983 03:00;2.35
21.04.1983 03:00;2.25
22.04.1983 03:00;2.25
23.04.1983 03:00;2.156
24.04.1983 03:00;2.068
25.04.1983 03:00;2.068
26.04.1983 03:00;1.985
27.04.1983 03:00;1.909
28.04.1983 03:00;1.714
29.04.1983 03:00;1.647
30.04.1983 03:00;1.647
1.05.1983 03:00;1.714
2.05.1983 03:00;1.647
3.05.1983 03:00;1.58
4.05.1983 03:00;1.513
5.05.1983 03:00;1.513
6.05.1983 03:00;1.513
7.05.1983 03:00;1.513
8.05.1983 03:00;1.513
9.05.1983 03:00;1.513
10.05.1983 03:00;1.513
11.05.1983 03:00;1.446
12.05.1983 03:00;1.246
13.05.1983 03:00;1.246
14.05.1983 03:00;1.246
15.05.1983 03:00;1.179
16.05.1983 03:00;1.179
17.05.1983 03:00;1.179
18.05.1983 03:00;1.179
19.05.1983 03:00;1.112
20.05.1983 03:00;1.179
21.05.1983 03:00;1.112
22.05.1983 03:00;1.112
23.05.1983 03:00;1.112
24.05.1983 03:00;1.112
25.05.1983 03:00;1.112
26.05.1983 03:00;1.112
27.05.1983 03:00;1.112
28.05.1983 03:00;1.112
29.05.1983 03:00;1.112
30.05.1983 03:00;1.112
31.05.1983 03:00;1.112
1.06.1983 03:00;1.046
2.06.1983 03:00;0.979
3.06.1983 03:00;0.979
4.06.1983 03:00;0.979
5.06.1983 03:00;0.912
6.06.1983 03:00;0.912
7.06.1983 03:00;0.979
8.06.1983 03:00;0.979
9.06.1983 03:00;0.979
10.06.1983 03:00;0.979
11.06.1983 03:00;0.912
12.06.1983 03:00;0.912
13.06.1983 03:00;0.912
14.06.1983 03:00;0.912
15.06.1983 03:00;0.912
16.06.1983 03:00;0.845
17.06.1983 03:00;0.845
18.06.1983 03:00;0.912
19.06.1983 03:00;0.912
20.06.1983 03:00;0.912
21.06.1983 03:00;0.845
22.06.1983 03:00;0.845
23.06.1983 03:00;0.845
24.06.1983 03:00;0.845
25.06.1983 03:00;0.845
26.06.1983 03:00;0.845
27.06.1983 03:00;0.845
28.06.1983 03:00;0.845
29.06.1983 03:00;0.912
30.06.1983 03:00;0.912
1.07.1983 03:00;0.912
2.07.1983 03:00;0.845
3.07.1983 03:00;0.845
4.07.1983 03:00;0.845
5.07.1983 03:00;0.845
6.07.1983 03:00;0.845
7.07.1983 03:00;0.845
8.07.1983 03:00;0.845
9.07.1983 03:00;0.845
10.07.1983 03:00;0.845
11.07.1983 03:00;0.845
12.07.1983 03:00;0.778
13.07.1983 03:00;0.778
14.07.1983 03:00;0.778
15.07.1983 03:00;0.778
16.07.1983 03:00;0.719
17.07.1983 03:00;0.719
18.07.1983 03:00;0.663
19.07.1983 03:00;0.663
20.07.1983 03:00;0.663
21.07.1983 03:00;0.611
22.07.1983 03:00;0.611
23.07.1983 03:00;0.611
24.07.1983 03:00;0.562
25.07.1983 03:00;0.611
26.07.1983 03:00;0.611
27.07.1983 03:00;0.663
28.07.1983 03:00;0.719
29.07.1983 03:00;0.719
30.07.1983 03:00;0.719
31.07.1983 03:00;0.719
1.08.1983 03:00;0.663
2.08.1983 03:00;0.663
3.08.1983 03:00;0.719
4.08.1983 03:00;0.663
5.08.1983 03:00;0.663
6.08.1983 03:00;0.663
7.08.1983 03:00;0.663
8.08.1983 03:00;0.611
9.08.1983 03:00;0.611
10.08.1983 03:00;0.562
11.08.1983 03:00;0.562
12.08.1983 03:00;0.611
13.08.1983 03:00;0.611
14.08.1983 03:00;0.611
15.08.1983 03:00;0.611
16.08.1983 03:00;0.611
17.08.1983 03:00;0.562
18.08.1983 03:00;0.562
19.08.1983 03:00;0.562
20.08.1983 03:00;0.562
21.08.1983 03:00;0.516
22.08.1983 03:00;0.516
23.08.1983 03:00;0.562
24.08.1983 03:00;0.516
25.08.1983 03:00;0.516
26.08.1983 03:00;0.562
27.08.1983 03:00;0.562
28.08.1983 03:00;0.516
29.08.1983 03:00;0.562
30.08.1983 03:00;0.562
31.08.1983 03:00;0.562
1.09.1983 03:00;0.562
2.09.1983 03:00;0.516
3.09.1983 03:00;0.516
4.09.1983 03:00;0.516
5.09.1983 03:00;0.516
6.09.1983 03:00;0.562
7.09.1983 03:00;0.516
8.09.1983 03:00;0.516
9.09.1983 03:00;0.562
10.09.1983 03:00;0.562
11.09.1983 03:00;0.562
12.09.1983 03:00;0.562
13.09.1983 03:00;0.516
14.09.1983 03:00;0.516
15.09.1983 03:00;0.516
16.09.1983 03:00;0.473
17.09.1983 03:00;0.562
18.09.1983 03:00;0.516
19.09.1983 03:00;0.516
20.09.1983 03:00;0.516
21.09.1983 03:00;0.433
22.09.1983 03:00;0.433
23.09.1983 03:00;0.433
24.09.1983 03:00;0.433
25.09.1983 03:00;0.433
26.09.1983 03:00;0.433
27.09.1983 03:00;0.473
28.09.1983 03:00;0.473
29.09.1983 03:00;0.473
30.09.1983 03:00;0.516
1.10.1983 03:00;0.516
2.10.1983 03:00;0.473
3.10.1983 03:00;0.473
4.10.1983 03:00;0.473
5.10.1983 03:00;0.473
6.10.1983 03:00;0.473
7.10.1983 03:00;0.473
8.10.1983 03:00;0.516
9.10.1983 03:00;0.516
10.10.1983 03:00;0.516
11.10.1983 03:00;0.473
12.10.1983 03:00;0.516
13.10.1983 03:00;0.473
14.10.1983 03:00;0.516
15.10.1983 03:00;0.516
16.10.1983 03:00;0.516
17.10.1983 03:00;0.611
18.10.1983 03:00;0.663
19.10.1983 03:00;0.562
20.10.1983 03:00;0.562
21.10.1983 03:00;0.516
22.10.1983 03:00;0.516
23.10.1983 03:00;0.473
24.10.1983 03:00;0.473
25.10.1983 03:00;0.433
26.10.1983 03:00;0.433
27.10.1983 03:00;0.473
28.10.1983 03:00;0.473
29.10.1983 03:00;0.473
30.10.1983 03:00;0.473
31.10.1983 03:00;0.473
1.11.1983 03:00;0.473
2.11.1983 03:00;0.433
3.11.1983 03:00;0.433
4.11.1983 03:00;0.433
5.11.1983 03:00;0.433
6.11.1983 03:00;0.473
7.11.1983 03:00;0.516
8.11.1983 03:00;0.516
9.11.1983 03:00;0.516
10.11.1983 03:00;0.516
11.11.1983 03:00;0.473
12.11.1983 03:00;0.473
13.11.1983 03:00;0.473
14.11.1983 03:00;0.473
15.11.1983 03:00;0.433
16.11.1983 03:00;0.433
17.11.1983 03:00;0.433
18.11.1983 03:00;0.433
19.11.1983 03:00;0.433
20.11.1983 03:00;0.433
21.11.1983 03:00;0.395
22.11.1983 03:00;0.361
23.11.1983 03:00;0.361
24.11.1983 03:00;0.361
25.11.1983 03:00;0.361
26.11.1983 03:00;0.361
27.11.1983 03:00;0.395
28.11.1983 03:00;0.395
29.11.1983 03:00;0.395
30.11.1983 03:00;0.433
1.12.1983 03:00;0.395
2.12.1983 03:00;0.395
3.12.1983 03:00;0.395
4.12.1983 03:00;0.395
5.12.1983 03:00;0.395
6.12.1983 03:00;0.395
7.12.1983 03:00;0.395
8.12.1983 03:00;0.433
9.12.1983 03:00;0.433
10.12.1983 03:00;0.433
11.12.1983 03:00;0.395
12.12.1983 03:00;0.395
13.12.1983 03:00;0.395
14.12.1983 03:00;0.395
15.12.1983 03:00;0.395
16.12.1983 03:00;0.395
17.12.1983 03:00;0.473
18.12.1983 03:00;0.779
19.12.1983 03:00;1.246
20.12.1983 03:00;1.179
21.12.1983 03:00;0.979
22.12.1983 03:00;0.778
23.12.1983 03:00;0.719
24.12.1983 03:00;0.663
25.12.1983 03:00;0.663
26.12.1983 03:00;0.663
27.12.1983 03:00;0.663
28.12.1983 03:00;0.663
29.12.1983 03:00;0.719
30.12.1983 03:00;0.719
31.12.1983 03:00;0.663
1.01.1984 03:00;0.611
2.01.1984 03:00;0.611
3.01.1984 03:00;0.611
4.01.1984 03:00;0.611
5.01.1984 03:00;0.611
6.01.1984 03:00;0.611
7.01.1984 03:00;0.562
8.01.1984 03:00;0.562
9.01.1984 03:00;0.562
10.01.1984 03:00;0.562
11.01.1984 03:00;0.562
12.01.1984 03:00;0.562
13.01.1984 03:00;0.562
14.01.1984 03:00;0.516
15.01.1984 03:00;0.562
16.01.1984 03:00;0.611
17.01.1984 03:00;0.611
18.01.1984 03:00;0.719
19.01.1984 03:00;0.912
20.01.1984 03:00;0.979
21.01.1984 03:00;1.179
22.01.1984 03:00;1.112
23.01.1984 03:00;1.179
24.01.1984 03:00;1.446
25.01.1984 03:00;1.647
26.01.1984 03:00;1.446
27.01.1984 03:00;1.246
28.01.1984 03:00;1.112
29.01.1984 03:00;1.112
30.01.1984 03:00;1.246
31.01.1984 03:00;1.38
1.02.1984 03:00;1.58
2.02.1984 03:00;1.714
3.02.1984 03:00;1.647
4.02.1984 03:00;1.58
5.02.1984 03:00;1.513
6.02.1984 03:00;1.38
7.02.1984 03:00;1.313
8.02.1984 03:00;1.313
9.02.1984 03:00;1.179
10.02.1984 03:00;1.112
11.02.1984 03:00;1.112
12.02.1984 03:00;1.046
13.02.1984 03:00;0.979
14.02.1984 03:00;0.979
15.02.1984 03:00;0.912
16.02.1984 03:00;0.912
17.02.1984 03:00;0.845
18.02.1984 03:00;0.845
19.02.1984 03:00;0.912
20.02.1984 03:00;0.912
21.02.1984 03:00;0.845
22.02.1984 03:00;0.778
23.02.1984 03:00;0.778
24.02.1984 03:00;0.778
25.02.1984 03:00;1.046
26.02.1984 03:00;1.714
27.02.1984 03:00;1.838
28.02.1984 03:00;1.772
29.02.1984 03:00;1.647
1.03.1984 03:00;1.513
2.03.1984 03:00;1.446
3.03.1984 03:00;1.38
4.03.1984 03:00;1.246
5.03.1984 03:00;1.179
6.03.1984 03:00;1.112
7.03.1984 03:00;1.112
8.03.1984 03:00;1.046
9.03.1984 03:00;1.046
10.03.1984 03:00;1.046
11.03.1984 03:00;0.979
12.03.1984 03:00;1.046
13.03.1984 03:00;1.046
14.03.1984 03:00;1.046
15.03.1984 03:00;0.979
16.03.1984 03:00;0.979
17.03.1984 03:00;1.046
18.03.1984 03:00;1.112
19.03.1984 03:00;1.179
20.03.1984 03:00;1.179
21.03.1984 03:00;1.112
22.03.1984 03:00;1.179
23.03.1984 03:00;1.179
24.03.1984 03:00;1.313
25.03.1984 03:00;1.78
26.03.1984 03:00;4.526
27.03.1984 03:00;5.323
28.03.1984 03:00;5.115
29.03.1984 03:00;5.98
30.03.1984 03:00;7.19
31.03.1984 03:00;6.689
1.04.1984 03:00;5.98
2.04.1984 03:00;6.211
3.04.1984 03:00;7.449
4.04.1984 03:00;7.19
5.04.1984 03:00;6.211
6.04.1984 03:00;5.756
7.04.1984 03:00;5.756
8.04.1984 03:00;5.98
9.04.1984 03:00;5.536
10.04.1984 03:00;5.536
11.04.1984 03:00;5.323
12.04.1984 03:00;4.913
13.04.1984 03:00;7.19
14.04.1984 03:00;8.26
15.04.1984 03:00;7.449
16.04.1984 03:00;6.447
17.04.1984 03:00;6.447
18.04.1984 03:00;5.98
19.04.1984 03:00;5.536
20.04.1984 03:00;4.913
21.04.1984 03:00;4.526
22.04.1984 03:00;4.162
23.04.1984 03:00;3.821
24.04.1984 03:00;3.821
25.04.1984 03:00;3.658
26.04.1984 03:00;3.351
27.04.1984 03:00;3.067
28.04.1984 03:00;2.933
29.04.1984 03:00;2.682
30.04.1984 03:00;2.566
1.05.1984 03:00;2.566
2.05.1984 03:00;2.455
3.05.1984 03:00;2.455
4.05.1984 03:00;2.35
5.05.1984 03:00;2.25
6.05.1984 03:00;2.068
7.05.1984 03:00;1.985
8.05.1984 03:00;1.985
9.05.1984 03:00;1.985
10.05.1984 03:00;2.068
11.05.1984 03:00;3.502
12.05.1984 03:00;4.717
13.05.1984 03:00;4.717
14.05.1984 03:00;4.526
15.05.1984 03:00;4.162
16.05.1984 03:00;3.658
17.05.1984 03:00;3.351
18.05.1984 03:00;3.206
19.05.1984 03:00;2.805
20.05.1984 03:00;2.566
21.05.1984 03:00;2.35
22.05.1984 03:00;2.35
23.05.1984 03:00;2.35
24.05.1984 03:00;2.455
25.05.1984 03:00;2.35
26.05.1984 03:00;2.156
27.05.1984 03:00;2.068
28.05.1984 03:00;2.156
29.05.1984 03:00;2.25
30.05.1984 03:00;2.156
31.05.1984 03:00;2.156
1.06.1984 03:00;2.156
2.06.1984 03:00;1.985
3.06.1984 03:00;1.909
4.06.1984 03:00;1.838
5.06.1984 03:00;1.838
6.06.1984 03:00;1.838
7.06.1984 03:00;1.772
8.06.1984 03:00;1.714
9.06.1984 03:00;1.647
10.06.1984 03:00;1.647
11.06.1984 03:00;1.647
12.06.1984 03:00;1.58
13.06.1984 03:00;1.513
14.06.1984 03:00;1.513
15.06.1984 03:00;1.446
16.06.1984 03:00;1.446
17.06.1984 03:00;1.38
18.06.1984 03:00;1.446
19.06.1984 03:00;1.446
20.06.1984 03:00;1.446
21.06.1984 03:00;1.38
22.06.1984 03:00;1.38
23.06.1984 03:00;1.38
24.06.1984 03:00;1.446
25.06.1984 03:00;1.58
26.06.1984 03:00;1.446
27.06.1984 03:00;1.38
28.06.1984 03:00;1.38
29.06.1984 03:00;1.38
30.06.1984 03:00;1.38
1.07.1984 03:00;1.313
2.07.1984 03:00;1.246
3.07.1984 03:00;1.246
4.07.1984 03:00;1.179
5.07.1984 03:00;1.179
6.07.1984 03:00;1.179
7.07.1984 03:00;1.179
