Region;Taurus
9.05.2013;13.4
10.05.2013;13.7
11.05.2013;14
12.05.2013;13.7
13.05.2013;14.3
14.05.2013;14.3
15.05.2013;14
16.05.2013;13.7
17.05.2013;13.4
18.05.2013;13.7
19.05.2013;14.6
20.05.2013;14.6
21.05.2013;14.9
22.05.2013;15.5
23.05.2013;15.5
24.05.2013;15.5
25.05.2013;15.5
26.05.2013;15.5
27.05.2013;15.5
28.05.2013;15.5
29.05.2013;15.5
30.05.2013;15.2
31.05.2013;15.2
1.06.2013;15.2
2.06.2013;15.2
3.06.2013;15.2
4.06.2013;15.2
5.06.2013;15.2
6.06.2013;15.2
7.06.2013;15.2
8.06.2013;15.2
9.06.2013;14.9
10.06.2013;14.6
11.06.2013;14.6
12.06.2013;14.3
13.06.2013;14.3
14.06.2013;14.3
15.06.2013;14.3
16.06.2013;14.3
17.06.2013;14.3
18.06.2013;14.3
19.06.2013;14
20.06.2013;14
21.06.2013;14
22.06.2013;14
23.06.2013;14
24.06.2013;14
25.06.2013;14
26.06.2013;13.7
27.06.2013;13.7
28.06.2013;13.7
29.06.2013;13.7
30.06.2013;13.7
1.07.2013;13.7
2.07.2013;13.4
3.07.2013;13.4
4.07.2013;13.4
5.07.2013;13.1
6.07.2013;13.1
7.07.2013;13.1
8.07.2013;12.8
9.07.2013;12.8
10.07.2013;12.5
11.07.2013;12.5
12.07.2013;12.2
13.07.2013;12.2
14.07.2013;11.9
15.07.2013;11.6
16.07.2013;11.6
17.07.2013;11.3
18.07.2013;11
19.07.2013;11
20.07.2013;11
21.07.2013;10.7
22.07.2013;10.7
23.07.2013;11
24.07.2013;10.7
25.07.2013;10.7
26.07.2013;10.7
27.07.2013;10.5
28.07.2013;10.5
29.07.2013;10.5
30.07.2013;9.92
31.07.2013;9.92
1.08.2013;9.92
2.08.2013;9.92
3.08.2013;9.92
4.08.2013;9.92
5.08.2013;9.65
6.08.2013;9.65
7.08.2013;9.38
8.08.2013;9.38
9.08.2013;9.38
10.08.2013;9.11
11.08.2013;9.11
12.08.2013;9.11
13.08.2013;9.11
14.08.2013;8.84
15.08.2013;8.84
16.08.2013;8.84
17.08.2013;8.84
18.08.2013;8.84
19.08.2013;8.57
20.08.2013;8.57
21.08.2013;8.57
22.08.2013;8.57
23.08.2013;8.57
24.08.2013;8.3
25.08.2013;8.3
26.08.2013;8.3
27.08.2013;8.06
28.08.2013;7.82
29.08.2013;7.82
30.08.2013;7.82
31.08.2013;7.82
1.09.2013;7.82
2.09.2013;7.58
3.09.2013;7.58
4.09.2013;7.58
5.09.2013;7.34
6.09.2013;7.34
7.09.2013;7.1
8.09.2013;7.1
9.09.2013;7.1
10.09.2013;7.1
11.09.2013;6.86
12.09.2013;6.86
13.09.2013;6.86
14.09.2013;6.86
15.09.2013;6.86
16.09.2013;6.62
17.09.2013;6.62
18.09.2013;6.62
19.09.2013;6.62
20.09.2013;6.62
21.09.2013;6.62
22.09.2013;6.62
23.09.2013;6.62
24.09.2013;6.38
25.09.2013;6.38
26.09.2013;6.38
27.09.2013;6.38
28.09.2013;6.14
29.09.2013;6.14
30.09.2013;6.14
1.10.2013;5.9
2.10.2013;5.9
3.10.2013;6.14
4.10.2013;5.9
5.10.2013;5.9
6.10.2013;5.67
7.10.2013;5.67
8.10.2013;5.67
9.10.2013;5.44
10.10.2013;5.44
11.10.2013;5.44
12.10.2013;5.44
13.10.2013;5.21
14.10.2013;5.21
15.10.2013;5.21
16.10.2013;4.98
17.10.2013;4.98
18.10.2013;5.9
19.10.2013;5.9
20.10.2013;5.44
21.10.2013;5.21
22.10.2013;5.21
23.10.2013;4.98
24.10.2013;4.98
25.10.2013;4.75
26.10.2013;4.29
27.10.2013;4.29
28.10.2013;4.29
29.10.2013;4.06
30.10.2013;4.06
31.10.2013;4.06
1.11.2013;4.06
2.11.2013;4.06
3.11.2013;4.06
4.11.2013;4.06
5.11.2013;3.6
6.11.2013;3.6
7.11.2013;3.6
8.11.2013;3.6
9.11.2013;3.6
10.11.2013;3.6
11.11.2013;3.6
12.11.2013;3.08
13.11.2013;3.08
14.11.2013;3.08
15.11.2013;3.08
16.11.2013;3.08
17.11.2013;3.08
18.11.2013;3.08
19.11.2013;3.08
20.11.2013;3.08
21.11.2013;3.08
22.11.2013;3.08
23.11.2013;2.82
24.11.2013;2.82
25.11.2013;2.82
26.11.2013;3.08
27.11.2013;4.52
28.11.2013;4.06
29.11.2013;3.83
30.11.2013;3.6
1.12.2013;3.6
2.12.2013;3.34
3.12.2013;3.34
4.12.2013;3.34
5.12.2013;3.34
6.12.2013;3.34
7.12.2013;3.34
8.12.2013;3.34
9.12.2013;3.08
10.12.2013;3.08
11.12.2013;3.08
12.12.2013;3.08
13.12.2013;3.08
14.12.2013;2.82
15.12.2013;2.82
16.12.2013;2.82
17.12.2013;2.82
18.12.2013;2.82
19.12.2013;2.82
20.12.2013;2.82
21.12.2013;2.56
22.12.2013;2.56
23.12.2013;2.56
24.12.2013;2.56
25.12.2013;2.56
26.12.2013;2.56
27.12.2013;2.56
28.12.2013;2.56
29.12.2013;2.56
30.12.2013;3.08
31.12.2013;2.82
1.01.2014;2.56
2.01.2014;2.56
3.01.2014;2.56
4.01.2014;2.56
5.01.2014;2.56
6.01.2014;2.56
7.01.2014;2.56
8.01.2014;2.56
9.01.2014;2.56
10.01.2014;2.3
11.01.2014;2.3
12.01.2014;2.3
13.01.2014;2.1
14.01.2014;2.1
15.01.2014;2.1
16.01.2014;2.1
17.01.2014;2.1
18.01.2014;2.1
19.01.2014;2.1
20.01.2014;2.1
21.01.2014;2.1
22.01.2014;2.1
23.01.2014;2.1
24.01.2014;1.9
25.01.2014;1.9
26.01.2014;2.3
27.01.2014;10.7
28.01.2014;7.82
29.01.2014;6.38
30.01.2014;6.14
31.01.2014;5.21
1.02.2014;4.52
2.02.2014;4.06
3.02.2014;3.83
4.02.2014;3.6
5.02.2014;3.34
6.02.2014;3.34
7.02.2014;3.08
8.02.2014;3.08
9.02.2014;3.08
10.02.2014;3.08
11.02.2014;3.08
12.02.2014;3.08
13.02.2014;3.34
14.02.2014;3.34
15.02.2014;3.34
16.02.2014;3.08
17.02.2014;3.08
18.02.2014;3.6
19.02.2014;3.83
20.02.2014;4.06
21.02.2014;4.06
22.02.2014;4.06
23.02.2014;3.83
24.02.2014;3.83
25.02.2014;4.29
26.02.2014;4.52
27.02.2014;4.29
28.02.2014;4.29
1.03.2014;4.06
2.03.2014;4.06
3.03.2014;4.06
4.03.2014;4.75
5.03.2014;5.21
6.03.2014;5.21
7.03.2014;4.98
8.03.2014;5.21
9.03.2014;14.9
10.03.2014;11.6
11.03.2014;6.62
12.03.2014;6.62
13.03.2014;6.62
14.03.2014;6.62
15.03.2014;6.62
16.03.2014;6.62
17.03.2014;6.62
18.03.2014;6.62
