Region;Zagros
7.08.2010;0.779
8.08.2010;0.768
9.08.2010;0.756
11.08.2010;0.746
12.08.2010;0.735
13.08.2010;0.725
14.08.2010;0.714
15.08.2010;0.703
16.08.2010;0.693
18.08.2010;0.684
19.08.2010;0.675
20.08.2010;0.666
21.08.2010;0.656
22.08.2010;0.646
23.08.2010;0.636
25.08.2010;0.627
26.08.2010;0.618
27.08.2010;0.609
28.08.2010;0.6
29.08.2010;0.592
30.08.2010;0.583
31.08.2010;0.574
2.09.2010;0.564
3.09.2010;0.554
4.09.2010;0.545
5.09.2010;0.537
6.09.2010;0.527
7.09.2010;0.517
9.09.2010;0.508
10.09.2010;0.499
11.09.2010;0.49
12.09.2010;0.481
13.09.2010;0.473
14.09.2010;0.469
16.09.2010;0.467
17.09.2010;0.467
18.09.2010;0.468
19.09.2010;0.471
20.09.2010;0.475
21.09.2010;0.479
23.09.2010;0.484
24.09.2010;0.488
25.09.2010;0.493
26.09.2010;0.497
27.09.2010;0.501
28.09.2010;0.504
29.09.2010;0.507
1.10.2010;0.511
2.10.2010;0.516
3.10.2010;0.522
4.10.2010;0.526
5.10.2010;0.529
6.10.2010;0.532
8.10.2010;0.536
9.10.2010;0.541
10.10.2010;0.546
11.10.2010;0.551
12.10.2010;0.554
13.10.2010;0.558
15.10.2010;0.562
16.10.2010;0.565
17.10.2010;0.564
18.10.2010;0.56
19.10.2010;0.553
20.10.2010;0.545
22.10.2010;0.534
23.10.2010;0.522
24.10.2010;0.511
25.10.2010;0.501
26.10.2010;0.489
27.10.2010;0.477
28.10.2010;0.464
30.10.2010;0.453
31.10.2010;0.442
1.11.2010;0.43
2.11.2010;0.419
3.11.2010;0.407
4.11.2010;0.396
6.11.2010;0.384
7.11.2010;0.371
8.11.2010;0.358
9.11.2010;0.346
10.11.2010;0.334
11.11.2010;0.322
13.11.2010;0.311
14.11.2010;0.301
15.11.2010;0.292
16.11.2010;0.284
17.11.2010;0.278
18.11.2010;0.272
19.11.2010;0.268
21.11.2010;0.265
22.11.2010;0.264
23.11.2010;0.262
24.11.2010;0.26
25.11.2010;0.259
26.11.2010;0.258
28.11.2010;0.257
29.11.2010;0.256
30.11.2010;0.254
1.12.2010;0.252
2.12.2010;0.25
3.12.2010;0.248
5.12.2010;0.246
6.12.2010;0.245
7.12.2010;0.243
8.12.2010;0.241
9.12.2010;0.239
10.12.2010;0.238
12.12.2010;0.236
13.12.2010;0.234
14.12.2010;0.232
15.12.2010;0.231
16.12.2010;0.228
17.12.2010;0.225
18.12.2010;0.221
20.12.2010;0.217
21.12.2010;0.213
22.12.2010;0.209
23.12.2010;0.206
24.12.2010;0.203
25.12.2010;0.198
27.12.2010;0.193
28.12.2010;0.188
29.12.2010;0.184
30.12.2010;0.181
31.12.2010;0.178
1.01.2011;0.174
3.01.2011;0.169
4.01.2011;0.163
5.01.2011;0.159
6.01.2011;0.155
7.01.2011;0.152
8.01.2011;0.148
10.01.2011;0.145
11.01.2011;0.142
12.01.2011;0.138
13.01.2011;0.132
14.01.2011;0.127
15.01.2011;0.126
16.01.2011;0.127
18.01.2011;0.128
19.01.2011;0.127
20.01.2011;0.125
21.01.2011;0.121
22.01.2011;0.119
23.01.2011;0.12
25.01.2011;0.122
26.01.2011;0.124
27.01.2011;0.125
28.01.2011;0.125
29.01.2011;0.125
30.01.2011;0.126
1.02.2011;0.128
2.02.2011;0.13
3.02.2011;0.13
4.02.2011;0.131
5.02.2011;0.132
6.02.2011;0.134
8.02.2011;0.136
9.02.2011;0.136
10.02.2011;0.135
11.02.2011;0.137
12.02.2011;0.144
13.02.2011;0.153
14.02.2011;0.161
16.02.2011;0.169
17.02.2011;0.178
18.02.2011;0.186
19.02.2011;0.185
20.02.2011;0.181
21.02.2011;0.183
23.02.2011;0.195
24.02.2011;0.207
25.02.2011;0.216
26.02.2011;0.224
27.02.2011;0.234
28.02.2011;0.245
2.03.2011;0.257
3.03.2011;0.267
4.03.2011;0.276
5.03.2011;0.285
6.03.2011;0.295
7.03.2011;0.305
9.03.2011;0.316
10.03.2011;0.325
11.03.2011;0.335
12.03.2011;0.346
13.03.2011;0.354
14.03.2011;0.359
15.03.2011;0.367
17.03.2011;0.38
18.03.2011;0.392
19.03.2011;0.394
20.03.2011;0.391
21.03.2011;0.398
22.03.2011;0.413
24.03.2011;0.425
25.03.2011;0.431
26.03.2011;0.436
27.03.2011;0.442
28.03.2011;0.448
29.03.2011;0.455
31.03.2011;0.461
1.04.2011;0.467
2.04.2011;0.473
3.04.2011;0.479
4.04.2011;0.485
5.04.2011;0.492
7.04.2011;0.498
8.04.2011;0.504
9.04.2011;0.51
10.04.2011;0.516
11.04.2011;0.523
12.04.2011;0.529
13.04.2011;0.536
15.04.2011;0.543
16.04.2011;0.552
17.04.2011;0.561
18.04.2011;0.569
19.04.2011;0.577
20.04.2011;0.586
22.04.2011;0.597
23.04.2011;0.608
24.04.2011;0.619
25.04.2011;0.629
26.04.2011;0.639
27.04.2011;0.648
29.04.2011;0.659
30.04.2011;0.67
1.05.2011;0.681
2.05.2011;0.693
3.05.2011;0.703
4.05.2011;0.714
6.05.2011;0.725
7.05.2011;0.737
8.05.2011;0.748
9.05.2011;0.759
10.05.2011;0.769
11.05.2011;0.78
12.05.2011;0.79
14.05.2011;0.801
15.05.2011;0.812
16.05.2011;0.822
17.05.2011;0.832
18.05.2011;0.838
19.05.2011;0.841
21.05.2011;0.84
22.05.2011;0.836
23.05.2011;0.829
24.05.2011;0.821
25.05.2011;0.813
26.05.2011;0.805
28.05.2011;0.797
29.05.2011;0.788
30.05.2011;0.781
31.05.2011;0.774
1.06.2011;0.767
2.06.2011;0.758
4.06.2011;0.749
5.06.2011;0.741
6.06.2011;0.733
7.06.2011;0.725
8.06.2011;0.717
9.06.2011;0.709
10.06.2011;0.701
12.06.2011;0.693
13.06.2011;0.685
14.06.2011;0.677
15.06.2011;0.669
16.06.2011;0.661
17.06.2011;0.655
19.06.2011;0.651
20.06.2011;0.647
21.06.2011;0.644
22.06.2011;0.64
23.06.2011;0.638
24.06.2011;0.635
26.06.2011;0.633
27.06.2011;0.63
28.06.2011;0.627
29.06.2011;0.625
30.06.2011;0.622
1.07.2011;0.619
3.07.2011;0.617
4.07.2011;0.616
5.07.2011;0.613
6.07.2011;0.611
7.07.2011;0.608
8.07.2011;0.605
9.07.2011;0.603
11.07.2011;0.6
12.07.2011;0.597
13.07.2011;0.596
14.07.2011;0.594
15.07.2011;0.591
16.07.2011;0.588
18.07.2011;0.587
19.07.2011;0.588
20.07.2011;0.588
21.07.2011;0.589
22.07.2011;0.59
23.07.2011;0.592
25.07.2011;0.594
26.07.2011;0.595
27.07.2011;0.596
28.07.2011;0.597
29.07.2011;0.599
30.07.2011;0.601
1.08.2011;0.603
2.08.2011;0.605
3.08.2011;0.606
4.08.2011;0.608
5.08.2011;0.608
6.08.2011;0.61
7.08.2011;0.611
9.08.2011;0.613
10.08.2011;0.614
11.08.2011;0.615
12.08.2011;0.617
13.08.2011;0.618
14.08.2011;0.618
16.08.2011;0.616
17.08.2011;0.611
18.08.2011;0.605
19.08.2011;0.596
20.08.2011;0.586
21.08.2011;0.574
23.08.2011;0.561
24.08.2011;0.549
25.08.2011;0.536
26.08.2011;0.524
27.08.2011;0.512
28.08.2011;0.499
30.08.2011;0.487
31.08.2011;0.474
1.09.2011;0.462
2.09.2011;0.45
3.09.2011;0.437
4.09.2011;0.425
5.09.2011;0.413
7.09.2011;0.401
8.09.2011;0.39
9.09.2011;0.377
10.09.2011;0.365
11.09.2011;0.354
12.09.2011;0.342
14.09.2011;0.327
15.09.2011;0.313
16.09.2011;0.305
17.09.2011;0.302
18.09.2011;0.297
19.09.2011;0.289
21.09.2011;0.283
22.09.2011;0.282
23.09.2011;0.282
24.09.2011;0.283
25.09.2011;0.282
26.09.2011;0.282
28.09.2011;0.282
29.09.2011;0.282
30.09.2011;0.282
1.10.2011;0.282
2.10.2011;0.282
3.10.2011;0.282
4.10.2011;0.282
6.10.2011;0.282
7.10.2011;0.282
8.10.2011;0.282
9.10.2011;0.282
10.10.2011;0.282
11.10.2011;0.284
13.10.2011;0.285
14.10.2011;0.286
15.10.2011;0.286
16.10.2011;0.285
17.10.2011;0.283
18.10.2011;0.281
20.10.2011;0.277
21.10.2011;0.272
22.10.2011;0.266
23.10.2011;0.26
24.10.2011;0.255
25.10.2011;0.25
27.10.2011;0.245
28.10.2011;0.241
29.10.2011;0.236
30.10.2011;0.23
31.10.2011;0.226
1.11.2011;0.223
2.11.2011;0.219
4.11.2011;0.213
5.11.2011;0.207
6.11.2011;0.202
7.11.2011;0.197
8.11.2011;0.193
9.11.2011;0.188
11.11.2011;0.181
12.11.2011;0.178
13.11.2011;0.185
14.11.2011;0.194
15.11.2011;0.195
16.11.2011;0.188
18.11.2011;0.182
19.11.2011;0.181
20.11.2011;0.177
21.11.2011;0.17
22.11.2011;0.165
23.11.2011;0.165
25.11.2011;0.167
26.11.2011;0.168
27.11.2011;0.169
28.11.2011;0.17
29.11.2011;0.171
30.11.2011;0.172
1.12.2011;0.172
3.12.2011;0.173
4.12.2011;0.174
5.12.2011;0.175
6.12.2011;0.176
7.12.2011;0.177
8.12.2011;0.177
10.12.2011;0.179
11.12.2011;0.181
12.12.2011;0.182
13.12.2011;0.183
14.12.2011;0.182
15.12.2011;0.183
17.12.2011;0.185
18.12.2011;0.187
19.12.2011;0.187
20.12.2011;0.186
21.12.2011;0.186
22.12.2011;0.186
24.12.2011;0.186
25.12.2011;0.186
26.12.2011;0.186
27.12.2011;0.186
28.12.2011;0.188
29.12.2011;0.19
30.12.2011;0.191
1.01.2012;0.19
2.01.2012;0.19
3.01.2012;0.19
4.01.2012;0.19
5.01.2012;0.19
6.01.2012;0.19
8.01.2012;0.19
9.01.2012;0.19
10.01.2012;0.19
11.01.2012;0.19
12.01.2012;0.191
13.01.2012;0.193
15.01.2012;0.194
16.01.2012;0.194
17.01.2012;0.194
18.01.2012;0.194
19.01.2012;0.194
20.01.2012;0.194
22.01.2012;0.194
23.01.2012;0.194
24.01.2012;0.194
25.01.2012;0.194
26.01.2012;0.194
27.01.2012;0.195
28.01.2012;0.197
30.01.2012;0.198
31.01.2012;0.198
1.02.2012;0.198
2.02.2012;0.198
3.02.2012;0.198
4.02.2012;0.198
6.02.2012;0.198
7.02.2012;0.197
8.02.2012;0.198
9.02.2012;0.2
10.02.2012;0.202
11.02.2012;0.2
13.02.2012;0.199
14.02.2012;0.203
15.02.2012;0.21
16.02.2012;0.214
17.02.2012;0.214
18.02.2012;0.213
20.02.2012;0.214
21.02.2012;0.217
22.02.2012;0.223
23.02.2012;0.228
24.02.2012;0.233
25.02.2012;0.237
26.02.2012;0.241
28.02.2012;0.246
29.02.2012;0.251
1.03.2012;0.256
2.03.2012;0.261
3.03.2012;0.266
4.03.2012;0.27
6.03.2012;0.274
7.03.2012;0.279
8.03.2012;0.284
9.03.2012;0.29
10.03.2012;0.294
11.03.2012;0.299
13.03.2012;0.303
14.03.2012;0.308
15.03.2012;0.312
16.03.2012;0.315
17.03.2012;0.318
18.03.2012;0.322
20.03.2012;0.325
21.03.2012;0.328
22.03.2012;0.331
23.03.2012;0.332
24.03.2012;0.334
25.03.2012;0.336
26.03.2012;0.338
28.03.2012;0.339
29.03.2012;0.341
30.03.2012;0.344
31.03.2012;0.348
1.04.2012;0.351
2.04.2012;0.352
4.04.2012;0.354
5.04.2012;0.356
6.04.2012;0.357
7.04.2012;0.359
8.04.2012;0.361
9.04.2012;0.363
11.04.2012;0.364
12.04.2012;0.367
13.04.2012;0.37
14.04.2012;0.372
15.04.2012;0.375
16.04.2012;0.378
18.04.2012;0.38
19.04.2012;0.383
20.04.2012;0.386
21.04.2012;0.388
22.04.2012;0.391
23.04.2012;0.393
24.04.2012;0.397
26.04.2012;0.401
27.04.2012;0.404
28.04.2012;0.406
29.04.2012;0.409
30.04.2012;0.411
1.05.2012;0.414
3.05.2012;0.418
4.05.2012;0.421
5.05.2012;0.424
6.05.2012;0.427
7.05.2012;0.429
8.05.2012;0.432
10.05.2012;0.435
11.05.2012;0.439
12.05.2012;0.442
13.05.2012;0.444
14.05.2012;0.447
15.05.2012;0.45
17.05.2012;0.452
18.05.2012;0.452
19.05.2012;0.451
20.05.2012;0.449
21.05.2012;0.445
22.05.2012;0.442
23.05.2012;0.438
25.05.2012;0.435
26.05.2012;0.432
27.05.2012;0.427
28.05.2012;0.421
29.05.2012;0.417
30.05.2012;0.413
1.06.2012;0.409
2.06.2012;0.404
3.06.2012;0.399
4.06.2012;0.395
5.06.2012;0.392
6.06.2012;0.388
8.06.2012;0.383
9.06.2012;0.378
10.06.2012;0.374
11.06.2012;0.37
12.06.2012;0.365
13.06.2012;0.361
15.06.2012;0.356
16.06.2012;0.352
17.06.2012;0.348
18.06.2012;0.343
19.06.2012;0.337
20.06.2012;0.332
21.06.2012;0.328
23.06.2012;0.323
24.06.2012;0.318
25.06.2012;0.313
26.06.2012;0.308
27.06.2012;0.304
28.06.2012;0.299
30.06.2012;0.295
1.07.2012;0.29
2.07.2012;0.286
3.07.2012;0.281
4.07.2012;0.276
5.07.2012;0.271
7.07.2012;0.265
8.07.2012;0.26
9.07.2012;0.255
10.07.2012;0.251
11.07.2012;0.247
12.07.2012;0.242
14.07.2012;0.238
15.07.2012;0.233
16.07.2012;0.229
17.07.2012;0.225
18.07.2012;0.223
19.07.2012;0.222
20.07.2012;0.221
22.07.2012;0.219
23.07.2012;0.217
24.07.2012;0.217
25.07.2012;0.217
26.07.2012;0.217
27.07.2012;0.217
29.07.2012;0.216
30.07.2012;0.214
31.07.2012;0.213
1.08.2012;0.213
2.08.2012;0.213
3.08.2012;0.214
5.08.2012;0.213
6.08.2012;0.211
7.08.2012;0.21
8.08.2012;0.209
9.08.2012;0.209
10.08.2012;0.21
12.08.2012;0.21
13.08.2012;0.209
14.08.2012;0.207
15.08.2012;0.205
16.08.2012;0.205
17.08.2012;0.206
18.08.2012;0.206
20.08.2012;0.206
21.08.2012;0.206
22.08.2012;0.206
23.08.2012;0.206
24.08.2012;0.206
25.08.2012;0.206
27.08.2012;0.206
28.08.2012;0.206
29.08.2012;0.206
30.08.2012;0.205
31.08.2012;0.205
1.09.2012;0.206
3.09.2012;0.208
4.09.2012;0.209
5.09.2012;0.21
6.09.2012;0.209
7.09.2012;0.209
8.09.2012;0.209
10.09.2012;0.209
11.09.2012;0.209
12.09.2012;0.209
13.09.2012;0.209
14.09.2012;0.209
15.09.2012;0.209
16.09.2012;0.209
18.09.2012;0.209
19.09.2012;0.209
20.09.2012;0.209
21.09.2012;0.209
22.09.2012;0.209
23.09.2012;0.209
25.09.2012;0.209
26.09.2012;0.209
27.09.2012;0.209
28.09.2012;0.209
29.09.2012;0.209
30.09.2012;0.209
2.10.2012;0.209
3.10.2012;0.209
4.10.2012;0.209
5.10.2012;0.209
6.10.2012;0.209
7.10.2012;0.209
9.10.2012;0.209
10.10.2012;0.209
11.10.2012;0.209
12.10.2012;0.209
13.10.2012;0.21
14.10.2012;0.209
15.10.2012;0.208
17.10.2012;0.205
18.10.2012;0.201
19.10.2012;0.196
20.10.2012;0.189
21.10.2012;0.182
22.10.2012;0.175
24.10.2012;0.168
25.10.2012;0.161
26.10.2012;0.154
27.10.2012;0.147
28.10.2012;0.139
29.10.2012;0.132
31.10.2012;0.125
1.11.2012;0.118
2.11.2012;0.11
3.11.2012;0.102
4.11.2012;0.095
5.11.2012;0.088
7.11.2012;0.081
8.11.2012;0.074
9.11.2012;0.067
10.11.2012;0.062
11.11.2012;0.067
12.11.2012;0.078
13.11.2012;0.086
15.11.2012;0.087
16.11.2012;0.087
17.11.2012;0.091
18.11.2012;0.105
19.11.2012;0.128
20.11.2012;0.156
22.11.2012;0.181
23.11.2012;0.205
24.11.2012;0.232
25.11.2012;0.262
26.11.2012;0.291
27.11.2012;0.32
29.11.2012;0.348
30.11.2012;0.378
1.12.2012;0.406
2.12.2012;0.433
3.12.2012;0.463
4.12.2012;0.498
6.12.2012;0.533
7.12.2012;0.56
8.12.2012;0.582
9.12.2012;0.609
10.12.2012;0.64
11.12.2012;0.67
12.12.2012;0.698
14.12.2012;0.726
15.12.2012;0.755
16.12.2012;0.78
17.12.2012;0.801
18.12.2012;0.819
19.12.2012;0.839
21.12.2012;0.857
22.12.2012;0.87
23.12.2012;0.878
24.12.2012;0.887
25.12.2012;0.897
26.12.2012;0.907
28.12.2012;0.917
29.12.2012;0.927
30.12.2012;0.936
31.12.2012;0.946
1.01.2013;0.957
2.01.2013;0.967
3.01.2013;0.978
5.01.2013;0.989
6.01.2013;0.999
7.01.2013;1.008
8.01.2013;1.019
9.01.2013;1.029
10.01.2013;1.04
12.01.2013;1.049
13.01.2013;1.059
14.01.2013;1.07
15.01.2013;1.078
16.01.2013;1.084
17.01.2013;1.085
19.01.2013;1.084
20.01.2013;1.081
21.01.2013;1.076
22.01.2013;1.072
23.01.2013;1.068
24.01.2013;1.063
26.01.2013;1.058
27.01.2013;1.053
28.01.2013;1.048
29.01.2013;1.044
30.01.2013;1.041
31.01.2013;1.036
1.02.2013;1.03
3.02.2013;1.025
4.02.2013;1.021
5.02.2013;1.017
6.02.2013;1.012
7.02.2013;1.008
8.02.2013;1.004
10.02.2013;0.999
11.02.2013;0.993
12.02.2013;0.988
13.02.2013;0.985
14.02.2013;0.981
15.02.2013;0.978
17.02.2013;0.976
18.02.2013;0.975
19.02.2013;0.974
20.02.2013;0.974
21.02.2013;0.974
22.02.2013;0.974
24.02.2013;0.974
25.02.2013;0.974
26.02.2013;0.974
27.02.2013;0.974
28.02.2013;0.974
1.03.2013;0.974
2.03.2013;0.976
4.03.2013;0.978
5.03.2013;0.978
6.03.2013;0.978
7.03.2013;0.978
8.03.2013;0.978
9.03.2013;0.978
11.03.2013;0.978
12.03.2013;0.978
13.03.2013;0.978
14.03.2013;0.978
15.03.2013;0.978
16.03.2013;0.978
18.03.2013;0.978
19.03.2013;0.978
20.03.2013;0.978
21.03.2013;0.978
22.03.2013;0.978
23.03.2013;0.978
25.03.2013;0.978
26.03.2013;0.978
27.03.2013;0.978
28.03.2013;0.978
29.03.2013;0.978
30.03.2013;0.978
31.03.2013;0.978
2.04.2013;0.977
3.04.2013;0.976
4.04.2013;0.975
5.04.2013;0.974
6.04.2013;0.974
7.04.2013;0.974
9.04.2013;0.974
10.04.2013;0.974
11.04.2013;0.974
12.04.2013;0.974
13.04.2013;0.974
14.04.2013;0.974
16.04.2013;0.974
17.04.2013;0.973
18.04.2013;0.972
19.04.2013;0.97
20.04.2013;0.967
21.04.2013;0.964
23.04.2013;0.96
24.04.2013;0.956
25.04.2013;0.952
26.04.2013;0.947
27.04.2013;0.944
28.04.2013;0.941
29.04.2013;0.937
1.05.2013;0.933
2.05.2013;0.928
3.05.2013;0.923
4.05.2013;0.919
5.05.2013;0.915
6.05.2013;0.912
8.05.2013;0.909
9.05.2013;0.905
10.05.2013;0.9
11.05.2013;0.895
12.05.2013;0.891
13.05.2013;0.887
15.05.2013;0.883
16.05.2013;0.88
17.05.2013;0.876
18.05.2013;0.873
19.05.2013;0.869
20.05.2013;0.864
22.05.2013;0.859
23.05.2013;0.855
24.05.2013;0.851
25.05.2013;0.847
26.05.2013;0.844
27.05.2013;0.841
28.05.2013;0.837
30.05.2013;0.831
31.05.2013;0.826
1.06.2013;0.822
2.06.2013;0.819
3.06.2013;0.815
4.06.2013;0.812
6.06.2013;0.808
7.06.2013;0.805
8.06.2013;0.8
9.06.2013;0.795
10.06.2013;0.79
11.06.2013;0.786
13.06.2013;0.783
14.06.2013;0.78
15.06.2013;0.776
16.06.2013;0.772
17.06.2013;0.767
18.06.2013;0.763
20.06.2013;0.76
21.06.2013;0.756
22.06.2013;0.753
23.06.2013;0.749
24.06.2013;0.746
25.06.2013;0.742
26.06.2013;0.74
28.06.2013;0.737
29.06.2013;0.735
30.06.2013;0.732
1.07.2013;0.729
2.07.2013;0.725
3.07.2013;0.721
5.07.2013;0.718
6.07.2013;0.714
7.07.2013;0.711
8.07.2013;0.707
9.07.2013;0.704
10.07.2013;0.7
12.07.2013;0.696
13.07.2013;0.693
14.07.2013;0.689
15.07.2013;0.686
16.07.2013;0.682
17.07.2013;0.679
19.07.2013;0.676
20.07.2013;0.673
21.07.2013;0.671
22.07.2013;0.668
23.07.2013;0.665
24.07.2013;0.663
25.07.2013;0.66
27.07.2013;0.657
28.07.2013;0.655
29.07.2013;0.652
30.07.2013;0.649
31.07.2013;0.646
1.08.2013;0.644
3.08.2013;0.642
4.08.2013;0.641
5.08.2013;0.637
6.08.2013;0.634
7.08.2013;0.631
8.08.2013;0.63
10.08.2013;0.627
11.08.2013;0.623
12.08.2013;0.62
13.08.2013;0.618
14.08.2013;0.617
15.08.2013;0.614
17.08.2013;0.611
18.08.2013;0.61
19.08.2013;0.61
20.08.2013;0.612
21.08.2013;0.615
22.08.2013;0.618
23.08.2013;0.622
25.08.2013;0.625
26.08.2013;0.629
27.08.2013;0.632
28.08.2013;0.636
29.08.2013;0.64
30.08.2013;0.643
1.09.2013;0.647
2.09.2013;0.65
3.09.2013;0.654
4.09.2013;0.657
5.09.2013;0.661
6.09.2013;0.664
8.09.2013;0.668
9.09.2013;0.671
10.09.2013;0.675
11.09.2013;0.679
12.09.2013;0.682
13.09.2013;0.686
15.09.2013;0.689
16.09.2013;0.69
17.09.2013;0.688
18.09.2013;0.682
19.09.2013;0.676
20.09.2013;0.668
21.09.2013;0.658
23.09.2013;0.648
24.09.2013;0.637
25.09.2013;0.626
26.09.2013;0.615
27.09.2013;0.606
28.09.2013;0.596
30.09.2013;0.585
1.10.2013;0.575
2.10.2013;0.565
3.10.2013;0.557
4.10.2013;0.547
5.10.2013;0.536
7.10.2013;0.525
8.10.2013;0.514
9.10.2013;0.505
10.10.2013;0.496
11.10.2013;0.487
12.10.2013;0.476
14.10.2013;0.465
15.10.2013;0.457
16.10.2013;0.449
17.10.2013;0.442
18.10.2013;0.433
19.10.2013;0.426
20.10.2013;0.419
22.10.2013;0.412
23.10.2013;0.407
24.10.2013;0.402
25.10.2013;0.397
26.10.2013;0.391
27.10.2013;0.384
29.10.2013;0.377
30.10.2013;0.371
31.10.2013;0.366
1.11.2013;0.361
2.11.2013;0.354
3.11.2013;0.348
5.11.2013;0.341
6.11.2013;0.336
7.11.2013;0.33
8.11.2013;0.325
9.11.2013;0.321
10.11.2013;0.316
12.11.2013;0.311
13.11.2013;0.306
14.11.2013;0.3
15.11.2013;0.295
16.11.2013;0.291
17.11.2013;0.286
18.11.2013;0.281
20.11.2013;0.274
21.11.2013;0.269
22.11.2013;0.266
23.11.2013;0.265
24.11.2013;0.263
25.11.2013;0.261
27.11.2013;0.258
28.11.2013;0.256
29.11.2013;0.256
30.11.2013;0.253
1.12.2013;0.249
2.12.2013;0.245
4.12.2013;0.241
5.12.2013;0.236
6.12.2013;0.231
7.12.2013;0.227
8.12.2013;0.223
9.12.2013;0.222
11.12.2013;0.225
12.12.2013;0.229
13.12.2013;0.231
14.12.2013;0.229
15.12.2013;0.227
16.12.2013;0.226
17.12.2013;0.227
19.12.2013;0.227
20.12.2013;0.226
21.12.2013;0.224
22.12.2013;0.224
23.12.2013;0.229
24.12.2013;0.24
26.12.2013;0.252
27.12.2013;0.26
28.12.2013;0.268
29.12.2013;0.279
30.12.2013;0.29
31.12.2013;0.295
2.01.2014;0.298
3.01.2014;0.309
4.01.2014;0.325
5.01.2014;0.335
6.01.2014;0.338
7.01.2014;0.338
9.01.2014;0.342
10.01.2014;0.348
11.01.2014;0.356
12.01.2014;0.364
13.01.2014;0.371
14.01.2014;0.376
15.01.2014;0.379
17.01.2014;0.384
18.01.2014;0.395
19.01.2014;0.411
20.01.2014;0.423
21.01.2014;0.43
22.01.2014;0.436
24.01.2014;0.444
25.01.2014;0.454
26.01.2014;0.463
27.01.2014;0.472
