Region;Zagros
24.05.2002;3.636106
25.05.2002;3.510568
26.05.2002;3.165675
27.05.2002;3.458595
28.05.2002;3.081576
29.05.2002;3.158183
30.05.2002;2.997527
31.05.2002;2.920541
1.06.2002;2.829918
2.06.2002;2.735299
3.06.2002;2.963898
4.06.2002;2.894957
5.06.2002;3.146833
6.06.2002;2.828629
7.06.2002;2.735175
8.06.2002;2.878473
9.06.2002;3.072164
10.06.2002;2.703286
11.06.2002;2.822182
12.06.2002;3.424716
13.06.2002;2.78782
14.06.2002;2.872139
15.06.2002;2.796116
16.06.2002;3.125831
17.06.2002;2.942057
18.06.2002;3.064814
19.06.2002;3.064814
20.06.2002;2.598496
21.06.2002;2.239689
22.06.2002;2.905271
23.06.2002;2.289682
24.06.2002;2.21179
25.06.2002;1.989254
26.06.2002;2.060427
27.06.2002;2.060427
28.06.2002;1.942586
29.06.2002;1.993291
30.06.2002;1.993291
1.07.2002;1.901008
2.07.2002;1.98349
3.07.2002;1.98349
4.07.2002;1.910409
5.07.2002;1.910409
6.07.2002;1.927724
7.07.2002;1.773802
8.07.2002;1.773802
9.07.2002;1.838627
10.07.2002;1.838627
11.07.2002;1.756542
12.07.2002;1.756542
13.07.2002;1.712794
14.07.2002;1.768965
15.07.2002;1.768965
16.07.2002;1.720796
17.07.2002;1.720796
18.07.2002;1.655609
19.07.2002;1.655609
20.07.2002;1.65775
21.07.2002;1.65775
22.07.2002;1.65775
23.07.2002;1.667134
24.07.2002;1.667134
25.07.2002;1.606941
26.07.2002;1.634123
27.07.2002;1.634123
28.07.2002;1.566449
29.07.2002;1.566449
30.07.2002;1.606211
31.07.2002;1.606211
1.08.2002;1.606211
2.08.2002;1.599246
3.08.2002;1.599246
4.08.2002;1.599246
5.08.2002;1.621769
6.08.2002;1.621769
7.08.2002;1.545751
8.08.2002;1.579024
9.08.2002;1.579024
10.08.2002;1.492809
11.08.2002;1.439997
12.08.2002;1.439997
13.08.2002;1.501051
14.08.2002;1.370271
15.08.2002;1.370271
16.08.2002;1.370271
17.08.2002;1.43583
18.08.2002;1.352685
19.08.2002;1.352685
20.08.2002;1.359743
21.08.2002;1.359743
22.08.2002;1.436783
23.08.2002;1.436783
24.08.2002;1.351691
25.08.2002;1.351691
26.08.2002;1.414428
27.08.2002;1.414374
28.08.2002;1.333314
29.08.2002;1.269688
30.08.2002;1.269688
31.08.2002;1.269688
1.09.2002;1.213052
2.09.2002;1.275158
3.09.2002;1.254687
4.09.2002;1.254687
5.09.2002;1.163825
6.09.2002;1.163825
7.09.2002;1.201736
8.09.2002;1.121084
9.09.2002;1.121084
10.09.2002;1.118566
11.09.2002;1.118566
12.09.2002;1.118566
13.09.2002;1.148718
14.09.2002;1.072436
15.09.2002;1.072436
16.09.2002;1.118935
17.09.2002;1.118935
18.09.2002;1.047545
19.09.2002;1.047545
20.09.2002;1.062276
21.09.2002;1.062276
22.09.2002;1.062276
23.09.2002;1.067551
24.09.2002;1.067551
25.09.2002;1.008587
26.09.2002;1.066344
27.09.2002;1.066344
28.09.2002;0.992546
29.09.2002;1.064755
30.09.2002;1.064755
1.10.2002;0.971124
2.10.2002;0.948382
3.10.2002;0.948382
4.10.2002;1.029426
5.10.2002;1.029426
6.10.2002;1.009084
7.10.2002;0.933174
8.10.2002;0.933174
9.10.2002;0.975832
10.10.2002;0.975832
11.10.2002;0.886986
12.10.2002;0.92993
13.10.2002;0.92993
14.10.2002;0.84835
15.10.2002;0.848809
16.10.2002;0.848809
17.10.2002;0.848809
18.10.2002;0.899658
19.10.2002;0.811196
20.10.2002;0.811196
21.10.2002;0.811196
22.10.2002;0.888669
23.10.2002;0.799841
24.10.2002;0.799841
25.10.2002;0.827783
26.10.2002;0.827783
27.10.2002;0.827783
28.10.2002;0.898647
29.10.2002;1.015657
30.10.2002;0.850627
31.10.2002;0.90395
1.11.2002;0.90395
2.11.2002;0.90395
3.11.2002;0.915351
4.11.2002;0.83748
5.11.2002;0.83748
6.11.2002;0.903199
7.11.2002;0.903199
8.11.2002;0.805859
9.11.2002;0.914787
10.11.2002;0.914787
11.11.2002;0.795321
12.11.2002;0.795321
13.11.2002;0.883343
14.11.2002;0.796387
15.11.2002;0.796387
16.11.2002;0.784698
17.11.2002;0.784698
18.11.2002;0.862256
19.11.2002;0.862256
20.11.2002;0.769301
21.11.2002;0.873096
22.11.2002;0.873096
23.11.2002;0.770395
24.11.2002;0.84203
25.11.2002;0.84203
26.11.2002;0.84203
27.11.2002;0.827469
28.11.2002;0.827469
29.11.2002;0.762509
30.11.2002;0.762509
1.12.2002;0.856106
2.12.2002;0.766158
3.12.2002;1.72283
4.12.2002;0.876779
5.12.2002;1.93969
6.12.2002;1.439055
7.12.2002;2.723899
8.12.2002;4.676196
9.12.2002;3.947527
10.12.2002;4.397114
11.12.2002;3.452435
12.12.2002;4.453597
13.12.2002;4.79286
14.12.2002;4.275538
15.12.2002;4.395101
16.12.2002;4.764956
17.12.2002;5.533207
18.12.2002;5.71047
19.12.2002;6.259975
20.12.2002;6.321143
21.12.2002;6.158138
22.12.2002;6.598916
23.12.2002;5.443331
24.12.2002;6.109831
25.12.2002;5.173495
26.12.2002;5.930331
27.12.2002;6.709542
28.12.2002;5.964903
29.12.2002;6.302057
30.12.2002;5.520983
31.12.2002;5.811778
1.01.2003;6.49193
2.01.2003;5.837936
3.01.2003;7.576098
4.01.2003;6.433031
5.01.2003;7.023384
6.01.2003;6.948862
7.01.2003;6.206741
8.01.2003;6.018918
9.01.2003;5.932274
10.01.2003;5.284804
11.01.2003;5.720854
12.01.2003;5.578983
13.01.2003;5.364011
14.01.2003;5.189006
15.01.2003;4.82452
16.01.2003;4.77274
17.01.2003;5.042075
18.01.2003;4.907629
19.01.2003;5.0383
20.01.2003;4.832714
21.01.2003;4.962223
22.01.2003;4.847249
23.01.2003;4.715309
24.01.2003;4.987814
25.01.2003;4.809603
26.01.2003;4.887867
27.01.2003;4.887867
28.01.2003;5.064336
29.01.2003;5.064336
30.01.2003;5.10541
31.01.2003;5.10541
1.02.2003;5.014745
2.02.2003;5.015312
3.02.2003;5.015312
4.02.2003;5.094091
5.02.2003;4.978019
6.02.2003;4.978019
7.02.2003;5.09426
8.02.2003;4.939857
9.02.2003;4.939857
10.02.2003;4.778703
11.02.2003;4.932812
12.02.2003;4.89386
13.02.2003;5.324891
14.02.2003;5.113516
15.02.2003;4.918797
16.02.2003;5.362955
17.02.2003;5.313642
18.02.2003;5.480487
19.02.2003;5.578502
20.02.2003;5.652862
21.02.2003;6.263878
22.02.2003;5.930906
23.02.2003;6.208985
24.02.2003;6.274316
25.02.2003;6.274316
26.02.2003;6.42303
27.02.2003;6.336807
28.02.2003;6.470854
1.03.2003;6.708466
2.03.2003;6.756091
3.03.2003;7.059764
4.03.2003;7.343398
5.03.2003;6.937327
6.03.2003;7.167726
7.03.2003;6.936143
8.03.2003;6.888076
9.03.2003;6.888076
10.03.2003;7.096266
11.03.2003;7.053941
12.03.2003;6.826655
13.03.2003;6.718121
14.03.2003;6.718121
15.03.2003;6.812408
16.03.2003;6.710676
17.03.2003;6.710676
18.03.2003;6.859035
19.03.2003;6.742995
20.03.2003;6.551947
21.03.2003;6.30909
22.03.2003;6.856142
23.03.2003;6.324917
24.03.2003;6.833426
25.03.2003;6.736456
26.03.2003;6.669689
27.03.2003;6.583829
28.03.2003;6.410045
29.03.2003;6.410045
30.03.2003;6.490436
31.03.2003;6.490436
1.04.2003;6.347832
2.04.2003;6.340453
3.04.2003;6.340453
4.04.2003;6.275267
5.04.2003;6.275267
6.04.2003;6.28153
7.04.2003;6.28153
8.04.2003;6.28153
9.04.2003;6.200163
10.04.2003;6.288182
11.04.2003;6.288182
12.04.2003;6.177294
13.04.2003;6.245283
14.04.2003;6.479978
15.04.2003;6.463232
16.04.2003;6.403627
17.04.2003;6.403627
18.04.2003;6.382504
19.04.2003;6.276105
20.04.2003;6.15484
21.04.2003;6.15484
22.04.2003;6.006937
23.04.2003;5.88733
24.04.2003;6.152112
25.04.2003;6.012396
26.04.2003;5.843919
27.04.2003;6.144749
28.04.2003;6.092965
29.04.2003;5.633119
30.04.2003;5.536287
1.05.2003;5.307205
2.05.2003;5.118522
3.05.2003;4.843158
4.05.2003;4.915438
5.05.2003;4.983087
6.05.2003;4.613172
7.05.2003;4.410103
8.05.2003;4.467105
9.05.2003;4.311027
10.05.2003;4.254276
11.05.2003;3.95201
12.05.2003;4.198592
13.05.2003;4.046526
14.05.2003;3.91115
15.05.2003;3.860593
16.05.2003;3.781104
17.05.2003;3.672392
18.05.2003;4.109402
19.05.2003;4.440339
20.05.2003;4.590477
21.05.2003;3.661558
22.05.2003;4.204538
23.05.2003;3.781087
24.05.2003;3.672595
25.05.2003;3.603629
26.05.2003;3.515247
27.05.2003;3.530626
28.05.2003;3.530626
29.05.2003;3.450661
30.05.2003;3.446165
31.05.2003;3.446165
1.06.2003;3.351606
2.06.2003;3.335752
3.06.2003;3.335752
4.06.2003;3.24037
5.06.2003;3.24037
6.06.2003;3.171575
7.06.2003;3.229018
8.06.2003;3.229018
9.06.2003;3.122627
10.06.2003;3.022927
11.06.2003;3.104112
12.06.2003;3.104112
13.06.2003;3.003963
14.06.2003;3.003963
15.06.2003;3.003963
16.06.2003;3.034989
17.06.2003;2.942788
18.06.2003;2.942788
19.06.2003;2.87081
20.06.2003;2.680742
21.06.2003;2.7623
22.06.2003;2.610489
23.06.2003;2.617585
24.06.2003;2.617585
25.06.2003;2.547715
26.06.2003;2.534978
27.06.2003;2.534978
28.06.2003;2.482117
29.06.2003;2.387
30.06.2003;2.400456
1.07.2003;2.318392
2.07.2003;2.227455
3.07.2003;2.227455
4.07.2003;2.146871
5.07.2003;2.166673
6.07.2003;2.082532
7.07.2003;2.007404
8.07.2003;2.007404
9.07.2003;2.023791
10.07.2003;1.974075
11.07.2003;1.904287
12.07.2003;1.904287
13.07.2003;1.86208
14.07.2003;1.86208
15.07.2003;1.930572
16.07.2003;1.888216
17.07.2003;1.888216
18.07.2003;1.823038
19.07.2003;1.835274
20.07.2003;1.835274
21.07.2003;1.752232
22.07.2003;1.762864
23.07.2003;1.762864
24.07.2003;1.694263
25.07.2003;1.725218
26.07.2003;1.725218
27.07.2003;1.666217
28.07.2003;1.690369
29.07.2003;1.690369
30.07.2003;1.610491
31.07.2003;1.620766
1.08.2003;1.620766
2.08.2003;1.57123
3.08.2003;1.57123
4.08.2003;1.546304
5.08.2003;1.546304
6.08.2003;1.546304
7.08.2003;1.514873
8.08.2003;1.560281
9.08.2003;1.560281
10.08.2003;1.518463
11.08.2003;1.518463
12.08.2003;1.518463
13.08.2003;1.527633
14.08.2003;1.527633
15.08.2003;1.450688
16.08.2003;1.450688
17.08.2003;1.502038
18.08.2003;1.439859
19.08.2003;1.439859
20.08.2003;1.41852
21.08.2003;1.471808
22.08.2003;1.471808
23.08.2003;1.426746
24.08.2003;1.426746
25.08.2003;1.426746
26.08.2003;1.422876
27.08.2003;1.422876
28.08.2003;1.351984
29.08.2003;1.351984
30.08.2003;1.424046
31.08.2003;1.424046
1.09.2003;1.34354
2.09.2003;1.436194
3.09.2003;1.341619
